♠Q,♠2,♥2,♣K,♣8 | Pair
♣K,♥A,♠6,♦7,♣6 | Pair
♣K,♥A,♠6,♦7,♣6 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♠2 | Pair
♣K,♥A,♠6,♥5,♣6 | Pair
♣K,♥A,♠6,♥5,♣6 | Pair
♣K,♥A,♠6,♥5,♦7 | Pair
♣K,♥A,♠6,♥5,♦7 | Pair
♣K,♥A,♠6,♥5,♠2 | Pair
♣K,♥A,♠6,♣6,♦7 | Pair
♣K,♥A,♠6,♣6,♦7 | Pair
♣K,♥A,♠6,♣6,♦7 | Pair
♣K,♥A,♠6,♣6,♦7 | Pair
♣K,♥A,♠6,♣6,♠2 | Pair
♣K,♥A,♠6,♣6,♠2 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♦7 | Pair
♣K,♥A,♠6,♦7,♠2 | Pair
♣K,♥A,♠6,♦7,♠2 | Pair
♣K,♥A,♦7,♥5,♣6 | Pair
♣K,♥A,♦7,♥5,♦7 | Pair
♣K,♥A,♦7,♥5,♦7 | Pair
♣K,♥A,♦7,♥5,♦7 | Pair
♣K,♥A,♦7,♥5,♦7 | Pair
♣K,♥A,♦7,♥5,♠2 | Pair
♣K,♥A,♦7,♣6,♦7 | Pair
♣K,♥A,♦7,♣6,♦7 | Pair
♣K,♥A,♦7,♣6,♦7 | Pair
♣K,♥A,♦7,♣6,♦7 | Pair
♣K,♥A,♦7,♣6,♠2 | Pair
♣K,♥A,♦7,♦7,♦7 | Pair
♣K,♥A,♦7,♦7,♦7 | Pair
♣K,♥A,♦7,♦7,♦7 | Three Of A Kind
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥A,♥5,♣6,♦7 | Pair
♣K,♥A,♥5,♣6,♦7 | Pair
♣K,♥A,♥5,♣6,♠2 | Pair
♣K,♥A,♥5,♦7,♦7 | Pair
♣K,♥A,♥5,♦7,♦7 | Pair
♣K,♥A,♥5,♦7,♠2 | Pair
♣K,♥A,♥5,♦7,♠2 | Pair
♣K,♥A,♣6,♦7,♦7 | Pair
♣K,♥A,♣6,♦7,♦7 | Pair
♣K,♥A,♣6,♦7,♠2 | Pair
♣K,♥A,♣6,♦7,♠2 | Pair
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥A,♦7,♦7,♠2 | Pair
♣K,♥K,♠6,♦7,♥5 | Pair
♣K,♥K,♠6,♦7,♣6 | Pair
♣K,♥K,♠6,♦7,♣6 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♠2 | Pair
♣K,♥K,♠6,♥5,♣6 | Pair
♣K,♥K,♠6,♥5,♣6 | Pair
♣K,♥K,♠6,♥5,♦7 | Pair
♣K,♥K,♠6,♥5,♦7 | Pair
♣K,♥K,♠6,♥5,♠2 | Pair
♣K,♥K,♠6,♣6,♦7 | Pair
♣K,♥K,♠6,♣6,♦7 | Pair
♣K,♥K,♠6,♣6,♦7 | Pair
♣K,♥K,♠6,♣6,♦7 | Pair
♣K,♥K,♠6,♣6,♠2 | Pair
♣K,♥K,♠6,♣6,♠2 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♦7 | Pair
♣K,♥K,♠6,♦7,♠2 | Pair
♣K,♥K,♠6,♦7,♠2 | Pair
♣K,♥K,♦7,♥5,♣6 | Pair
♣K,♥K,♦7,♥5,♦7 | Pair
♣K,♥K,♦7,♥5,♦7 | Pair
♣K,♥K,♦7,♥5,♦7 | Pair
♣K,♥K,♦7,♥5,♦7 | Pair
♣K,♥K,♦7,♥5,♠2 | Pair
♣K,♥K,♦7,♣6,♦7 | Pair
♣K,♥K,♦7,♣6,♦7 | Pair
♣K,♥K,♦7,♣6,♦7 | Pair
♣K,♥K,♦7,♣6,♦7 | Pair
♣K,♥K,♦7,♣6,♠2 | Pair
♣K,♥K,♦7,♦7,♦7 | Pair
♣K,♥K,♦7,♦7,♦7 | Pair
♣K,♥K,♦7,♦7,♦7 | Three Of A Kind
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♥K,♥5,♣6,♦7 | Pair
♣K,♥K,♥5,♣6,♦7 | Pair
♣K,♥K,♥5,♣6,♠2 | Pair
♣K,♥K,♥5,♦7,♦7 | Pair
♣K,♥K,♥5,♦7,♦7 | Pair
♣K,♥K,♥5,♦7,♠2 | Pair
♣K,♥K,♥5,♦7,♠2 | Pair
♣K,♥K,♣6,♦7,♦7 | Pair
♣K,♥K,♣6,♦7,♦7 | Pair
♣K,♥K,♣6,♦7,♠2 | Pair
♣K,♥K,♣6,♦7,♠2 | Pair
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♥K,♦7,♦7,♠2 | Pair
♣K,♠6,♦7,♥5,♣6 | Pair
♣K,♠6,♦7,♥5,♦7 | Pair
♣K,♠6,♦7,♥5,♦7 | Pair
♣K,♠6,♦7,♣6,♦7 | Pair
♣K,♠6,♦7,♣6,♦7 | Pair
♣K,♠6,♦7,♣6,♦7 | Pair
♣K,♠6,♦7,♣6,♦7 | Pair
♣K,♠6,♦7,♣6,♠2 | Pair
♣K,♠6,♦7,♦7,♦7 | Pair
♣K,♠6,♦7,♦7,♦7 | Three Of A Kind
♣K,♠6,♦7,♦7,♠2 | Pair
♣K,♠6,♦7,♦7,♠2 | Pair
♣K,♠6,♥5,♣6,♦7 | Pair
♣K,♠6,♥5,♣6,♦7 | Pair
♣K,♠6,♥5,♣6,♠2 | Pair
♣K,♠6,♥5,♦7,♦7 | Pair
♣K,♠6,♣6,♦7,♦7 | Pair
♣K,♠6,♣6,♦7,♦7 | Pair
♣K,♠6,♣6,♦7,♠2 | Pair
♣K,♠6,♣6,♦7,♠2 | Pair
♣K,♠6,♦7,♦7,♠2 | Pair
♣K,♦7,♥5,♣6,♦7 | Pair
♣K,♦7,♥5,♣6,♦7 | Pair
♣K,♦7,♥5,♦7,♦7 | Pair
♣K,♦7,♥5,♦7,♦7 | Three Of A Kind
♣K,♦7,♥5,♦7,♠2 | Pair
♣K,♦7,♥5,♦7,♠2 | Pair
♣K,♦7,♣6,♦7,♦7 | Pair
♣K,♦7,♣6,♦7,♦7 | Three Of A Kind
♣K,♦7,♣6,♦7,♠2 | Pair
♣K,♦7,♣6,♦7,♠2 | Pair
♣K,♦7,♦7,♦7,♠2 | Pair
♣K,♦7,♦7,♦7,♠2 | Three Of A Kind
♣K,♥5,♣6,♦7,♦7 | Pair
♣K,♥5,♦7,♦7,♠2 | Pair
♣K,♣6,♦7,♦7,♠2 | Pair
♣8,♥A,♥K,♠6,♦7 | Pair
♣8,♥A,♥K,♠6,♥5 | Pair
♣8,♥A,♥K,♠6,♣6 | Pair
♣8,♥A,♥K,♠6,♣6 | Pair
♣8,♥A,♥K,♠6,♦7 | Pair
♣8,♥A,♥K,♠6,♦7 | Pair
♣8,♥A,♥K,♠6,♠2 | Pair
♣8,♥A,♥K,♦7,♥5 | Pair
♣8,♥A,♥K,♦7,♣6 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♠2 | Pair
♣8,♥A,♥K,♥5,♣6 | Pair
♣8,♥A,♥K,♥5,♦7 | Pair
♣8,♥A,♥K,♥5,♦7 | Pair
♣8,♥A,♥K,♥5,♠2 | Pair
♣8,♥A,♥K,♣6,♦7 | Pair
♣8,♥A,♥K,♣6,♦7 | Pair
♣8,♥A,♥K,♣6,♠2 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♦7 | Pair
♣8,♥A,♥K,♦7,♠2 | Pair
♣8,♥A,♥K,♦7,♠2 | Pair
♣8,♥A,♠6,♦7,♣6 | Pair
♣8,♥A,♠6,♦7,♦7 | Pair
♣8,♥A,♠6,♦7,♦7 | Pair
♣8,♥A,♠6,♥5,♣6 | Pair
♣8,♥A,♠6,♣6,♦7 | Pair
♣8,♥A,♠6,♣6,♦7 | Pair
♣8,♥A,♠6,♣6,♠2 | Pair
♣8,♥A,♠6,♦7,♦7 | Pair
♣8,♥A,♦7,♥5,♦7 | Pair
♣8,♥A,♦7,♥5,♦7 | Pair
♣8,♥A,♦7,♣6,♦7 | Pair
♣8,♥A,♦7,♣6,♦7 | Pair
♣8,♥A,♦7,♦7,♦7 | Pair
♣8,♥A,♦7,♦7,♦7 | Three Of A Kind
♣8,♥A,♦7,♦7,♠2 | Pair
♣8,♥A,♦7,♦7,♠2 | Pair
♣8,♥A,♥5,♦7,♦7 | Pair
♣8,♥A,♣6,♦7,♦7 | Pair
♣8,♥A,♦7,♦7,♠2 | Pair
♣8,♥K,♠6,♦7,♣6 | Pair
♣8,♥K,♠6,♦7,♦7 | Pair
♣8,♥K,♠6,♦7,♦7 | Pair
♣8,♥K,♠6,♥5,♣6 | Pair
♣8,♥K,♠6,♣6,♦7 | Pair
♣8,♥K,♠6,♣6,♦7 | Pair
♣8,♥K,♠6,♣6,♠2 | Pair
♣8,♥K,♠6,♦7,♦7 | Pair
♣8,♥K,♦7,♥5,♦7 | Pair
♣8,♥K,♦7,♥5,♦7 | Pair
♣8,♥K,♦7,♣6,♦7 | Pair
♣8,♥K,♦7,♣6,♦7 | Pair
♣8,♥K,♦7,♦7,♦7 | Pair
♣8,♥K,♦7,♦7,♦7 | Three Of A Kind
♣8,♥K,♦7,♦7,♠2 | Pair
♣8,♥K,♦7,♦7,♠2 | Pair
♣8,♥K,♥5,♦7,♦7 | Pair
♣8,♥K,♣6,♦7,♦7 | Pair
♣8,♥K,♦7,♦7,♠2 | Pair
♣8,♠6,♦7,♥5,♣6 | Pair
♣8,♠6,♦7,♥5,♦7 | Pair
♣8,♠6,♦7,♥5,♦7 | Pair
♣8,♠6,♦7,♣6,♦7 | Pair
♣8,♠6,♦7,♣6,♦7 | Pair
♣8,♠6,♦7,♣6,♦7 | Pair
♣8,♠6,♦7,♣6,♦7 | Pair
♣8,♠6,♦7,♣6,♠2 | Pair
♣8,♠6,♦7,♦7,♦7 | Pair
♣8,♠6,♦7,♦7,♦7 | Three Of A Kind
♣8,♠6,♦7,♦7,♠2 | Pair
♣8,♠6,♦7,♦7,♠2 | Pair
♣8,♠6,♥5,♣6,♦7 | Pair
♣8,♠6,♥5,♣6,♦7 | Pair
♣8,♠6,♥5,♣6,♠2 | Pair
♣8,♠6,♥5,♦7,♦7 | Pair
♣8,♠6,♣6,♦7,♦7 | Pair
♣8,♠6,♣6,♦7,♦7 | Pair
♣8,♠6,♣6,♦7,♠2 | Pair
♣8,♠6,♣6,♦7,♠2 | Pair
♣8,♠6,♦7,♦7,♠2 | Pair
♣8,♦7,♥5,♣6,♦7 | Pair
♣8,♦7,♥5,♣6,♦7 | Pair
♣8,♦7,♥5,♦7,♦7 | Pair
♣8,♦7,♥5,♦7,♦7 | Three Of A Kind
♣8,♦7,♥5,♦7,♠2 | Pair
♣8,♦7,♥5,♦7,♠2 | Pair
♣8,♦7,♣6,♦7,♦7 | Pair
♣8,♦7,♣6,♦7,♦7 | Three Of A Kind
♣8,♦7,♣6,♦7,♠2 | Pair
♣8,♦7,♣6,♦7,♠2 | Pair
♣8,♦7,♦7,♦7,♠2 | Pair
♣8,♦7,♦7,♦7,♠2 | Three Of A Kind
♣8,♥5,♣6,♦7,♦7 | Pair
♣8,♥5,♦7,♦7,♠2 | Pair
♣8,♣6,♦7,♦7,♠2 | Pair
♥A,♥K,♠6,♦7,♥5 | Pair
♥A,♥K,♠6,♦7,♣6 | Pair
♥A,♥K,♠6,♦7,♣6 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♠2 | Pair
♥A,♥K,♠6,♥5,♣6 | Pair
♥A,♥K,♠6,♥5,♣6 | Pair
♥A,♥K,♠6,♥5,♦7 | Pair
♥A,♥K,♠6,♥5,♦7 | Pair
♥A,♥K,♠6,♥5,♠2 | Pair
♥A,♥K,♠6,♣6,♦7 | Pair
♥A,♥K,♠6,♣6,♦7 | Pair
♥A,♥K,♠6,♣6,♦7 | Pair
♥A,♥K,♠6,♣6,♦7 | Pair
♥A,♥K,♠6,♣6,♠2 | Pair
♥A,♥K,♠6,♣6,♠2 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♦7 | Pair
♥A,♥K,♠6,♦7,♠2 | Pair
♥A,♥K,♠6,♦7,♠2 | Pair
♥A,♥K,♦7,♥5,♣6 | Pair
♥A,♥K,♦7,♥5,♦7 | Pair
♥A,♥K,♦7,♥5,♦7 | Pair
♥A,♥K,♦7,♥5,♦7 | Pair
♥A,♥K,♦7,♥5,♦7 | Pair
♥A,♥K,♦7,♥5,♠2 | Pair
♥A,♥K,♦7,♣6,♦7 | Pair
♥A,♥K,♦7,♣6,♦7 | Pair
♥A,♥K,♦7,♣6,♦7 | Pair
♥A,♥K,♦7,♣6,♦7 | Pair
♥A,♥K,♦7,♣6,♠2 | Pair
♥A,♥K,♦7,♦7,♦7 | Pair
♥A,♥K,♦7,♦7,♦7 | Pair
♥A,♥K,♦7,♦7,♦7 | Three Of A Kind
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♥K,♥5,♣6,♦7 | Pair
♥A,♥K,♥5,♣6,♦7 | Pair
♥A,♥K,♥5,♣6,♠2 | Pair
♥A,♥K,♥5,♦7,♦7 | Pair
♥A,♥K,♥5,♦7,♦7 | Pair
♥A,♥K,♥5,♦7,♠2 | Pair
♥A,♥K,♥5,♦7,♠2 | Pair
♥A,♥K,♣6,♦7,♦7 | Pair
♥A,♥K,♣6,♦7,♦7 | Pair
♥A,♥K,♣6,♦7,♠2 | Pair
♥A,♥K,♣6,♦7,♠2 | Pair
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♥K,♦7,♦7,♠2 | Pair
♥A,♠6,♦7,♥5,♣6 | Pair
♥A,♠6,♦7,♥5,♦7 | Pair
♥A,♠6,♦7,♥5,♦7 | Pair
♥A,♠6,♦7,♣6,♦7 | Pair
♥A,♠6,♦7,♣6,♦7 | Pair
♥A,♠6,♦7,♣6,♦7 | Pair
♥A,♠6,♦7,♣6,♦7 | Pair
♥A,♠6,♦7,♣6,♠2 | Pair
♥A,♠6,♦7,♦7,♦7 | Pair
♥A,♠6,♦7,♦7,♦7 | Three Of A Kind
♥A,♠6,♦7,♦7,♠2 | Pair
♥A,♠6,♦7,♦7,♠2 | Pair
♥A,♠6,♥5,♣6,♦7 | Pair
♥A,♠6,♥5,♣6,♦7 | Pair
♥A,♠6,♥5,♣6,♠2 | Pair
♥A,♠6,♥5,♦7,♦7 | Pair
♥A,♠6,♣6,♦7,♦7 | Pair
♥A,♠6,♣6,♦7,♦7 | Pair
♥A,♠6,♣6,♦7,♠2 | Pair
♥A,♠6,♣6,♦7,♠2 | Pair
♥A,♠6,♦7,♦7,♠2 | Pair
♥A,♦7,♥5,♣6,♦7 | Pair
♥A,♦7,♥5,♣6,♦7 | Pair
♥A,♦7,♥5,♦7,♦7 | Pair
♥A,♦7,♥5,♦7,♦7 | Three Of A Kind
♥A,♦7,♥5,♦7,♠2 | Pair
♥A,♦7,♥5,♦7,♠2 | Pair
♥A,♦7,♣6,♦7,♦7 | Pair
♥A,♦7,♣6,♦7,♦7 | Three Of A Kind
♥A,♦7,♣6,♦7,♠2 | Pair
♥A,♦7,♣6,♦7,♠2 | Pair
♥A,♦7,♦7,♦7,♠2 | Pair
♥A,♦7,♦7,♦7,♠2 | Three Of A Kind
♥A,♥5,♣6,♦7,♦7 | Pair
♥A,♥5,♦7,♦7,♠2 | Pair
♥A,♣6,♦7,♦7,♠2 | Pair
♥K,♠6,♦7,♥5,♣6 | Pair
♥K,♠6,♦7,♥5,♦7 | Pair
♥K,♠6,♦7,♥5,♦7 | Pair
♥K,♠6,♦7,♣6,♦7 | Pair
♥K,♠6,♦7,♣6,♦7 | Pair
♥K,♠6,♦7,♣6,♦7 | Pair
♥K,♠6,♦7,♣6,♦7 | Pair
♥K,♠6,♦7,♣6,♠2 | Pair
♥K,♠6,♦7,♦7,♦7 | Pair
♥K,♠6,♦7,♦7,♦7 | Three Of A Kind
♥K,♠6,♦7,♦7,♠2 | Pair
♥K,♠6,♦7,♦7,♠2 | Pair
♥K,♠6,♥5,♣6,♦7 | Pair
♥K,♠6,♥5,♣6,♦7 | Pair
♥K,♠6,♥5,♣6,♠2 | Pair
♥K,♠6,♥5,♦7,♦7 | Pair
♥K,♠6,♣6,♦7,♦7 | Pair
♥K,♠6,♣6,♦7,♦7 | Pair
♥K,♠6,♣6,♦7,♠2 | Pair
♥K,♠6,♣6,♦7,♠2 | Pair
♥K,♠6,♦7,♦7,♠2 | Pair
♥K,♦7,♥5,♣6,♦7 | Pair
♥K,♦7,♥5,♣6,♦7 | Pair
♥K,♦7,♥5,♦7,♦7 | Pair
♥K,♦7,♥5,♦7,♦7 | Three Of A Kind
♥K,♦7,♥5,♦7,♠2 | Pair
♥K,♦7,♥5,♦7,♠2 | Pair
♥K,♦7,♣6,♦7,♦7 | Pair
♥K,♦7,♣6,♦7,♦7 | Three Of A Kind
♥K,♦7,♣6,♦7,♠2 | Pair
♥K,♦7,♣6,♦7,♠2 | Pair
♥K,♦7,♦7,♦7,♠2 | Pair
♥K,♦7,♦7,♦7,♠2 | Three Of A Kind
♥K,♥5,♣6,♦7,♦7 | Pair
♥K,♥5,♦7,♦7,♠2 | Pair
♥K,♣6,♦7,♦7,♠2 | Pair
♠6,♦7,♥5,♣6,♦7 | Pair
♠6,♦7,♥5,♣6,♦7 | Pair
♠6,♦7,♥5,♣6,♦7 | Pair
♠6,♦7,♥5,♣6,♦7 | Pair
♠6,♦7,♥5,♣6,♠2 | Pair
♠6,♦7,♥5,♦7,♦7 | Pair
♠6,♦7,♥5,♦7,♦7 | Three Of A Kind
♠6,♦7,♥5,♦7,♠2 | Pair
♠6,♦7,♥5,♦7,♠2 | Pair
♠6,♦7,♣6,♦7,♦7 | Pair
♠6,♦7,♣6,♦7,♦7 | Pair
♠6,♦7,♣6,♦7,♦7 | Three Of A Kind
♠6,♦7,♣6,♦7,♠2 | Pair
♠6,♦7,♣6,♦7,♠2 | Pair
♠6,♦7,♣6,♦7,♠2 | Pair
♠6,♦7,♣6,♦7,♠2 | Pair
♠6,♦7,♦7,♦7,♠2 | Pair
♠6,♦7,♦7,♦7,♠2 | Three Of A Kind
♠6,♥5,♣6,♦7,♦7 | Pair
♠6,♥5,♣6,♦7,♦7 | Pair
♠6,♥5,♣6,♦7,♠2 | Pair
♠6,♥5,♣6,♦7,♠2 | Pair
♠6,♥5,♦7,♦7,♠2 | Pair
♠6,♣6,♦7,♦7,♠2 | Pair
♠6,♣6,♦7,♦7,♠2 | Pair
♦7,♥5,♣6,♦7,♦7 | Pair
♦7,♥5,♣6,♦7,♦7 | Three Of A Kind
♦7,♥5,♣6,♦7,♠2 | Pair
♦7,♥5,♣6,♦7,♠2 | Pair
♦7,♥5,♦7,♦7,♠2 | Pair
♦7,♥5,♦7,♦7,♠2 | Three Of A Kind
♦7,♣6,♦7,♦7,♠2 | Pair
♦7,♣6,♦7,♦7,♠2 | Three Of A Kind
♥5,♣6,♦7,♦7,♠2 | Pair
