♠3, ♦7, ♥5, ♠J, ♣5 | pair
♠J, ♦A, ♥Q, ♦10, ♣Q | pair
♠J, ♣5, ♠8, ♣2, ♠J | pair
♠J, ♣5, ♠8, ♦3, ♠J | pair
♠J, ♣5, ♠8, ♠J, ♥Q | pair
♠J, ♣5, ♠8, ♠J, ♦10 | pair
♠J, ♣5, ♠8, ♠J, ♣Q | pair
♠J, ♣5, ♠8, ♥Q, ♣Q | pair
♠J, ♣5, ♣2, ♦3, ♠J | pair
♠J, ♣5, ♣2, ♠J, ♥Q | pair
♠J, ♣5, ♣2, ♠J, ♦10 | pair
♠J, ♣5, ♣2, ♠J, ♣Q | pair
♠J, ♣5, ♣2, ♥Q, ♣Q | pair
♠J, ♣5, ♦3, ♠J, ♥Q | pair
♠J, ♣5, ♦3, ♠J, ♦10 | pair
♠J, ♣5, ♦3, ♠J, ♣Q | pair
♠J, ♣5, ♦3, ♥Q, ♣Q | pair
♠J, ♣5, ♠J, ♥Q, ♦10 | pair
♠J, ♣5, ♠J, ♥Q, ♣Q | two pairs
♠J, ♣5, ♠J, ♦10, ♣Q | pair
♠J, ♣5, ♥Q, ♦10, ♣Q | pair
♠J, ♠8, ♣2, ♦3, ♠J | pair
♠J, ♠8, ♣2, ♠J, ♥Q | pair
♠J, ♠8, ♣2, ♠J, ♦10 | pair
♠J, ♠8, ♣2, ♠J, ♣Q | pair
♠J, ♠8, ♣2, ♥Q, ♣Q | pair
♠J, ♠8, ♦3, ♠J, ♥Q | pair
♠J, ♠8, ♦3, ♠J, ♦10 | pair
♠J, ♠8, ♦3, ♠J, ♣Q | pair
♠J, ♠8, ♦3, ♥Q, ♣Q | pair
♠J, ♠8, ♠J, ♥Q, ♦10 | pair
♠J, ♠8, ♠J, ♥Q, ♣Q | two pairs
♠J, ♠8, ♠J, ♦10, ♣Q | pair
♠J, ♠8, ♥Q, ♦10, ♣Q | pair
♠J, ♣2, ♦3, ♠J, ♥Q | pair
♠J, ♣2, ♦3, ♠J, ♦10 | pair
♠J, ♣2, ♦3, ♠J, ♣Q | pair
♠J, ♣2, ♦3, ♥Q, ♣Q | pair
♠J, ♣2, ♠J, ♥Q, ♦10 | pair
♠J, ♣2, ♠J, ♥Q, ♣Q | two pairs
♠J, ♣2, ♠J, ♦10, ♣Q | pair
♠J, ♣2, ♥Q, ♦10, ♣Q | pair
♠J, ♦3, ♠J, ♥Q, ♦10 | pair
♠J, ♦3, ♠J, ♥Q, ♣Q | two pairs
♠J, ♦3, ♠J, ♦10, ♣Q | pair
♠J, ♦3, ♥Q, ♦10, ♣Q | pair
♠J, ♠J, ♥Q, ♦10, ♣Q | two pairs
♠10, ♠Q, ♣2, ♦A, ♣2 | pair
♠10, ♠Q, ♣2, ♦A, ♥Q | pair
♠10, ♠Q, ♣2, ♦A, ♦10 | pair
♠10, ♠Q, ♣2, ♦A, ♣Q | pair
♠10, ♠Q, ♣2, ♣5, ♣2 | pair
♠10, ♠Q, ♣2, ♣5, ♥Q | pair
♠10, ♠Q, ♣2, ♣5, ♦10 | pair
♠10, ♠Q, ♣2, ♣5, ♣Q | pair
♠10, ♠Q, ♣2, ♠8, ♣2 | pair
♠10, ♠Q, ♣2, ♠8, ♥Q | pair
♠10, ♠Q, ♣2, ♠8, ♦10 | pair
♠10, ♠Q, ♣2, ♠8, ♣Q | pair
♠10, ♠Q, ♣2, ♣2, ♦3 | pair
♠10, ♠Q, ♣2, ♣2, ♠J | pair
♠10, ♠Q, ♣2, ♣2, ♥Q | two pairs
♠10, ♠Q, ♣2, ♣2, ♦10 | two pairs
♠10, ♠Q, ♣2, ♣2, ♣Q | two pairs
♠10, ♠Q, ♣2, ♦3, ♥Q | pair
♠10, ♠Q, ♣2, ♦3, ♦10 | pair
♠10, ♠Q, ♣2, ♦3, ♣Q | pair
♠10, ♠Q, ♣2, ♠J, ♥Q | pair
♠10, ♠Q, ♣2, ♠J, ♦10 | pair
♠10, ♠Q, ♣2, ♠J, ♣Q | pair
♠10, ♠Q, ♣2, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♣2, ♦10, ♣Q | two pairs
♠10, ♠Q, ♦A, ♣5, ♥Q | pair
♠10, ♠Q, ♦A, ♣5, ♦10 | pair
♠10, ♠Q, ♦A, ♣5, ♣Q | pair
♠10, ♠Q, ♦A, ♠8, ♥Q | pair
♠10, ♠Q, ♦A, ♠8, ♦10 | pair
♠10, ♠Q, ♦A, ♠8, ♣Q | pair
♠10, ♠Q, ♦A, ♣2, ♥Q | pair
♠10, ♠Q, ♦A, ♣2, ♦10 | pair
♠10, ♠Q, ♦A, ♣2, ♣Q | pair
♠10, ♠Q, ♦A, ♦3, ♥Q | pair
♠10, ♠Q, ♦A, ♦3, ♦10 | pair
♠10, ♠Q, ♦A, ♦3, ♣Q | pair
♠10, ♠Q, ♦A, ♠J, ♥Q | pair
♠10, ♠Q, ♦A, ♠J, ♦10 | pair
♠10, ♠Q, ♦A, ♠J, ♣Q | pair
♠10, ♠Q, ♦A, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♦A, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♦A, ♦10, ♣Q | two pairs
♠10, ♠Q, ♣5, ♠8, ♥Q | pair
♠10, ♠Q, ♣5, ♠8, ♦10 | pair
♠10, ♠Q, ♣5, ♠8, ♣Q | pair
♠10, ♠Q, ♣5, ♣2, ♥Q | pair
♠10, ♠Q, ♣5, ♣2, ♦10 | pair
♠10, ♠Q, ♣5, ♣2, ♣Q | pair
♠10, ♠Q, ♣5, ♦3, ♥Q | pair
♠10, ♠Q, ♣5, ♦3, ♦10 | pair
♠10, ♠Q, ♣5, ♦3, ♣Q | pair
♠10, ♠Q, ♣5, ♠J, ♥Q | pair
♠10, ♠Q, ♣5, ♠J, ♦10 | pair
♠10, ♠Q, ♣5, ♠J, ♣Q | pair
♠10, ♠Q, ♣5, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♣5, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♣5, ♦10, ♣Q | two pairs
♠10, ♠Q, ♠8, ♣2, ♥Q | pair
♠10, ♠Q, ♠8, ♣2, ♦10 | pair
♠10, ♠Q, ♠8, ♣2, ♣Q | pair
♠10, ♠Q, ♠8, ♦3, ♥Q | pair
♠10, ♠Q, ♠8, ♦3, ♦10 | pair
♠10, ♠Q, ♠8, ♦3, ♣Q | pair
♠10, ♠Q, ♠8, ♠J, ♥Q | pair
♠10, ♠Q, ♠8, ♠J, ♦10 | pair
♠10, ♠Q, ♠8, ♠J, ♣Q | pair
♠10, ♠Q, ♠8, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♠8, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♠8, ♦10, ♣Q | two pairs
♠10, ♠Q, ♣2, ♦3, ♥Q | pair
♠10, ♠Q, ♣2, ♦3, ♦10 | pair
♠10, ♠Q, ♣2, ♦3, ♣Q | pair
♠10, ♠Q, ♣2, ♠J, ♥Q | pair
♠10, ♠Q, ♣2, ♠J, ♦10 | pair
♠10, ♠Q, ♣2, ♠J, ♣Q | pair
♠10, ♠Q, ♣2, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♣2, ♦10, ♣Q | two pairs
♠10, ♠Q, ♦3, ♠J, ♥Q | pair
♠10, ♠Q, ♦3, ♠J, ♦10 | pair
♠10, ♠Q, ♦3, ♠J, ♣Q | pair
♠10, ♠Q, ♦3, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♦3, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♦3, ♦10, ♣Q | two pairs
♠10, ♠Q, ♠J, ♥Q, ♦10 | two pairs
♠10, ♠Q, ♠J, ♥Q, ♣Q | three of a kind
♠10, ♠Q, ♠J, ♦10, ♣Q | two pairs
♠10, ♠Q, ♥Q, ♦10, ♣Q | fullhouse
♠10, ♣2, ♦A, ♣5, ♣2 | pair
♠10, ♣2, ♦A, ♣5, ♦10 | pair
♠10, ♣2, ♦A, ♠8, ♣2 | pair
♠10, ♣2, ♦A, ♠8, ♦10 | pair
♠10, ♣2, ♦A, ♣2, ♦3 | pair
♠10, ♣2, ♦A, ♣2, ♠J | pair
♠10, ♣2, ♦A, ♣2, ♥Q | pair
♠10, ♣2, ♦A, ♣2, ♦10 | two pairs
♠10, ♣2, ♦A, ♣2, ♣Q | pair
♠10, ♣2, ♦A, ♦3, ♦10 | pair
♠10, ♣2, ♦A, ♠J, ♦10 | pair
♠10, ♣2, ♦A, ♥Q, ♦10 | pair
♠10, ♣2, ♦A, ♥Q, ♣Q | pair
♠10, ♣2, ♦A, ♦10, ♣Q | pair
♠10, ♣2, ♣5, ♠8, ♣2 | pair
♠10, ♣2, ♣5, ♠8, ♦10 | pair
♠10, ♣2, ♣5, ♣2, ♦3 | pair
♠10, ♣2, ♣5, ♣2, ♠J | pair
♠10, ♣2, ♣5, ♣2, ♥Q | pair
♠10, ♣2, ♣5, ♣2, ♦10 | two pairs
♠10, ♣2, ♣5, ♣2, ♣Q | pair
♠10, ♣2, ♣5, ♦3, ♦10 | pair
♠10, ♣2, ♣5, ♠J, ♦10 | pair
♠10, ♣2, ♣5, ♥Q, ♦10 | pair
♠10, ♣2, ♣5, ♥Q, ♣Q | pair
♠10, ♣2, ♣5, ♦10, ♣Q | pair
♠10, ♣2, ♠8, ♣2, ♦3 | pair
♠10, ♣2, ♠8, ♣2, ♠J | pair
♠10, ♣2, ♠8, ♣2, ♥Q | pair
♠10, ♣2, ♠8, ♣2, ♦10 | two pairs
♠10, ♣2, ♠8, ♣2, ♣Q | pair
♠10, ♣2, ♠8, ♦3, ♦10 | pair
♠10, ♣2, ♠8, ♠J, ♦10 | pair
♠10, ♣2, ♠8, ♥Q, ♦10 | pair
♠10, ♣2, ♠8, ♥Q, ♣Q | pair
♠10, ♣2, ♠8, ♦10, ♣Q | pair
♠10, ♣2, ♣2, ♦3, ♠J | pair
♠10, ♣2, ♣2, ♦3, ♥Q | pair
♠10, ♣2, ♣2, ♦3, ♦10 | two pairs
♠10, ♣2, ♣2, ♦3, ♣Q | pair
♠10, ♣2, ♣2, ♠J, ♥Q | pair
♠10, ♣2, ♣2, ♠J, ♦10 | two pairs
♠10, ♣2, ♣2, ♠J, ♣Q | pair
♠10, ♣2, ♣2, ♥Q, ♦10 | two pairs
♠10, ♣2, ♣2, ♥Q, ♣Q | two pairs
♠10, ♣2, ♣2, ♦10, ♣Q | two pairs
♠10, ♣2, ♦3, ♠J, ♦10 | pair
♠10, ♣2, ♦3, ♥Q, ♦10 | pair
♠10, ♣2, ♦3, ♥Q, ♣Q | pair
♠10, ♣2, ♦3, ♦10, ♣Q | pair
♠10, ♣2, ♠J, ♥Q, ♦10 | pair
♠10, ♣2, ♠J, ♥Q, ♣Q | pair
♠10, ♣2, ♠J, ♦10, ♣Q | pair
♠10, ♣2, ♥Q, ♦10, ♣Q | two pairs
♠10, ♦A, ♣5, ♠8, ♦10 | pair
♠10, ♦A, ♣5, ♣2, ♦10 | pair
♠10, ♦A, ♣5, ♦3, ♦10 | pair
♠10, ♦A, ♣5, ♠J, ♦10 | pair
♠10, ♦A, ♣5, ♥Q, ♦10 | pair
♠10, ♦A, ♣5, ♥Q, ♣Q | pair
♠10, ♦A, ♣5, ♦10, ♣Q | pair
♠10, ♦A, ♠8, ♣2, ♦10 | pair
♠10, ♦A, ♠8, ♦3, ♦10 | pair
♠10, ♦A, ♠8, ♠J, ♦10 | pair
♠10, ♦A, ♠8, ♥Q, ♦10 | pair
♠10, ♦A, ♠8, ♥Q, ♣Q | pair
♠10, ♦A, ♠8, ♦10, ♣Q | pair
♠10, ♦A, ♣2, ♦3, ♦10 | pair
♠10, ♦A, ♣2, ♠J, ♦10 | pair
♠10, ♦A, ♣2, ♥Q, ♦10 | pair
♠10, ♦A, ♣2, ♥Q, ♣Q | pair
♠10, ♦A, ♣2, ♦10, ♣Q | pair
♠10, ♦A, ♦3, ♠J, ♦10 | pair
♠10, ♦A, ♦3, ♥Q, ♦10 | pair
♠10, ♦A, ♦3, ♥Q, ♣Q | pair
♠10, ♦A, ♦3, ♦10, ♣Q | pair
♠10, ♦A, ♠J, ♥Q, ♦10 | pair
♠10, ♦A, ♠J, ♥Q, ♣Q | pair
♠10, ♦A, ♠J, ♦10, ♣Q | pair
♠10, ♦A, ♥Q, ♦10, ♣Q | two pairs
♠10, ♣5, ♠8, ♣2, ♦10 | pair
♠10, ♣5, ♠8, ♦3, ♦10 | pair
♠10, ♣5, ♠8, ♠J, ♦10 | pair
♠10, ♣5, ♠8, ♥Q, ♦10 | pair
♠10, ♣5, ♠8, ♥Q, ♣Q | pair
♠10, ♣5, ♠8, ♦10, ♣Q | pair
♠10, ♣5, ♣2, ♦3, ♦10 | pair
♠10, ♣5, ♣2, ♠J, ♦10 | pair
♠10, ♣5, ♣2, ♥Q, ♦10 | pair
♠10, ♣5, ♣2, ♥Q, ♣Q | pair
♠10, ♣5, ♣2, ♦10, ♣Q | pair
♠10, ♣5, ♦3, ♠J, ♦10 | pair
♠10, ♣5, ♦3, ♥Q, ♦10 | pair
♠10, ♣5, ♦3, ♥Q, ♣Q | pair
♠10, ♣5, ♦3, ♦10, ♣Q | pair
♠10, ♣5, ♠J, ♥Q, ♦10 | pair
♠10, ♣5, ♠J, ♥Q, ♣Q | pair
♠10, ♣5, ♠J, ♦10, ♣Q | pair
♠10, ♣5, ♥Q, ♦10, ♣Q | two pairs
♠10, ♠8, ♣2, ♦3, ♦10 | pair
♠10, ♠8, ♣2, ♠J, ♦10 | pair
♠10, ♠8, ♣2, ♥Q, ♦10 | pair
♠10, ♠8, ♣2, ♥Q, ♣Q | pair
♠10, ♠8, ♣2, ♦10, ♣Q | pair
♠10, ♠8, ♦3, ♠J, ♦10 | pair
♠10, ♠8, ♦3, ♥Q, ♦10 | pair
♠10, ♠8, ♦3, ♥Q, ♣Q | pair
♠10, ♠8, ♦3, ♦10, ♣Q | pair
♠10, ♠8, ♠J, ♥Q, ♦10 | pair
♠10, ♠8, ♠J, ♥Q, ♣Q | pair
♠10, ♠8, ♠J, ♦10, ♣Q | pair
♠10, ♠8, ♥Q, ♦10, ♣Q | two pairs
♠10, ♣2, ♦3, ♠J, ♦10 | pair
♠10, ♣2, ♦3, ♥Q, ♦10 | pair
♠10, ♣2, ♦3, ♥Q, ♣Q | pair
♠10, ♣2, ♦3, ♦10, ♣Q | pair
♠10, ♣2, ♠J, ♥Q, ♦10 | pair
♠10, ♣2, ♠J, ♥Q, ♣Q | pair
♠10, ♣2, ♠J, ♦10, ♣Q | pair
♠10, ♣2, ♥Q, ♦10, ♣Q | two pairs
♠10, ♦3, ♠J, ♥Q, ♦10 | pair
♠10, ♦3, ♠J, ♥Q, ♣Q | pair
♠10, ♦3, ♠J, ♦10, ♣Q | pair
♠10, ♦3, ♥Q, ♦10, ♣Q | two pairs
♠10, ♠J, ♥Q, ♦10, ♣Q | two pairs
♠Q, ♣2, ♦A, ♣5, ♣2 | pair
♠Q, ♣2, ♦A, ♣5, ♥Q | pair
♠Q, ♣2, ♦A, ♣5, ♣Q | pair
♠Q, ♣2, ♦A, ♠8, ♣2 | pair
♠Q, ♣2, ♦A, ♠8, ♥Q | pair
♠Q, ♣2, ♦A, ♠8, ♣Q | pair
♠Q, ♣2, ♦A, ♣2, ♦3 | pair
♠Q, ♣2, ♦A, ♣2, ♠J | pair
♠Q, ♣2, ♦A, ♣2, ♥Q | two pairs
♠Q, ♣2, ♦A, ♣2, ♦10 | pair
♠Q, ♣2, ♦A, ♣2, ♣Q | two pairs
♠Q, ♣2, ♦A, ♦3, ♥Q | pair
♠Q, ♣2, ♦A, ♦3, ♣Q | pair
♠Q, ♣2, ♦A, ♠J, ♥Q | pair
♠Q, ♣2, ♦A, ♠J, ♣Q | pair
♠Q, ♣2, ♦A, ♥Q, ♦10 | pair
♠Q, ♣2, ♦A, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♦A, ♦10, ♣Q | pair
♠Q, ♣2, ♣5, ♠8, ♣2 | pair
♠Q, ♣2, ♣5, ♠8, ♥Q | pair
♠Q, ♣2, ♣5, ♠8, ♣Q | pair
♠Q, ♣2, ♣5, ♣2, ♦3 | pair
♠Q, ♣2, ♣5, ♣2, ♠J | pair
♠Q, ♣2, ♣5, ♣2, ♥Q | two pairs
♠Q, ♣2, ♣5, ♣2, ♦10 | pair
♠Q, ♣2, ♣5, ♣2, ♣Q | two pairs
♠Q, ♣2, ♣5, ♦3, ♥Q | pair
♠Q, ♣2, ♣5, ♦3, ♣Q | pair
♠Q, ♣2, ♣5, ♠J, ♥Q | pair
♠Q, ♣2, ♣5, ♠J, ♣Q | pair
♠Q, ♣2, ♣5, ♥Q, ♦10 | pair
♠Q, ♣2, ♣5, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♣5, ♦10, ♣Q | pair
♠Q, ♣2, ♠8, ♣2, ♦3 | pair
♠Q, ♣2, ♠8, ♣2, ♠J | pair
♠Q, ♣2, ♠8, ♣2, ♥Q | two pairs
♠Q, ♣2, ♠8, ♣2, ♦10 | pair
♠Q, ♣2, ♠8, ♣2, ♣Q | two pairs
♠Q, ♣2, ♠8, ♦3, ♥Q | pair
♠Q, ♣2, ♠8, ♦3, ♣Q | pair
♠Q, ♣2, ♠8, ♠J, ♥Q | pair
♠Q, ♣2, ♠8, ♠J, ♣Q | pair
♠Q, ♣2, ♠8, ♥Q, ♦10 | pair
♠Q, ♣2, ♠8, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♠8, ♦10, ♣Q | pair
♠Q, ♣2, ♣2, ♦3, ♠J | pair
♠Q, ♣2, ♣2, ♦3, ♥Q | two pairs
♠Q, ♣2, ♣2, ♦3, ♦10 | pair
♠Q, ♣2, ♣2, ♦3, ♣Q | two pairs
♠Q, ♣2, ♣2, ♠J, ♥Q | two pairs
♠Q, ♣2, ♣2, ♠J, ♦10 | pair
♠Q, ♣2, ♣2, ♠J, ♣Q | two pairs
♠Q, ♣2, ♣2, ♥Q, ♦10 | two pairs
♠Q, ♣2, ♣2, ♥Q, ♣Q | fullhouse
♠Q, ♣2, ♣2, ♦10, ♣Q | two pairs
♠Q, ♣2, ♦3, ♠J, ♥Q | pair
♠Q, ♣2, ♦3, ♠J, ♣Q | pair
♠Q, ♣2, ♦3, ♥Q, ♦10 | pair
♠Q, ♣2, ♦3, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♦3, ♦10, ♣Q | pair
♠Q, ♣2, ♠J, ♥Q, ♦10 | pair
♠Q, ♣2, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♠J, ♦10, ♣Q | pair
♠Q, ♣2, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♦A, ♣5, ♠8, ♥Q | pair
♠Q, ♦A, ♣5, ♠8, ♣Q | pair
♠Q, ♦A, ♣5, ♣2, ♥Q | pair
♠Q, ♦A, ♣5, ♣2, ♣Q | pair
♠Q, ♦A, ♣5, ♦3, ♥Q | pair
♠Q, ♦A, ♣5, ♦3, ♣Q | pair
♠Q, ♦A, ♣5, ♠J, ♥Q | pair
♠Q, ♦A, ♣5, ♠J, ♣Q | pair
♠Q, ♦A, ♣5, ♥Q, ♦10 | pair
♠Q, ♦A, ♣5, ♥Q, ♣Q | three of a kind
♠Q, ♦A, ♣5, ♦10, ♣Q | pair
♠Q, ♦A, ♠8, ♣2, ♥Q | pair
♠Q, ♦A, ♠8, ♣2, ♣Q | pair
♠Q, ♦A, ♠8, ♦3, ♥Q | pair
♠Q, ♦A, ♠8, ♦3, ♣Q | pair
♠Q, ♦A, ♠8, ♠J, ♥Q | pair
♠Q, ♦A, ♠8, ♠J, ♣Q | pair
♠Q, ♦A, ♠8, ♥Q, ♦10 | pair
♠Q, ♦A, ♠8, ♥Q, ♣Q | three of a kind
♠Q, ♦A, ♠8, ♦10, ♣Q | pair
♠Q, ♦A, ♣2, ♦3, ♥Q | pair
♠Q, ♦A, ♣2, ♦3, ♣Q | pair
♠Q, ♦A, ♣2, ♠J, ♥Q | pair
♠Q, ♦A, ♣2, ♠J, ♣Q | pair
♠Q, ♦A, ♣2, ♥Q, ♦10 | pair
♠Q, ♦A, ♣2, ♥Q, ♣Q | three of a kind
♠Q, ♦A, ♣2, ♦10, ♣Q | pair
♠Q, ♦A, ♦3, ♠J, ♥Q | pair
♠Q, ♦A, ♦3, ♠J, ♣Q | pair
♠Q, ♦A, ♦3, ♥Q, ♦10 | pair
♠Q, ♦A, ♦3, ♥Q, ♣Q | three of a kind
♠Q, ♦A, ♦3, ♦10, ♣Q | pair
♠Q, ♦A, ♠J, ♥Q, ♦10 | pair
♠Q, ♦A, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♦A, ♠J, ♦10, ♣Q | pair
♠Q, ♦A, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♣5, ♠8, ♣2, ♥Q | pair
♠Q, ♣5, ♠8, ♣2, ♣Q | pair
♠Q, ♣5, ♠8, ♦3, ♥Q | pair
♠Q, ♣5, ♠8, ♦3, ♣Q | pair
♠Q, ♣5, ♠8, ♠J, ♥Q | pair
♠Q, ♣5, ♠8, ♠J, ♣Q | pair
♠Q, ♣5, ♠8, ♥Q, ♦10 | pair
♠Q, ♣5, ♠8, ♥Q, ♣Q | three of a kind
♠Q, ♣5, ♠8, ♦10, ♣Q | pair
♠Q, ♣5, ♣2, ♦3, ♥Q | pair
♠Q, ♣5, ♣2, ♦3, ♣Q | pair
♠Q, ♣5, ♣2, ♠J, ♥Q | pair
♠Q, ♣5, ♣2, ♠J, ♣Q | pair
♠Q, ♣5, ♣2, ♥Q, ♦10 | pair
♠Q, ♣5, ♣2, ♥Q, ♣Q | three of a kind
♠Q, ♣5, ♣2, ♦10, ♣Q | pair
♠Q, ♣5, ♦3, ♠J, ♥Q | pair
♠Q, ♣5, ♦3, ♠J, ♣Q | pair
♠Q, ♣5, ♦3, ♥Q, ♦10 | pair
♠Q, ♣5, ♦3, ♥Q, ♣Q | three of a kind
♠Q, ♣5, ♦3, ♦10, ♣Q | pair
♠Q, ♣5, ♠J, ♥Q, ♦10 | pair
♠Q, ♣5, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♣5, ♠J, ♦10, ♣Q | pair
♠Q, ♣5, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♠8, ♣2, ♦3, ♥Q | pair
♠Q, ♠8, ♣2, ♦3, ♣Q | pair
♠Q, ♠8, ♣2, ♠J, ♥Q | pair
♠Q, ♠8, ♣2, ♠J, ♣Q | pair
♠Q, ♠8, ♣2, ♥Q, ♦10 | pair
♠Q, ♠8, ♣2, ♥Q, ♣Q | three of a kind
♠Q, ♠8, ♣2, ♦10, ♣Q | pair
♠Q, ♠8, ♦3, ♠J, ♥Q | pair
♠Q, ♠8, ♦3, ♠J, ♣Q | pair
♠Q, ♠8, ♦3, ♥Q, ♦10 | pair
♠Q, ♠8, ♦3, ♥Q, ♣Q | three of a kind
♠Q, ♠8, ♦3, ♦10, ♣Q | pair
♠Q, ♠8, ♠J, ♥Q, ♦10 | pair
♠Q, ♠8, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♠8, ♠J, ♦10, ♣Q | pair
♠Q, ♠8, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♣2, ♦3, ♠J, ♥Q | pair
♠Q, ♣2, ♦3, ♠J, ♣Q | pair
♠Q, ♣2, ♦3, ♥Q, ♦10 | pair
♠Q, ♣2, ♦3, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♦3, ♦10, ♣Q | pair
♠Q, ♣2, ♠J, ♥Q, ♦10 | pair
♠Q, ♣2, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♣2, ♠J, ♦10, ♣Q | pair
♠Q, ♣2, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♦3, ♠J, ♥Q, ♦10 | pair
♠Q, ♦3, ♠J, ♥Q, ♣Q | three of a kind
♠Q, ♦3, ♠J, ♦10, ♣Q | pair
♠Q, ♦3, ♥Q, ♦10, ♣Q | three of a kind
♠Q, ♠J, ♥Q, ♦10, ♣Q | three of a kind
♣2, ♦A, ♣5, ♠8, ♣2 | pair
♣2, ♦A, ♣5, ♣2, ♦3 | pair
♣2, ♦A, ♣5, ♣2, ♠J | pair
♣2, ♦A, ♣5, ♣2, ♥Q | pair
♣2, ♦A, ♣5, ♣2, ♦10 | pair
♣2, ♦A, ♣5, ♣2, ♣Q | pair
♣2, ♦A, ♣5, ♥Q, ♣Q | pair
♣2, ♦A, ♠8, ♣2, ♦3 | pair
♣2, ♦A, ♠8, ♣2, ♠J | pair
♣2, ♦A, ♠8, ♣2, ♥Q | pair
♣2, ♦A, ♠8, ♣2, ♦10 | pair
♣2, ♦A, ♠8, ♣2, ♣Q | pair
♣2, ♦A, ♠8, ♥Q, ♣Q | pair
♣2, ♦A, ♣2, ♦3, ♠J | pair
♣2, ♦A, ♣2, ♦3, ♥Q | pair
♣2, ♦A, ♣2, ♦3, ♦10 | pair
♣2, ♦A, ♣2, ♦3, ♣Q | pair
♣2, ♦A, ♣2, ♠J, ♥Q | pair
♣2, ♦A, ♣2, ♠J, ♦10 | pair
♣2, ♦A, ♣2, ♠J, ♣Q | pair
♣2, ♦A, ♣2, ♥Q, ♦10 | pair
♣2, ♦A, ♣2, ♥Q, ♣Q | two pairs
♣2, ♦A, ♣2, ♦10, ♣Q | pair
♣2, ♦A, ♦3, ♥Q, ♣Q | pair
♣2, ♦A, ♠J, ♥Q, ♣Q | pair
♣2, ♦A, ♥Q, ♦10, ♣Q | pair
♣2, ♣5, ♠8, ♣2, ♦3 | pair
♣2, ♣5, ♠8, ♣2, ♠J | pair
♣2, ♣5, ♠8, ♣2, ♥Q | pair
♣2, ♣5, ♠8, ♣2, ♦10 | pair
♣2, ♣5, ♠8, ♣2, ♣Q | pair
♣2, ♣5, ♠8, ♥Q, ♣Q | pair
♣2, ♣5, ♣2, ♦3, ♠J | pair
♣2, ♣5, ♣2, ♦3, ♥Q | pair
♣2, ♣5, ♣2, ♦3, ♦10 | pair
♣2, ♣5, ♣2, ♦3, ♣Q | pair
♣2, ♣5, ♣2, ♠J, ♥Q | pair
♣2, ♣5, ♣2, ♠J, ♦10 | pair
♣2, ♣5, ♣2, ♠J, ♣Q | pair
♣2, ♣5, ♣2, ♥Q, ♦10 | pair
♣2, ♣5, ♣2, ♥Q, ♣Q | two pairs
♣2, ♣5, ♣2, ♦10, ♣Q | pair
♣2, ♣5, ♦3, ♥Q, ♣Q | pair
♣2, ♣5, ♠J, ♥Q, ♣Q | pair
♣2, ♣5, ♥Q, ♦10, ♣Q | pair
♣2, ♠8, ♣2, ♦3, ♠J | pair
♣2, ♠8, ♣2, ♦3, ♥Q | pair
♣2, ♠8, ♣2, ♦3, ♦10 | pair
♣2, ♠8, ♣2, ♦3, ♣Q | pair
♣2, ♠8, ♣2, ♠J, ♥Q | pair
♣2, ♠8, ♣2, ♠J, ♦10 | pair
♣2, ♠8, ♣2, ♠J, ♣Q | pair
♣2, ♠8, ♣2, ♥Q, ♦10 | pair
♣2, ♠8, ♣2, ♥Q, ♣Q | two pairs
♣2, ♠8, ♣2, ♦10, ♣Q | pair
♣2, ♠8, ♦3, ♥Q, ♣Q | pair
♣2, ♠8, ♠J, ♥Q, ♣Q | pair
♣2, ♠8, ♥Q, ♦10, ♣Q | pair
♣2, ♣2, ♦3, ♠J, ♥Q | pair
♣2, ♣2, ♦3, ♠J, ♦10 | pair
♣2, ♣2, ♦3, ♠J, ♣Q | pair
