♦7, ♠10, ♥K, ♣3, ♥3 | pair
♣3, ♠9, ♠7, ♥K, ♥K | pair
♣3, ♠9, ♣A, ♥K, ♥K | pair
♣3, ♠9, ♣A, ♥K, ♠A | pair
♣3, ♠9, ♣A, ♥K, ♠A | pair
♣3, ♠9, ♣A, ♥4, ♠A | pair
♣3, ♠9, ♣A, ♣2, ♠A | pair
♣3, ♠9, ♣A, ♦Q, ♠A | pair
♣3, ♠9, ♣A, ♣10, ♠A | pair
♣3, ♠9, ♥K, ♥K, ♥4 | pair
♣3, ♠9, ♥K, ♥K, ♣2 | pair
♣3, ♠9, ♥K, ♥K, ♦Q | pair
♣3, ♠9, ♥K, ♥K, ♣10 | pair
♣3, ♠9, ♥K, ♥K, ♠A | pair
♣3, ♥3, ♠7, ♣A, ♥K | pair
♣3, ♥3, ♠7, ♣A, ♥K | pair
♣3, ♥3, ♠7, ♣A, ♥4 | pair
♣3, ♥3, ♠7, ♣A, ♣2 | pair
♣3, ♥3, ♠7, ♣A, ♦Q | pair
♣3, ♥3, ♠7, ♣A, ♣10 | pair
♣3, ♥3, ♠7, ♣A, ♠A | two pairs
♣3, ♥3, ♠7, ♥K, ♥K | two pairs
♣3, ♥3, ♠7, ♥K, ♥4 | pair
♣3, ♥3, ♠7, ♥K, ♣2 | pair
♣3, ♥3, ♠7, ♥K, ♦Q | pair
♣3, ♥3, ♠7, ♥K, ♣10 | pair
♣3, ♥3, ♠7, ♥K, ♠A | pair
♣3, ♥3, ♠7, ♥K, ♥4 | pair
♣3, ♥3, ♠7, ♥K, ♣2 | pair
♣3, ♥3, ♠7, ♥K, ♦Q | pair
♣3, ♥3, ♠7, ♥K, ♣10 | pair
♣3, ♥3, ♠7, ♥K, ♠A | pair
♣3, ♥3, ♠7, ♥4, ♣2 | pair
♣3, ♥3, ♠7, ♥4, ♦Q | pair
♣3, ♥3, ♠7, ♥4, ♣10 | pair
♣3, ♥3, ♠7, ♥4, ♠A | pair
♣3, ♥3, ♠7, ♣2, ♦Q | pair
♣3, ♥3, ♠7, ♣2, ♣10 | pair
♣3, ♥3, ♠7, ♣2, ♠A | pair
♣3, ♥3, ♠7, ♦Q, ♣10 | pair
♣3, ♥3, ♠7, ♦Q, ♠A | pair
♣3, ♥3, ♠7, ♣10, ♠A | pair
♣3, ♥3, ♣A, ♥K, ♥K | two pairs
♣3, ♥3, ♣A, ♥K, ♥4 | pair
♣3, ♥3, ♣A, ♥K, ♣2 | pair
♣3, ♥3, ♣A, ♥K, ♦Q | pair
♣3, ♥3, ♣A, ♥K, ♣10 | pair
♣3, ♥3, ♣A, ♥K, ♠A | two pairs
♣3, ♥3, ♣A, ♥K, ♥4 | pair
♣3, ♥3, ♣A, ♥K, ♣2 | pair
♣3, ♥3, ♣A, ♥K, ♦Q | pair
♣3, ♥3, ♣A, ♥K, ♣10 | pair
♣3, ♥3, ♣A, ♥K, ♠A | two pairs
♣3, ♥3, ♣A, ♥4, ♣2 | pair
♣3, ♥3, ♣A, ♥4, ♦Q | pair
♣3, ♥3, ♣A, ♥4, ♣10 | pair
♣3, ♥3, ♣A, ♥4, ♠A | two pairs
♣3, ♥3, ♣A, ♣2, ♦Q | pair
♣3, ♥3, ♣A, ♣2, ♣10 | pair
♣3, ♥3, ♣A, ♣2, ♠A | two pairs
♣3, ♥3, ♣A, ♦Q, ♣10 | pair
♣3, ♥3, ♣A, ♦Q, ♠A | two pairs
♣3, ♥3, ♣A, ♣10, ♠A | two pairs
♣3, ♥3, ♥K, ♥K, ♥4 | two pairs
♣3, ♥3, ♥K, ♥K, ♣2 | two pairs
♣3, ♥3, ♥K, ♥K, ♦Q | two pairs
♣3, ♥3, ♥K, ♥K, ♣10 | two pairs
♣3, ♥3, ♥K, ♥K, ♠A | two pairs
♣3, ♥3, ♥K, ♥4, ♣2 | pair
♣3, ♥3, ♥K, ♥4, ♦Q | pair
♣3, ♥3, ♥K, ♥4, ♣10 | pair
♣3, ♥3, ♥K, ♥4, ♠A | pair
♣3, ♥3, ♥K, ♣2, ♦Q | pair
♣3, ♥3, ♥K, ♣2, ♣10 | pair
♣3, ♥3, ♥K, ♣2, ♠A | pair
♣3, ♥3, ♥K, ♦Q, ♣10 | pair
♣3, ♥3, ♥K, ♦Q, ♠A | pair
♣3, ♥3, ♥K, ♣10, ♠A | pair
♣3, ♥3, ♥K, ♥4, ♣2 | pair
♣3, ♥3, ♥K, ♥4, ♦Q | pair
♣3, ♥3, ♥K, ♥4, ♣10 | pair
♣3, ♥3, ♥K, ♥4, ♠A | pair
♣3, ♥3, ♥K, ♣2, ♦Q | pair
♣3, ♥3, ♥K, ♣2, ♣10 | pair
♣3, ♥3, ♥K, ♣2, ♠A | pair
♣3, ♥3, ♥K, ♦Q, ♣10 | pair
♣3, ♥3, ♥K, ♦Q, ♠A | pair
♣3, ♥3, ♥K, ♣10, ♠A | pair
♣3, ♥3, ♥4, ♣2, ♦Q | pair
♣3, ♥3, ♥4, ♣2, ♣10 | pair
♣3, ♥3, ♥4, ♣2, ♠A | pair
♣3, ♥3, ♥4, ♦Q, ♣10 | pair
♣3, ♥3, ♥4, ♦Q, ♠A | pair
♣3, ♥3, ♥4, ♣10, ♠A | pair
♣3, ♥3, ♣2, ♦Q, ♣10 | pair
♣3, ♥3, ♣2, ♦Q, ♠A | pair
♣3, ♥3, ♣2, ♣10, ♠A | pair
♣3, ♥3, ♦Q, ♣10, ♠A | pair
♣3, ♠7, ♣A, ♥K, ♥K | pair
♣3, ♠7, ♣A, ♥K, ♠A | pair
♣3, ♠7, ♣A, ♥K, ♠A | pair
♣3, ♠7, ♣A, ♥4, ♠A | pair
♣3, ♠7, ♣A, ♣2, ♠A | pair
♣3, ♠7, ♣A, ♦Q, ♠A | pair
♣3, ♠7, ♣A, ♣10, ♠A | pair
♣3, ♠7, ♥K, ♥K, ♥4 | pair
♣3, ♠7, ♥K, ♥K, ♣2 | pair
♣3, ♠7, ♥K, ♥K, ♦Q | pair
♣3, ♠7, ♥K, ♥K, ♣10 | pair
♣3, ♠7, ♥K, ♥K, ♠A | pair
♣3, ♣A, ♥K, ♥K, ♥4 | pair
♣3, ♣A, ♥K, ♥K, ♣2 | pair
♣3, ♣A, ♥K, ♥K, ♦Q | pair
♣3, ♣A, ♥K, ♥K, ♣10 | pair
♣3, ♣A, ♥K, ♥K, ♠A | two pairs
♣3, ♣A, ♥K, ♥4, ♠A | pair
♣3, ♣A, ♥K, ♣2, ♠A | pair
♣3, ♣A, ♥K, ♦Q, ♠A | pair
♣3, ♣A, ♥K, ♣10, ♠A | pair
♣3, ♣A, ♥K, ♥4, ♠A | pair
♣3, ♣A, ♥K, ♣2, ♠A | pair
♣3, ♣A, ♥K, ♦Q, ♠A | pair
♣3, ♣A, ♥K, ♣10, ♠A | pair
♣3, ♣A, ♥4, ♣2, ♠A | pair
♣3, ♣A, ♥4, ♦Q, ♠A | pair
♣3, ♣A, ♥4, ♣10, ♠A | pair
♣3, ♣A, ♣2, ♦Q, ♠A | pair
♣3, ♣A, ♣2, ♣10, ♠A | pair
♣3, ♣A, ♦Q, ♣10, ♠A | pair
♣3, ♥K, ♥K, ♥4, ♣2 | pair
♣3, ♥K, ♥K, ♥4, ♦Q | pair
♣3, ♥K, ♥K, ♥4, ♣10 | pair
♣3, ♥K, ♥K, ♥4, ♠A | pair
♣3, ♥K, ♥K, ♣2, ♦Q | pair
♣3, ♥K, ♥K, ♣2, ♣10 | pair
♣3, ♥K, ♥K, ♣2, ♠A | pair
♣3, ♥K, ♥K, ♦Q, ♣10 | pair
♣3, ♥K, ♥K, ♦Q, ♠A | pair
♣3, ♥K, ♥K, ♣10, ♠A | pair
♠9, ♠9, ♥3, ♠7, ♣A | pair
♠9, ♠9, ♥3, ♠7, ♥K | pair
♠9, ♠9, ♥3, ♠7, ♥K | pair
♠9, ♠9, ♥3, ♠7, ♥4 | pair
♠9, ♠9, ♥3, ♠7, ♣2 | pair
♠9, ♠9, ♥3, ♠7, ♦Q | pair
♠9, ♠9, ♥3, ♠7, ♣10 | pair
♠9, ♠9, ♥3, ♠7, ♠A | pair
♠9, ♠9, ♥3, ♣A, ♥K | pair
♠9, ♠9, ♥3, ♣A, ♥K | pair
♠9, ♠9, ♥3, ♣A, ♥4 | pair
♠9, ♠9, ♥3, ♣A, ♣2 | pair
♠9, ♠9, ♥3, ♣A, ♦Q | pair
♠9, ♠9, ♥3, ♣A, ♣10 | pair
♠9, ♠9, ♥3, ♣A, ♠A | two pairs
♠9, ♠9, ♥3, ♥K, ♥K | two pairs
♠9, ♠9, ♥3, ♥K, ♥4 | pair
♠9, ♠9, ♥3, ♥K, ♣2 | pair
♠9, ♠9, ♥3, ♥K, ♦Q | pair
♠9, ♠9, ♥3, ♥K, ♣10 | pair
♠9, ♠9, ♥3, ♥K, ♠A | pair
♠9, ♠9, ♥3, ♥K, ♥4 | pair
♠9, ♠9, ♥3, ♥K, ♣2 | pair
♠9, ♠9, ♥3, ♥K, ♦Q | pair
♠9, ♠9, ♥3, ♥K, ♣10 | pair
♠9, ♠9, ♥3, ♥K, ♠A | pair
♠9, ♠9, ♥3, ♥4, ♣2 | pair
♠9, ♠9, ♥3, ♥4, ♦Q | pair
♠9, ♠9, ♥3, ♥4, ♣10 | pair
♠9, ♠9, ♥3, ♥4, ♠A | pair
♠9, ♠9, ♥3, ♣2, ♦Q | pair
♠9, ♠9, ♥3, ♣2, ♣10 | pair
♠9, ♠9, ♥3, ♣2, ♠A | pair
♠9, ♠9, ♥3, ♦Q, ♣10 | pair
♠9, ♠9, ♥3, ♦Q, ♠A | pair
♠9, ♠9, ♥3, ♣10, ♠A | pair
♠9, ♠9, ♠7, ♣A, ♥K | pair
♠9, ♠9, ♠7, ♣A, ♥K | pair
♠9, ♠9, ♠7, ♣A, ♥4 | pair
♠9, ♠9, ♠7, ♣A, ♣2 | pair
♠9, ♠9, ♠7, ♣A, ♦Q | pair
♠9, ♠9, ♠7, ♣A, ♣10 | pair
♠9, ♠9, ♠7, ♣A, ♠A | two pairs
♠9, ♠9, ♠7, ♥K, ♥K | two pairs
♠9, ♠9, ♠7, ♥K, ♥4 | pair
♠9, ♠9, ♠7, ♥K, ♣2 | pair
♠9, ♠9, ♠7, ♥K, ♦Q | pair
♠9, ♠9, ♠7, ♥K, ♣10 | pair
♠9, ♠9, ♠7, ♥K, ♠A | pair
♠9, ♠9, ♠7, ♥K, ♥4 | pair
♠9, ♠9, ♠7, ♥K, ♣2 | pair
♠9, ♠9, ♠7, ♥K, ♦Q | pair
♠9, ♠9, ♠7, ♥K, ♣10 | pair
♠9, ♠9, ♠7, ♥K, ♠A | pair
♠9, ♠9, ♠7, ♥4, ♣2 | pair
♠9, ♠9, ♠7, ♥4, ♦Q | pair
♠9, ♠9, ♠7, ♥4, ♣10 | pair
♠9, ♠9, ♠7, ♥4, ♠A | pair
♠9, ♠9, ♠7, ♣2, ♦Q | pair
♠9, ♠9, ♠7, ♣2, ♣10 | pair
♠9, ♠9, ♠7, ♣2, ♠A | pair
♠9, ♠9, ♠7, ♦Q, ♣10 | pair
♠9, ♠9, ♠7, ♦Q, ♠A | pair
♠9, ♠9, ♠7, ♣10, ♠A | pair
♠9, ♠9, ♣A, ♥K, ♥K | two pairs
♠9, ♠9, ♣A, ♥K, ♥4 | pair
♠9, ♠9, ♣A, ♥K, ♣2 | pair
♠9, ♠9, ♣A, ♥K, ♦Q | pair
♠9, ♠9, ♣A, ♥K, ♣10 | pair
♠9, ♠9, ♣A, ♥K, ♠A | two pairs
♠9, ♠9, ♣A, ♥K, ♥4 | pair
♠9, ♠9, ♣A, ♥K, ♣2 | pair
♠9, ♠9, ♣A, ♥K, ♦Q | pair
♠9, ♠9, ♣A, ♥K, ♣10 | pair
♠9, ♠9, ♣A, ♥K, ♠A | two pairs
♠9, ♠9, ♣A, ♥4, ♣2 | pair
♠9, ♠9, ♣A, ♥4, ♦Q | pair
♠9, ♠9, ♣A, ♥4, ♣10 | pair
♠9, ♠9, ♣A, ♥4, ♠A | two pairs
♠9, ♠9, ♣A, ♣2, ♦Q | pair
♠9, ♠9, ♣A, ♣2, ♣10 | pair
♠9, ♠9, ♣A, ♣2, ♠A | two pairs
♠9, ♠9, ♣A, ♦Q, ♣10 | pair
♠9, ♠9, ♣A, ♦Q, ♠A | two pairs
♠9, ♠9, ♣A, ♣10, ♠A | two pairs
♠9, ♠9, ♥K, ♥K, ♥4 | two pairs
♠9, ♠9, ♥K, ♥K, ♣2 | two pairs
♠9, ♠9, ♥K, ♥K, ♦Q | two pairs
♠9, ♠9, ♥K, ♥K, ♣10 | two pairs
♠9, ♠9, ♥K, ♥K, ♠A | two pairs
♠9, ♠9, ♥K, ♥4, ♣2 | pair
♠9, ♠9, ♥K, ♥4, ♦Q | pair
♠9, ♠9, ♥K, ♥4, ♣10 | pair
♠9, ♠9, ♥K, ♥4, ♠A | pair
♠9, ♠9, ♥K, ♣2, ♦Q | pair
♠9, ♠9, ♥K, ♣2, ♣10 | pair
♠9, ♠9, ♥K, ♣2, ♠A | pair
♠9, ♠9, ♥K, ♦Q, ♣10 | pair
♠9, ♠9, ♥K, ♦Q, ♠A | pair
♠9, ♠9, ♥K, ♣10, ♠A | pair
♠9, ♠9, ♥K, ♥4, ♣2 | pair
♠9, ♠9, ♥K, ♥4, ♦Q | pair
♠9, ♠9, ♥K, ♥4, ♣10 | pair
♠9, ♠9, ♥K, ♥4, ♠A | pair
♠9, ♠9, ♥K, ♣2, ♦Q | pair
♠9, ♠9, ♥K, ♣2, ♣10 | pair
♠9, ♠9, ♥K, ♣2, ♠A | pair
♠9, ♠9, ♥K, ♦Q, ♣10 | pair
♠9, ♠9, ♥K, ♦Q, ♠A | pair
♠9, ♠9, ♥K, ♣10, ♠A | pair
♠9, ♠9, ♥4, ♣2, ♦Q | pair
♠9, ♠9, ♥4, ♣2, ♣10 | pair
♠9, ♠9, ♥4, ♣2, ♠A | pair
♠9, ♠9, ♥4, ♦Q, ♣10 | pair
♠9, ♠9, ♥4, ♦Q, ♠A | pair
♠9, ♠9, ♥4, ♣10, ♠A | pair
♠9, ♠9, ♣2, ♦Q, ♣10 | pair
♠9, ♠9, ♣2, ♦Q, ♠A | pair
♠9, ♠9, ♣2, ♣10, ♠A | pair
♠9, ♠9, ♦Q, ♣10, ♠A | pair
♠9, ♥3, ♠7, ♣A, ♠A | pair
♠9, ♥3, ♠7, ♥K, ♥K | pair
♠9, ♥3, ♣A, ♥K, ♥K | pair
♠9, ♥3, ♣A, ♥K, ♠A | pair
♠9, ♥3, ♣A, ♥K, ♠A | pair
♠9, ♥3, ♣A, ♥4, ♠A | pair
♠9, ♥3, ♣A, ♣2, ♠A | pair
♠9, ♥3, ♣A, ♦Q, ♠A | pair
♠9, ♥3, ♣A, ♣10, ♠A | pair
♠9, ♥3, ♥K, ♥K, ♥4 | pair
♠9, ♥3, ♥K, ♥K, ♣2 | pair
♠9, ♥3, ♥K, ♥K, ♦Q | pair
♠9, ♥3, ♥K, ♥K, ♣10 | pair
♠9, ♥3, ♥K, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥K, ♥K | pair
♠9, ♠7, ♣A, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥4, ♠A | pair
♠9, ♠7, ♣A, ♣2, ♠A | pair
♠9, ♠7, ♣A, ♦Q, ♠A | pair
♠9, ♠7, ♣A, ♣10, ♠A | pair
♠9, ♠7, ♥K, ♥K, ♥4 | pair
♠9, ♠7, ♥K, ♥K, ♣2 | pair
♠9, ♠7, ♥K, ♥K, ♦Q | pair
♠9, ♠7, ♥K, ♥K, ♣10 | pair
♠9, ♠7, ♥K, ♥K, ♠A | pair
♠9, ♣A, ♥K, ♥K, ♥4 | pair
♠9, ♣A, ♥K, ♥K, ♣2 | pair
♠9, ♣A, ♥K, ♥K, ♦Q | pair
♠9, ♣A, ♥K, ♥K, ♣10 | pair
♠9, ♣A, ♥K, ♥K, ♠A | two pairs
♠9, ♣A, ♥K, ♥4, ♠A | pair
♠9, ♣A, ♥K, ♣2, ♠A | pair
♠9, ♣A, ♥K, ♦Q, ♠A | pair
♠9, ♣A, ♥K, ♣10, ♠A | pair
♠9, ♣A, ♥K, ♥4, ♠A | pair
♠9, ♣A, ♥K, ♣2, ♠A | pair
♠9, ♣A, ♥K, ♦Q, ♠A | pair
♠9, ♣A, ♥K, ♣10, ♠A | pair
♠9, ♣A, ♥4, ♣2, ♠A | pair
♠9, ♣A, ♥4, ♦Q, ♠A | pair
♠9, ♣A, ♥4, ♣10, ♠A | pair
♠9, ♣A, ♣2, ♦Q, ♠A | pair
♠9, ♣A, ♣2, ♣10, ♠A | pair
♠9, ♣A, ♦Q, ♣10, ♠A | pair
♠9, ♥K, ♥K, ♥4, ♣2 | pair
♠9, ♥K, ♥K, ♥4, ♦Q | pair
♠9, ♥K, ♥K, ♥4, ♣10 | pair
♠9, ♥K, ♥K, ♥4, ♠A | pair
♠9, ♥K, ♥K, ♣2, ♦Q | pair
♠9, ♥K, ♥K, ♣2, ♣10 | pair
♠9, ♥K, ♥K, ♣2, ♠A | pair
♠9, ♥K, ♥K, ♦Q, ♣10 | pair
♠9, ♥K, ♥K, ♦Q, ♠A | pair
♠9, ♥K, ♥K, ♣10, ♠A | pair
♠9, ♥3, ♠7, ♣A, ♠A | pair
♠9, ♥3, ♠7, ♥K, ♥K | pair
♠9, ♥3, ♣A, ♥K, ♥K | pair
♠9, ♥3, ♣A, ♥K, ♠A | pair
♠9, ♥3, ♣A, ♥K, ♠A | pair
♠9, ♥3, ♣A, ♥4, ♠A | pair
♠9, ♥3, ♣A, ♣2, ♠A | pair
♠9, ♥3, ♣A, ♦Q, ♠A | pair
♠9, ♥3, ♣A, ♣10, ♠A | pair
♠9, ♥3, ♥K, ♥K, ♥4 | pair
♠9, ♥3, ♥K, ♥K, ♣2 | pair
♠9, ♥3, ♥K, ♥K, ♦Q | pair
♠9, ♥3, ♥K, ♥K, ♣10 | pair
♠9, ♥3, ♥K, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥K, ♥K | pair
♠9, ♠7, ♣A, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥K, ♠A | pair
♠9, ♠7, ♣A, ♥4, ♠A | pair
♠9, ♠7, ♣A, ♣2, ♠A | pair
♠9, ♠7, ♣A, ♦Q, ♠A | pair
♠9, ♠7, ♣A, ♣10, ♠A | pair
♠9, ♠7, ♥K, ♥K, ♥4 | pair
♠9, ♠7, ♥K, ♥K, ♣2 | pair
♠9, ♠7, ♥K, ♥K, ♦Q | pair
♠9, ♠7, ♥K, ♥K, ♣10 | pair
♠9, ♠7, ♥K, ♥K, ♠A | pair
♠9, ♣A, ♥K, ♥K, ♥4 | pair
♠9, ♣A, ♥K, ♥K, ♣2 | pair
♠9, ♣A, ♥K, ♥K, ♦Q | pair
♠9, ♣A, ♥K, ♥K, ♣10 | pair
♠9, ♣A, ♥K, ♥K, ♠A | two pairs
♠9, ♣A, ♥K, ♥4, ♠A | pair
♠9, ♣A, ♥K, ♣2, ♠A | pair
♠9, ♣A, ♥K, ♦Q, ♠A | pair
♠9, ♣A, ♥K, ♣10, ♠A | pair
♠9, ♣A, ♥K, ♥4, ♠A | pair
♠9, ♣A, ♥K, ♣2, ♠A | pair
♠9, ♣A, ♥K, ♦Q, ♠A | pair
♠9, ♣A, ♥K, ♣10, ♠A | pair
♠9, ♣A, ♥4, ♣2, ♠A | pair
♠9, ♣A, ♥4, ♦Q, ♠A | pair
♠9, ♣A, ♥4, ♣10, ♠A | pair
♠9, ♣A, ♣2, ♦Q, ♠A | pair
♠9, ♣A, ♣2, ♣10, ♠A | pair
♠9, ♣A, ♦Q, ♣10, ♠A | pair
♠9, ♥K, ♥K, ♥4, ♣2 | pair
♠9, ♥K, ♥K, ♥4, ♦Q | pair
♠9, ♥K, ♥K, ♥4, ♣10 | pair
♠9, ♥K, ♥K, ♥4, ♠A | pair
♠9, ♥K, ♥K, ♣2, ♦Q | pair
♠9, ♥K, ♥K, ♣2, ♣10 | pair
♠9, ♥K, ♥K, ♣2, ♠A | pair
♠9, ♥K, ♥K, ♦Q, ♣10 | pair
♠9, ♥K, ♥K, ♦Q, ♠A | pair
♠9, ♥K, ♥K, ♣10, ♠A | pair
♥3, ♠7, ♣A, ♥K, ♥K | pair
♥3, ♠7, ♣A, ♥K, ♠A | pair
♥3, ♠7, ♣A, ♥K, ♠A | pair
♥3, ♠7, ♣A, ♥4, ♠A | pair
♥3, ♠7, ♣A, ♣2, ♠A | pair
♥3, ♠7, ♣A, ♦Q, ♠A | pair
♥3, ♠7, ♣A, ♣10, ♠A | pair
♥3, ♠7, ♥K, ♥K, ♥4 | pair
♥3, ♠7, ♥K, ♥K, ♣2 | pair
♥3, ♠7, ♥K, ♥K, ♦Q | pair
♥3, ♠7, ♥K, ♥K, ♣10 | pair
♥3, ♠7, ♥K, ♥K, ♠A | pair
♥3, ♣A, ♥K, ♥K, ♥4 | pair
♥3, ♣A, ♥K, ♥K, ♣2 | pair
♥3, ♣A, ♥K, ♥K, ♦Q | pair
♥3, ♣A, ♥K, ♥K, ♣10 | pair
♥3, ♣A, ♥K, ♥K, ♠A | two pairs
♥3, ♣A, ♥K, ♥4, ♠A | pair
♥3, ♣A, ♥K, ♣2, ♠A | pair
♥3, ♣A, ♥K, ♦Q, ♠A | pair
♥3, ♣A, ♥K, ♣10, ♠A | pair
♥3, ♣A, ♥K, ♥4, ♠A | pair
♥3, ♣A, ♥K, ♣2, ♠A | pair
♥3, ♣A, ♥K, ♦Q, ♠A | pair
♥3, ♣A, ♥K, ♣10, ♠A | pair
♥3, ♣A, ♥4, ♣2, ♠A | pair
♥3, ♣A, ♥4, ♦Q, ♠A | pair
♥3, ♣A, ♥4, ♣10, ♠A | pair
♥3, ♣A, ♣2, ♦Q, ♠A | pair
♥3, ♣A, ♣2, ♣10, ♠A | pair
♥3, ♣A, ♦Q, ♣10, ♠A | pair
♥3, ♥K, ♥K, ♥4, ♣2 | pair
♥3, ♥K, ♥K, ♥4, ♦Q | pair
♥3, ♥K, ♥K, ♥4, ♣10 | pair
♥3, ♥K, ♥K, ♥4, ♠A | pair
♥3, ♥K, ♥K, ♣2, ♦Q | pair
♥3, ♥K, ♥K, ♣2, ♣10 | pair
♥3, ♥K, ♥K, ♣2, ♠A | pair
♥3, ♥K, ♥K, ♦Q, ♣10 | pair
♥3, ♥K, ♥K, ♦Q, ♠A | pair
♥3, ♥K, ♥K, ♣10, ♠A | pair
♠7, ♣A, ♥K, ♥K, ♥4 | pair
♠7, ♣A, ♥K, ♥K, ♣2 | pair
♠7, ♣A, ♥K, ♥K, ♦Q | pair
♠7, ♣A, ♥K, ♥K, ♣10 | pair
♠7, ♣A, ♥K, ♥K, ♠A | two pairs
♠7, ♣A, ♥K, ♥4, ♠A | pair
♠7, ♣A, ♥K, ♣2, ♠A | pair
♠7, ♣A, ♥K, ♦Q, ♠A | pair
♠7, ♣A, ♥K, ♣10, ♠A | pair
♠7, ♣A, ♥K, ♥4, ♠A | pair
♠7, ♣A, ♥K, ♣2, ♠A | pair
♠7, ♣A, ♥K, ♦Q, ♠A | pair
♠7, ♣A, ♥K, ♣10, ♠A | pair
♠7, ♣A, ♥4, ♣2, ♠A | pair
♠7, ♣A, ♥4, ♦Q, ♠A | pair
♠7, ♣A, ♥4, ♣10, ♠A | pair
♠7, ♣A, ♣2, ♦Q, ♠A | pair
♠7, ♣A, ♣2, ♣10, ♠A | pair
♠7, ♣A, ♦Q, ♣10, ♠A | pair
♠7, ♥K, ♥K, ♥4, ♣2 | pair
♠7, ♥K, ♥K, ♥4, ♦Q | pair
♠7, ♥K, ♥K, ♥4, ♣10 | pair
♠7, ♥K, ♥K, ♥4, ♠A | pair
♠7, ♥K, ♥K, ♣2, ♦Q | pair
♠7, ♥K, ♥K, ♣2, ♣10 | pair
♠7, ♥K, ♥K, ♣2, ♠A | pair
♠7, ♥K, ♥K, ♦Q, ♣10 | pair
♠7, ♥K, ♥K, ♦Q, ♠A | pair
♠7, ♥K, ♥K, ♣10, ♠A | pair
♣A, ♥K, ♥K, ♥4, ♣2 | pair
♣A, ♥K, ♥K, ♥4, ♦Q | pair
♣A, ♥K, ♥K, ♥4, ♣10 | pair
♣A, ♥K, ♥K, ♥4, ♠A | two pairs
♣A, ♥K, ♥K, ♣2, ♦Q | pair
♣A, ♥K, ♥K, ♣2, ♣10 | pair
♣A, ♥K, ♥K, ♣2, ♠A | two pairs
♣A, ♥K, ♥K, ♦Q, ♣10 | pair
♣A, ♥K, ♥K, ♦Q, ♠A | two pairs
♣A, ♥K, ♥K, ♣10, ♠A | two pairs
♣A, ♥K, ♥4, ♣2, ♠A | pair
♣A, ♥K, ♥4, ♦Q, ♠A | pair
♣A, ♥K, ♥4, ♣10, ♠A | pair
♣A, ♥K, ♣2, ♦Q, ♠A | pair
♣A, ♥K, ♣2, ♣10, ♠A | pair
♣A, ♥K, ♦Q, ♣10, ♠A | pair
♣A, ♥K, ♥4, ♣2, ♠A | pair
♣A, ♥K, ♥4, ♦Q, ♠A | pair
♣A, ♥K, ♥4, ♣10, ♠A | pair
♣A, ♥K, ♣2, ♦Q, ♠A | pair
♣A, ♥K, ♣2, ♣10, ♠A | pair
♣A, ♥K, ♦Q, ♣10, ♠A | pair
♣A, ♥4, ♣2, ♦Q, ♠A | pair
♣A, ♥4, ♣2, ♣10, ♠A | pair
♣A, ♥4, ♦Q, ♣10, ♠A | pair
♣A, ♣2, ♦Q, ♣10, ♠A | pair
♥K, ♥K, ♥4, ♣2, ♦Q | pair
♥K, ♥K, ♥4, ♣2, ♣10 | pair
♥K, ♥K, ♥4, ♣2, ♠A | pair
♥K, ♥K, ♥4, ♦Q, ♣10 | pair
♥K, ♥K, ♥4, ♦Q, ♠A | pair
♥K, ♥K, ♥4, ♣10, ♠A | pair
♥K, ♥K, ♣2, ♦Q, ♣10 | pair
♥K, ♥K, ♣2, ♦Q, ♠A | pair
♥K, ♥K, ♣2, ♣10, ♠A | pair
♥K, ♥K, ♦Q, ♣10, ♠A | pair
