♥8, ♥8, ♦10, ♦10, ♥10 | fullhouse
♦10, ♥K, ♣10, ♦A, ♥K | two pairs
♦10, ♥K, ♣10, ♦A, ♠3 | pair
♦10, ♥K, ♣10, ♣K, ♥K | fullhouse
♦10, ♥K, ♣10, ♣K, ♠3 | two pairs
♦10, ♥K, ♣10, ♥K, ♠3 | two pairs
♦10, ♥K, ♣2, ♦A, ♣K | pair
♦10, ♥K, ♣2, ♦A, ♥K | pair
♦10, ♥K, ♣2, ♣K, ♥K | three of a kind
♦10, ♥K, ♣2, ♣K, ♠3 | pair
♦10, ♥K, ♣2, ♥K, ♠3 | pair
♦10, ♥K, ♦A, ♣K, ♥K | three of a kind
♦10, ♥K, ♦A, ♣K, ♠3 | pair
♦10, ♥K, ♦A, ♥K, ♠3 | pair
♦10, ♥K, ♣K, ♥K, ♠3 | three of a kind
♦10, ♣10, ♣2, ♦A, ♣K | pair
♦10, ♣10, ♣2, ♦A, ♥K | pair
♦10, ♣10, ♣2, ♦A, ♠3 | pair
♦10, ♣10, ♣2, ♣K, ♥K | two pairs
♦10, ♣10, ♣2, ♣K, ♠3 | pair
♦10, ♣10, ♣2, ♥K, ♠3 | pair
♦10, ♣10, ♦A, ♣K, ♥K | two pairs
♦10, ♣10, ♦A, ♣K, ♠3 | pair
♦10, ♣10, ♦A, ♥K, ♠3 | pair
♦10, ♣10, ♣K, ♥K, ♠3 | two pairs
♦10, ♣2, ♦A, ♣K, ♥K | pair
♦10, ♣2, ♣K, ♥K, ♠3 | pair
♦10, ♦A, ♣K, ♥K, ♠3 | pair
♦10, ♥10, ♠6, ♥9, ♣J | pair
♦10, ♥10, ♠6, ♥9, ♣6 | two pairs
♦10, ♥10, ♠6, ♥9, ♥K | pair
♦10, ♥10, ♠6, ♥9, ♣10 | three of a kind
♦10, ♥10, ♠6, ♥9, ♣2 | pair
♦10, ♥10, ♠6, ♥9, ♦A | pair
♦10, ♥10, ♠6, ♥9, ♣K | pair
♦10, ♥10, ♠6, ♥9, ♥K | pair
♦10, ♥10, ♠6, ♥9, ♠3 | pair
♦10, ♥10, ♠6, ♣J, ♣6 | two pairs
♦10, ♥10, ♠6, ♣J, ♥K | pair
♦10, ♥10, ♠6, ♣J, ♣10 | three of a kind
♦10, ♥10, ♠6, ♣J, ♣2 | pair
♦10, ♥10, ♠6, ♣J, ♦A | pair
♦10, ♥10, ♠6, ♣J, ♣K | pair
♦10, ♥10, ♠6, ♣J, ♥K | pair
♦10, ♥10, ♠6, ♣J, ♠3 | pair
♦10, ♥10, ♠6, ♣6, ♥K | two pairs
♦10, ♥10, ♠6, ♣6, ♣10 | fullhouse
♦10, ♥10, ♠6, ♣6, ♣2 | two pairs
♦10, ♥10, ♠6, ♣6, ♦A | two pairs
♦10, ♥10, ♠6, ♣6, ♣K | two pairs
♦10, ♥10, ♠6, ♣6, ♥K | two pairs
♦10, ♥10, ♠6, ♣6, ♠3 | two pairs
♦10, ♥10, ♠6, ♥K, ♣10 | three of a kind
♦10, ♥10, ♠6, ♥K, ♣2 | pair
♦10, ♥10, ♠6, ♥K, ♦A | pair
♦10, ♥10, ♠6, ♥K, ♣K | two pairs
♦10, ♥10, ♠6, ♥K, ♥K | two pairs
♦10, ♥10, ♠6, ♥K, ♠3 | pair
♦10, ♥10, ♠6, ♣10, ♣2 | three of a kind
♦10, ♥10, ♠6, ♣10, ♦A | three of a kind
♦10, ♥10, ♠6, ♣10, ♣K | three of a kind
♦10, ♥10, ♠6, ♣10, ♥K | three of a kind
♦10, ♥10, ♠6, ♣10, ♠3 | three of a kind
♦10, ♥10, ♠6, ♣2, ♦A | pair
♦10, ♥10, ♠6, ♣2, ♣K | pair
♦10, ♥10, ♠6, ♣2, ♥K | pair
♦10, ♥10, ♠6, ♣2, ♠3 | pair
♦10, ♥10, ♠6, ♦A, ♣K | pair
♦10, ♥10, ♠6, ♦A, ♥K | pair
♦10, ♥10, ♠6, ♦A, ♠3 | pair
♦10, ♥10, ♠6, ♣K, ♥K | two pairs
♦10, ♥10, ♠6, ♣K, ♠3 | pair
♦10, ♥10, ♠6, ♥K, ♠3 | pair
♦10, ♥10, ♥9, ♣J, ♣6 | pair
♦10, ♥10, ♥9, ♣J, ♥K | pair
♦10, ♥10, ♥9, ♣J, ♣10 | three of a kind
♦10, ♥10, ♥9, ♣J, ♣2 | pair
♦10, ♥10, ♥9, ♣J, ♦A | pair
♦10, ♥10, ♥9, ♣J, ♣K | pair
♦10, ♥10, ♥9, ♣J, ♥K | pair
♦10, ♥10, ♥9, ♣J, ♠3 | pair
♦10, ♥10, ♥9, ♣6, ♥K | pair
♦10, ♥10, ♥9, ♣6, ♣10 | three of a kind
♦10, ♥10, ♥9, ♣6, ♣2 | pair
♦10, ♥10, ♥9, ♣6, ♦A | pair
♦10, ♥10, ♥9, ♣6, ♣K | pair
♦10, ♥10, ♥9, ♣6, ♥K | pair
♦10, ♥10, ♥9, ♣6, ♠3 | pair
♦10, ♥10, ♥9, ♥K, ♣10 | three of a kind
♦10, ♥10, ♥9, ♥K, ♣2 | pair
♦10, ♥10, ♥9, ♥K, ♦A | pair
♦10, ♥10, ♥9, ♥K, ♣K | two pairs
♦10, ♥10, ♥9, ♥K, ♥K | two pairs
♦10, ♥10, ♥9, ♥K, ♠3 | pair
♦10, ♥10, ♥9, ♣10, ♣2 | three of a kind
♦10, ♥10, ♥9, ♣10, ♦A | three of a kind
♦10, ♥10, ♥9, ♣10, ♣K | three of a kind
♦10, ♥10, ♥9, ♣10, ♥K | three of a kind
♦10, ♥10, ♥9, ♣10, ♠3 | three of a kind
♦10, ♥10, ♥9, ♣2, ♦A | pair
♦10, ♥10, ♥9, ♣2, ♣K | pair
♦10, ♥10, ♥9, ♣2, ♥K | pair
♦10, ♥10, ♥9, ♣2, ♠3 | pair
♦10, ♥10, ♥9, ♦A, ♣K | pair
♦10, ♥10, ♥9, ♦A, ♥K | pair
♦10, ♥10, ♥9, ♦A, ♠3 | pair
♦10, ♥10, ♥9, ♣K, ♥K | two pairs
♦10, ♥10, ♥9, ♣K, ♠3 | pair
♦10, ♥10, ♥9, ♥K, ♠3 | pair
♦10, ♥10, ♣J, ♣6, ♥K | pair
♦10, ♥10, ♣J, ♣6, ♣10 | three of a kind
♦10, ♥10, ♣J, ♣6, ♣2 | pair
♦10, ♥10, ♣J, ♣6, ♦A | pair
♦10, ♥10, ♣J, ♣6, ♣K | pair
♦10, ♥10, ♣J, ♣6, ♥K | pair
♦10, ♥10, ♣J, ♣6, ♠3 | pair
♦10, ♥10, ♣J, ♥K, ♣10 | three of a kind
♦10, ♥10, ♣J, ♥K, ♣2 | pair
♦10, ♥10, ♣J, ♥K, ♦A | pair
♦10, ♥10, ♣J, ♥K, ♣K | two pairs
♦10, ♥10, ♣J, ♥K, ♥K | two pairs
♦10, ♥10, ♣J, ♥K, ♠3 | pair
♦10, ♥10, ♣J, ♣10, ♣2 | three of a kind
♦10, ♥10, ♣J, ♣10, ♦A | three of a kind
♦10, ♥10, ♣J, ♣10, ♣K | three of a kind
♦10, ♥10, ♣J, ♣10, ♥K | three of a kind
♦10, ♥10, ♣J, ♣10, ♠3 | three of a kind
♦10, ♥10, ♣J, ♣2, ♦A | pair
♦10, ♥10, ♣J, ♣2, ♣K | pair
♦10, ♥10, ♣J, ♣2, ♥K | pair
♦10, ♥10, ♣J, ♣2, ♠3 | pair
♦10, ♥10, ♣J, ♦A, ♣K | pair
♦10, ♥10, ♣J, ♦A, ♥K | pair
♦10, ♥10, ♣J, ♦A, ♠3 | pair
♦10, ♥10, ♣J, ♣K, ♥K | two pairs
♦10, ♥10, ♣J, ♣K, ♠3 | pair
♦10, ♥10, ♣J, ♥K, ♠3 | pair
♦10, ♥10, ♣6, ♥K, ♣10 | three of a kind
♦10, ♥10, ♣6, ♥K, ♣2 | pair
♦10, ♥10, ♣6, ♥K, ♦A | pair
♦10, ♥10, ♣6, ♥K, ♣K | two pairs
♦10, ♥10, ♣6, ♥K, ♥K | two pairs
♦10, ♥10, ♣6, ♥K, ♠3 | pair
♦10, ♥10, ♣6, ♣10, ♣2 | three of a kind
♦10, ♥10, ♣6, ♣10, ♦A | three of a kind
♦10, ♥10, ♣6, ♣10, ♣K | three of a kind
♦10, ♥10, ♣6, ♣10, ♥K | three of a kind
♦10, ♥10, ♣6, ♣10, ♠3 | three of a kind
♦10, ♥10, ♣6, ♣2, ♦A | pair
♦10, ♥10, ♣6, ♣2, ♣K | pair
♦10, ♥10, ♣6, ♣2, ♥K | pair
♦10, ♥10, ♣6, ♣2, ♠3 | pair
♦10, ♥10, ♣6, ♦A, ♣K | pair
♦10, ♥10, ♣6, ♦A, ♥K | pair
♦10, ♥10, ♣6, ♦A, ♠3 | pair
♦10, ♥10, ♣6, ♣K, ♥K | two pairs
♦10, ♥10, ♣6, ♣K, ♠3 | pair
♦10, ♥10, ♣6, ♥K, ♠3 | pair
♦10, ♥10, ♥K, ♣10, ♣2 | three of a kind
♦10, ♥10, ♥K, ♣10, ♦A | three of a kind
♦10, ♥10, ♥K, ♣10, ♣K | fullhouse
♦10, ♥10, ♥K, ♣10, ♥K | fullhouse
♦10, ♥10, ♥K, ♣10, ♠3 | three of a kind
♦10, ♥10, ♥K, ♣2, ♦A | pair
♦10, ♥10, ♥K, ♣2, ♣K | two pairs
♦10, ♥10, ♥K, ♣2, ♥K | two pairs
♦10, ♥10, ♥K, ♣2, ♠3 | pair
♦10, ♥10, ♥K, ♦A, ♣K | two pairs
♦10, ♥10, ♥K, ♦A, ♥K | two pairs
♦10, ♥10, ♥K, ♦A, ♠3 | pair
♦10, ♥10, ♥K, ♣K, ♥K | fullhouse
♦10, ♥10, ♥K, ♣K, ♠3 | two pairs
♦10, ♥10, ♥K, ♥K, ♠3 | two pairs
♦10, ♥10, ♣10, ♣2, ♦A | three of a kind
♦10, ♥10, ♣10, ♣2, ♣K | three of a kind
♦10, ♥10, ♣10, ♣2, ♥K | three of a kind
♦10, ♥10, ♣10, ♣2, ♠3 | three of a kind
♦10, ♥10, ♣10, ♦A, ♣K | three of a kind
♦10, ♥10, ♣10, ♦A, ♥K | three of a kind
♦10, ♥10, ♣10, ♦A, ♠3 | three of a kind
♦10, ♥10, ♣10, ♣K, ♥K | fullhouse
♦10, ♥10, ♣10, ♣K, ♠3 | three of a kind
♦10, ♥10, ♣10, ♥K, ♠3 | three of a kind
♦10, ♥10, ♣2, ♦A, ♣K | pair
♦10, ♥10, ♣2, ♦A, ♥K | pair
♦10, ♥10, ♣2, ♦A, ♠3 | pair
♦10, ♥10, ♣2, ♣K, ♥K | two pairs
♦10, ♥10, ♣2, ♣K, ♠3 | pair
♦10, ♥10, ♣2, ♥K, ♠3 | pair
♦10, ♥10, ♦A, ♣K, ♥K | two pairs
♦10, ♥10, ♦A, ♣K, ♠3 | pair
♦10, ♥10, ♦A, ♥K, ♠3 | pair
♦10, ♥10, ♣K, ♥K, ♠3 | two pairs
♦10, ♠6, ♥9, ♣J, ♣6 | pair
♦10, ♠6, ♥9, ♣J, ♣10 | pair
♦10, ♠6, ♥9, ♣6, ♥K | pair
♦10, ♠6, ♥9, ♣6, ♣10 | two pairs
♦10, ♠6, ♥9, ♣6, ♣2 | pair
♦10, ♠6, ♥9, ♣6, ♦A | pair
♦10, ♠6, ♥9, ♣6, ♣K | pair
♦10, ♠6, ♥9, ♣6, ♥K | pair
♦10, ♠6, ♥9, ♣6, ♠3 | pair
♦10, ♠6, ♥9, ♥K, ♣10 | pair
♦10, ♠6, ♥9, ♥K, ♣K | pair
♦10, ♠6, ♥9, ♥K, ♥K | pair
♦10, ♠6, ♥9, ♣10, ♣2 | pair
♦10, ♠6, ♥9, ♣10, ♦A | pair
♦10, ♠6, ♥9, ♣10, ♣K | pair
♦10, ♠6, ♥9, ♣10, ♥K | pair
♦10, ♠6, ♥9, ♣10, ♠3 | pair
♦10, ♠6, ♥9, ♣K, ♥K | pair
♦10, ♠6, ♣J, ♣6, ♥K | pair
♦10, ♠6, ♣J, ♣6, ♣10 | two pairs
♦10, ♠6, ♣J, ♣6, ♣2 | pair
♦10, ♠6, ♣J, ♣6, ♦A | pair
♦10, ♠6, ♣J, ♣6, ♣K | pair
♦10, ♠6, ♣J, ♣6, ♥K | pair
♦10, ♠6, ♣J, ♣6, ♠3 | pair
♦10, ♠6, ♣J, ♥K, ♣10 | pair
♦10, ♠6, ♣J, ♥K, ♣K | pair
♦10, ♠6, ♣J, ♥K, ♥K | pair
♦10, ♠6, ♣J, ♣10, ♣2 | pair
♦10, ♠6, ♣J, ♣10, ♦A | pair
♦10, ♠6, ♣J, ♣10, ♣K | pair
♦10, ♠6, ♣J, ♣10, ♥K | pair
♦10, ♠6, ♣J, ♣10, ♠3 | pair
♦10, ♠6, ♣J, ♣K, ♥K | pair
♦10, ♠6, ♣6, ♥K, ♣10 | two pairs
♦10, ♠6, ♣6, ♥K, ♣2 | pair
♦10, ♠6, ♣6, ♥K, ♦A | pair
♦10, ♠6, ♣6, ♥K, ♣K | two pairs
♦10, ♠6, ♣6, ♥K, ♥K | two pairs
♦10, ♠6, ♣6, ♥K, ♠3 | pair
♦10, ♠6, ♣6, ♣10, ♣2 | two pairs
♦10, ♠6, ♣6, ♣10, ♦A | two pairs
♦10, ♠6, ♣6, ♣10, ♣K | two pairs
♦10, ♠6, ♣6, ♣10, ♥K | two pairs
♦10, ♠6, ♣6, ♣10, ♠3 | two pairs
♦10, ♠6, ♣6, ♣2, ♦A | pair
♦10, ♠6, ♣6, ♣2, ♣K | pair
♦10, ♠6, ♣6, ♣2, ♥K | pair
♦10, ♠6, ♣6, ♣2, ♠3 | pair
♦10, ♠6, ♣6, ♦A, ♣K | pair
♦10, ♠6, ♣6, ♦A, ♥K | pair
♦10, ♠6, ♣6, ♦A, ♠3 | pair
♦10, ♠6, ♣6, ♣K, ♥K | two pairs
♦10, ♠6, ♣6, ♣K, ♠3 | pair
♦10, ♠6, ♣6, ♥K, ♠3 | pair
♦10, ♠6, ♥K, ♣10, ♣2 | pair
♦10, ♠6, ♥K, ♣10, ♦A | pair
♦10, ♠6, ♥K, ♣10, ♣K | two pairs
♦10, ♠6, ♥K, ♣10, ♥K | two pairs
♦10, ♠6, ♥K, ♣10, ♠3 | pair
♦10, ♠6, ♥K, ♣2, ♣K | pair
♦10, ♠6, ♥K, ♣2, ♥K | pair
♦10, ♠6, ♥K, ♦A, ♣K | pair
♦10, ♠6, ♥K, ♦A, ♥K | pair
♦10, ♠6, ♥K, ♣K, ♥K | three of a kind
♦10, ♠6, ♥K, ♣K, ♠3 | pair
♦10, ♠6, ♥K, ♥K, ♠3 | pair
♦10, ♠6, ♣10, ♣2, ♦A | pair
♦10, ♠6, ♣10, ♣2, ♣K | pair
♦10, ♠6, ♣10, ♣2, ♥K | pair
♦10, ♠6, ♣10, ♣2, ♠3 | pair
♦10, ♠6, ♣10, ♦A, ♣K | pair
♦10, ♠6, ♣10, ♦A, ♥K | pair
♦10, ♠6, ♣10, ♦A, ♠3 | pair
♦10, ♠6, ♣10, ♣K, ♥K | two pairs
♦10, ♠6, ♣10, ♣K, ♠3 | pair
♦10, ♠6, ♣10, ♥K, ♠3 | pair
♦10, ♠6, ♣2, ♣K, ♥K | pair
♦10, ♠6, ♦A, ♣K, ♥K | pair
♦10, ♠6, ♣K, ♥K, ♠3 | pair
♦10, ♥9, ♣J, ♣6, ♣10 | pair
♦10, ♥9, ♣J, ♥K, ♣10 | pair
♦10, ♥9, ♣J, ♥K, ♣K | pair
♦10, ♥9, ♣J, ♥K, ♥K | pair
♦10, ♥9, ♣J, ♣10, ♣2 | pair
♦10, ♥9, ♣J, ♣10, ♦A | pair
♦10, ♥9, ♣J, ♣10, ♣K | pair
♦10, ♥9, ♣J, ♣10, ♥K | pair
♦10, ♥9, ♣J, ♣10, ♠3 | pair
♦10, ♥9, ♣J, ♣K, ♥K | pair
♦10, ♥9, ♣6, ♥K, ♣10 | pair
♦10, ♥9, ♣6, ♥K, ♣K | pair
♦10, ♥9, ♣6, ♥K, ♥K | pair
♦10, ♥9, ♣6, ♣10, ♣2 | pair
♦10, ♥9, ♣6, ♣10, ♦A | pair
♦10, ♥9, ♣6, ♣10, ♣K | pair
♦10, ♥9, ♣6, ♣10, ♥K | pair
♦10, ♥9, ♣6, ♣10, ♠3 | pair
♦10, ♥9, ♣6, ♣K, ♥K | pair
♦10, ♥9, ♥K, ♣10, ♣2 | pair
♦10, ♥9, ♥K, ♣10, ♦A | pair
♦10, ♥9, ♥K, ♣10, ♣K | two pairs
♦10, ♥9, ♥K, ♣10, ♥K | two pairs
♦10, ♥9, ♥K, ♣10, ♠3 | pair
♦10, ♥9, ♥K, ♣2, ♣K | pair
♦10, ♥9, ♥K, ♣2, ♥K | pair
♦10, ♥9, ♥K, ♦A, ♣K | pair
♦10, ♥9, ♥K, ♦A, ♥K | pair
♦10, ♥9, ♥K, ♣K, ♥K | three of a kind
♦10, ♥9, ♥K, ♣K, ♠3 | pair
♦10, ♥9, ♥K, ♥K, ♠3 | pair
♦10, ♥9, ♣10, ♣2, ♦A | pair
♦10, ♥9, ♣10, ♣2, ♣K | pair
♦10, ♥9, ♣10, ♣2, ♥K | pair
♦10, ♥9, ♣10, ♣2, ♠3 | pair
♦10, ♥9, ♣10, ♦A, ♣K | pair
♦10, ♥9, ♣10, ♦A, ♥K | pair
♦10, ♥9, ♣10, ♦A, ♠3 | pair
♦10, ♥9, ♣10, ♣K, ♥K | two pairs
♦10, ♥9, ♣10, ♣K, ♠3 | pair
♦10, ♥9, ♣10, ♥K, ♠3 | pair
♦10, ♥9, ♣2, ♣K, ♥K | pair
♦10, ♥9, ♦A, ♣K, ♥K | pair
♦10, ♥9, ♣K, ♥K, ♠3 | pair
♦10, ♣J, ♣6, ♥K, ♣10 | pair
♦10, ♣J, ♣6, ♥K, ♣K | pair
♦10, ♣J, ♣6, ♥K, ♥K | pair
♦10, ♣J, ♣6, ♣10, ♣2 | pair
♦10, ♣J, ♣6, ♣10, ♦A | pair
♦10, ♣J, ♣6, ♣10, ♣K | pair
♦10, ♣J, ♣6, ♣10, ♥K | pair
♦10, ♣J, ♣6, ♣10, ♠3 | pair
♦10, ♣J, ♣6, ♣K, ♥K | pair
♦10, ♣J, ♥K, ♣10, ♣2 | pair
♦10, ♣J, ♥K, ♣10, ♦A | pair
♦10, ♣J, ♥K, ♣10, ♣K | two pairs
♦10, ♣J, ♥K, ♣10, ♥K | two pairs
♦10, ♣J, ♥K, ♣10, ♠3 | pair
♦10, ♣J, ♥K, ♣2, ♣K | pair
♦10, ♣J, ♥K, ♣2, ♥K | pair
♦10, ♣J, ♥K, ♦A, ♣K | pair
♦10, ♣J, ♥K, ♦A, ♥K | pair
♦10, ♣J, ♥K, ♣K, ♥K | three of a kind
♦10, ♣J, ♥K, ♣K, ♠3 | pair
♦10, ♣J, ♥K, ♥K, ♠3 | pair
♦10, ♣J, ♣10, ♣2, ♦A | pair
♦10, ♣J, ♣10, ♣2, ♣K | pair
♦10, ♣J, ♣10, ♣2, ♥K | pair
♦10, ♣J, ♣10, ♣2, ♠3 | pair
♦10, ♣J, ♣10, ♦A, ♣K | pair
♦10, ♣J, ♣10, ♦A, ♥K | pair
♦10, ♣J, ♣10, ♦A, ♠3 | pair
♦10, ♣J, ♣10, ♣K, ♥K | two pairs
♦10, ♣J, ♣10, ♣K, ♠3 | pair
♦10, ♣J, ♣10, ♥K, ♠3 | pair
♦10, ♣J, ♣2, ♣K, ♥K | pair
♦10, ♣J, ♦A, ♣K, ♥K | pair
♦10, ♣J, ♣K, ♥K, ♠3 | pair
♦10, ♣6, ♥K, ♣10, ♣2 | pair
♦10, ♣6, ♥K, ♣10, ♦A | pair
♦10, ♣6, ♥K, ♣10, ♣K | two pairs
♦10, ♣6, ♥K, ♣10, ♥K | two pairs
♦10, ♣6, ♥K, ♣10, ♠3 | pair
♦10, ♣6, ♥K, ♣2, ♣K | pair
♦10, ♣6, ♥K, ♣2, ♥K | pair
♦10, ♣6, ♥K, ♦A, ♣K | pair
♦10, ♣6, ♥K, ♦A, ♥K | pair
♦10, ♣6, ♥K, ♣K, ♥K | three of a kind
♦10, ♣6, ♥K, ♣K, ♠3 | pair
♦10, ♣6, ♥K, ♥K, ♠3 | pair
♦10, ♣6, ♣10, ♣2, ♦A | pair
♦10, ♣6, ♣10, ♣2, ♣K | pair
♦10, ♣6, ♣10, ♣2, ♥K | pair
♦10, ♣6, ♣10, ♣2, ♠3 | pair
♦10, ♣6, ♣10, ♦A, ♣K | pair
♦10, ♣6, ♣10, ♦A, ♥K | pair
♦10, ♣6, ♣10, ♦A, ♠3 | pair
♦10, ♣6, ♣10, ♣K, ♥K | two pairs
♦10, ♣6, ♣10, ♣K, ♠3 | pair
♦10, ♣6, ♣10, ♥K, ♠3 | pair
♦10, ♣6, ♣2, ♣K, ♥K | pair
♦10, ♣6, ♦A, ♣K, ♥K | pair
♦10, ♣6, ♣K, ♥K, ♠3 | pair
♦10, ♥K, ♣10, ♣2, ♦A | pair
♦10, ♥K, ♣10, ♣2, ♣K | two pairs
♦10, ♥K, ♣10, ♣2, ♥K | two pairs
♦10, ♥K, ♣10, ♣2, ♠3 | pair
♦10, ♥K, ♣10, ♦A, ♣K | two pairs
♦10, ♥K, ♣10, ♦A, ♥K | two pairs
♦10, ♥K, ♣10, ♦A, ♠3 | pair
♦10, ♥K, ♣10, ♣K, ♥K | fullhouse
♦10, ♥K, ♣10, ♣K, ♠3 | two pairs
♦10, ♥K, ♣10, ♥K, ♠3 | two pairs
♦10, ♥K, ♣2, ♦A, ♣K | pair
♦10, ♥K, ♣2, ♦A, ♥K | pair
♦10, ♥K, ♣2, ♣K, ♥K | three of a kind
♦10, ♥K, ♣2, ♣K, ♠3 | pair
♦10, ♥K, ♣2, ♥K, ♠3 | pair
♦10, ♥K, ♦A, ♣K, ♥K | three of a kind
♦10, ♥K, ♦A, ♣K, ♠3 | pair
♦10, ♥K, ♦A, ♥K, ♠3 | pair
♦10, ♥K, ♣K, ♥K, ♠3 | three of a kind
♦10, ♣10, ♣2, ♦A, ♣K | pair
♦10, ♣10, ♣2, ♦A, ♥K | pair
♦10, ♣10, ♣2, ♦A, ♠3 | pair
♦10, ♣10, ♣2, ♣K, ♥K | two pairs
♦10, ♣10, ♣2, ♣K, ♠3 | pair
♦10, ♣10, ♣2, ♥K, ♠3 | pair
♦10, ♣10, ♦A, ♣K, ♥K | two pairs
♦10, ♣10, ♦A, ♣K, ♠3 | pair
♦10, ♣10, ♦A, ♥K, ♠3 | pair
♦10, ♣10, ♣K, ♥K, ♠3 | two pairs
♦10, ♣2, ♦A, ♣K, ♥K | pair
♦10, ♣2, ♣K, ♥K, ♠3 | pair
♦10, ♦A, ♣K, ♥K, ♠3 | pair
♥10, ♠6, ♥9, ♣J, ♣6 | pair
♥10, ♠6, ♥9, ♣J, ♣10 | pair
♥10, ♠6, ♥9, ♣6, ♥K | pair
♥10, ♠6, ♥9, ♣6, ♣10 | two pairs
♥10, ♠6, ♥9, ♣6, ♣2 | pair
♥10, ♠6, ♥9, ♣6, ♦A | pair
♥10, ♠6, ♥9, ♣6, ♣K | pair
♥10, ♠6, ♥9, ♣6, ♥K | pair
♥10, ♠6, ♥9, ♣6, ♠3 | pair
♥10, ♠6, ♥9, ♥K, ♣10 | pair
♥10, ♠6, ♥9, ♥K, ♣K | pair
♥10, ♠6, ♥9, ♥K, ♥K | pair
♥10, ♠6, ♥9, ♣10, ♣2 | pair
♥10, ♠6, ♥9, ♣10, ♦A | pair
♥10, ♠6, ♥9, ♣10, ♣K | pair
♥10, ♠6, ♥9, ♣10, ♥K | pair
♥10, ♠6, ♥9, ♣10, ♠3 | pair
♥10, ♠6, ♥9, ♣K, ♥K | pair
♥10, ♠6, ♣J, ♣6, ♥K | pair
♥10, ♠6, ♣J, ♣6, ♣10 | two pairs
♥10, ♠6, ♣J, ♣6, ♣2 | pair
♥10, ♠6, ♣J, ♣6, ♦A | pair
♥10, ♠6, ♣J, ♣6, ♣K | pair
♥10, ♠6, ♣J, ♣6, ♥K | pair
♥10, ♠6, ♣J, ♣6, ♠3 | pair
♥10, ♠6, ♣J, ♥K, ♣10 | pair
♥10, ♠6, ♣J, ♥K, ♣K | pair
♥10, ♠6, ♣J, ♥K, ♥K | pair
♥10, ♠6, ♣J, ♣10, ♣2 | pair
♥10, ♠6, ♣J, ♣10, ♦A | pair
♥10, ♠6, ♣J, ♣10, ♣K | pair
♥10, ♠6, ♣J, ♣10, ♥K | pair
♥10, ♠6, ♣J, ♣10, ♠3 | pair
♥10, ♠6, ♣J, ♣K, ♥K | pair
♥10, ♠6, ♣6, ♥K, ♣10 | two pairs
♥10, ♠6, ♣6, ♥K, ♣2 | pair
♥10, ♠6, ♣6, ♥K, ♦A | pair
♥10, ♠6, ♣6, ♥K, ♣K | two pairs
♥10, ♠6, ♣6, ♥K, ♥K | two pairs
♥10, ♠6, ♣6, ♥K, ♠3 | pair
♥10, ♠6, ♣6, ♣10, ♣2 | two pairs
♥10, ♠6, ♣6, ♣10, ♦A | two pairs
♥10, ♠6, ♣6, ♣10, ♣K | two pairs
♥10, ♠6, ♣6, ♣10, ♥K | two pairs
♥10, ♠6, ♣6, ♣10, ♠3 | two pairs
♥10, ♠6, ♣6, ♣2, ♦A | pair
♥10, ♠6, ♣6, ♣2, ♣K | pair
♥10, ♠6, ♣6, ♣2, ♥K | pair
♥10, ♠6, ♣6, ♣2, ♠3 | pair
♥10, ♠6, ♣6, ♦A, ♣K | pair
♥10, ♠6, ♣6, ♦A, ♥K | pair
♥10, ♠6, ♣6, ♦A, ♠3 | pair
♥10, ♠6, ♣6, ♣K, ♥K | two pairs
♥10, ♠6, ♣6, ♣K, ♠3 | pair
♥10, ♠6, ♣6, ♥K, ♠3 | pair
♥10, ♠6, ♥K, ♣10, ♣2 | pair
♥10, ♠6, ♥K, ♣10, ♦A | pair
♥10, ♠6, ♥K, ♣10, ♣K | two pairs
♥10, ♠6, ♥K, ♣10, ♥K | two pairs
♥10, ♠6, ♥K, ♣10, ♠3 | pair
♥10, ♠6, ♥K, ♣2, ♣K | pair
♥10, ♠6, ♥K, ♣2, ♥K | pair
♥10, ♠6, ♥K, ♦A, ♣K | pair
♥10, ♠6, ♥K, ♦A, ♥K | pair
♥10, ♠6, ♥K, ♣K, ♥K | three of a kind
♥10, ♠6, ♥K, ♣K, ♠3 | pair
♥10, ♠6, ♥K, ♥K, ♠3 | pair
♥10, ♠6, ♣10, ♣2, ♦A | pair
♥10, ♠6, ♣10, ♣2, ♣K | pair
♥10, ♠6, ♣10, ♣2, ♥K | pair
♥10, ♠6, ♣10, ♣2, ♠3 | pair
♥10, ♠6, ♣10, ♦A, ♣K | pair
♥10, ♠6, ♣10, ♦A, ♥K | pair
♥10, ♠6, ♣10, ♦A, ♠3 | pair
♥10, ♠6, ♣10, ♣K, ♥K | two pairs
♥10, ♠6, ♣10, ♣K, ♠3 | pair
♥10, ♠6, ♣10, ♥K, ♠3 | pair
♥10, ♠6, ♣2, ♣K, ♥K | pair
♥10, ♠6, ♦A, ♣K, ♥K | pair
♥10, ♠6, ♣K, ♥K, ♠3 | pair
♥10, ♥9, ♣J, ♣6, ♣10 | pair
♥10, ♥9, ♣J, ♥K, ♣10 | pair
♥10, ♥9, ♣J, ♥K, ♣K | pair
♥10, ♥9, ♣J, ♥K, ♥K | pair
♥10, ♥9, ♣J, ♣10, ♣2 | pair
♥10, ♥9, ♣J, ♣10, ♦A | pair
♥10, ♥9, ♣J, ♣10, ♣K | pair
♥10, ♥9, ♣J, ♣10, ♥K | pair
♥10, ♥9, ♣J, ♣10, ♠3 | pair
♥10, ♥9, ♣J, ♣K, ♥K | pair
