♥2, ♥7, ♣9, ♥8, ♠2 | pair
♣J, ♥4, ♥10, ♣A, ♠4 | pair
♣J, ♥4, ♥10, ♠K, ♦4 | pair
♣J, ♥4, ♥10, ♠K, ♠4 | pair
♣J, ♥4, ♥10, ♣A, ♦4 | pair
♣J, ♥4, ♥10, ♣A, ♠4 | pair
♣J, ♥4, ♥10, ♦4, ♠4 | three of a kind
♣J, ♥4, ♥7, ♥4, ♣A | pair
♣J, ♥4, ♥7, ♥4, ♠K | pair
♣J, ♥4, ♥7, ♥4, ♣A | pair
♣J, ♥4, ♥7, ♥4, ♦4 | three of a kind
♣J, ♥4, ♥7, ♥4, ♠4 | three of a kind
♣J, ♥4, ♥7, ♣A, ♣A | pair
♣J, ♥4, ♥7, ♣A, ♦4 | pair
♣J, ♥4, ♥7, ♣A, ♠4 | pair
♣J, ♥4, ♥7, ♠K, ♦4 | pair
♣J, ♥4, ♥7, ♠K, ♠4 | pair
♣J, ♥4, ♥7, ♣A, ♦4 | pair
♣J, ♥4, ♥7, ♣A, ♠4 | pair
♣J, ♥4, ♥7, ♦4, ♠4 | three of a kind
♣J, ♥4, ♥4, ♣A, ♠K | pair
♣J, ♥4, ♥4, ♣A, ♣A | two pairs
♣J, ♥4, ♥4, ♣A, ♦4 | three of a kind
♣J, ♥4, ♥4, ♣A, ♠4 | three of a kind
♣J, ♥4, ♥4, ♠K, ♣A | pair
♣J, ♥4, ♥4, ♠K, ♦4 | three of a kind
♣J, ♥4, ♥4, ♠K, ♠4 | three of a kind
♣J, ♥4, ♥4, ♣A, ♦4 | three of a kind
♣J, ♥4, ♥4, ♣A, ♠4 | three of a kind
♣J, ♥4, ♥4, ♦4, ♠4 | four of a kind!
♣J, ♥4, ♣A, ♠K, ♣A | pair
♣J, ♥4, ♣A, ♠K, ♦4 | pair
♣J, ♥4, ♣A, ♠K, ♠4 | pair
♣J, ♥4, ♣A, ♣A, ♦4 | two pairs
♣J, ♥4, ♣A, ♣A, ♠4 | two pairs
♣J, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣J, ♥4, ♠K, ♣A, ♦4 | pair
♣J, ♥4, ♠K, ♣A, ♠4 | pair
♣J, ♥4, ♠K, ♦4, ♠4 | three of a kind
♣J, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣J, ♠2, ♠5, ♥4, ♦4 | pair
♣J, ♠2, ♠5, ♥4, ♠4 | pair
♣J, ♠2, ♠5, ♣A, ♣A | pair
♣J, ♠2, ♠5, ♦4, ♠4 | pair
♣J, ♠2, ♥10, ♥4, ♦4 | pair
♣J, ♠2, ♥10, ♥4, ♠4 | pair
♣J, ♠2, ♥10, ♣A, ♣A | pair
♣J, ♠2, ♥10, ♦4, ♠4 | pair
♣J, ♠2, ♥7, ♥4, ♦4 | pair
♣J, ♠2, ♥7, ♥4, ♠4 | pair
♣J, ♠2, ♥7, ♣A, ♣A | pair
♣J, ♠2, ♥7, ♦4, ♠4 | pair
♣J, ♠2, ♥4, ♣A, ♣A | pair
♣J, ♠2, ♥4, ♣A, ♦4 | pair
♣J, ♠2, ♥4, ♣A, ♠4 | pair
♣J, ♠2, ♥4, ♠K, ♦4 | pair
♣J, ♠2, ♥4, ♠K, ♠4 | pair
♣J, ♠2, ♥4, ♣A, ♦4 | pair
♣J, ♠2, ♥4, ♣A, ♠4 | pair
♣J, ♠2, ♥4, ♦4, ♠4 | three of a kind
♣J, ♠2, ♣A, ♠K, ♣A | pair
♣J, ♠2, ♣A, ♣A, ♦4 | pair
♣J, ♠2, ♣A, ♣A, ♠4 | pair
♣J, ♠2, ♣A, ♦4, ♠4 | pair
♣J, ♠2, ♠K, ♦4, ♠4 | pair
♣J, ♠2, ♣A, ♦4, ♠4 | pair
♣J, ♠5, ♥10, ♥4, ♦4 | pair
♣J, ♠5, ♥10, ♥4, ♠4 | pair
♣J, ♠5, ♥10, ♣A, ♣A | pair
♣J, ♠5, ♥10, ♦4, ♠4 | pair
♣J, ♠5, ♥7, ♥4, ♦4 | pair
♣J, ♠5, ♥7, ♥4, ♠4 | pair
♣J, ♠5, ♥7, ♣A, ♣A | pair
♣J, ♠5, ♥7, ♦4, ♠4 | pair
♣J, ♠5, ♥4, ♣A, ♣A | pair
♣J, ♠5, ♥4, ♣A, ♦4 | pair
♣J, ♠5, ♥4, ♣A, ♠4 | pair
♣J, ♠5, ♥4, ♠K, ♦4 | pair
♣J, ♠5, ♥4, ♠K, ♠4 | pair
♣J, ♠5, ♥4, ♣A, ♦4 | pair
♣J, ♠5, ♥4, ♣A, ♠4 | pair
♣J, ♠5, ♥4, ♦4, ♠4 | three of a kind
♣J, ♠5, ♣A, ♠K, ♣A | pair
♣J, ♠5, ♣A, ♣A, ♦4 | pair
♣J, ♠5, ♣A, ♣A, ♠4 | pair
♣J, ♠5, ♣A, ♦4, ♠4 | pair
♣J, ♠5, ♠K, ♦4, ♠4 | pair
♣J, ♠5, ♣A, ♦4, ♠4 | pair
♣J, ♥10, ♥7, ♥4, ♦4 | pair
♣J, ♥10, ♥7, ♥4, ♠4 | pair
♣J, ♥10, ♥7, ♣A, ♣A | pair
♣J, ♥10, ♥7, ♦4, ♠4 | pair
♣J, ♥10, ♥4, ♣A, ♣A | pair
♣J, ♥10, ♥4, ♣A, ♦4 | pair
♣J, ♥10, ♥4, ♣A, ♠4 | pair
♣J, ♥10, ♥4, ♠K, ♦4 | pair
♣J, ♥10, ♥4, ♠K, ♠4 | pair
♣J, ♥10, ♥4, ♣A, ♦4 | pair
♣J, ♥10, ♥4, ♣A, ♠4 | pair
♣J, ♥10, ♥4, ♦4, ♠4 | three of a kind
♣J, ♥10, ♣A, ♠K, ♣A | pair
♣J, ♥10, ♣A, ♣A, ♦4 | pair
♣J, ♥10, ♣A, ♣A, ♠4 | pair
♣J, ♥10, ♣A, ♦4, ♠4 | pair
♣J, ♥10, ♠K, ♦4, ♠4 | pair
♣J, ♥10, ♣A, ♦4, ♠4 | pair
♣J, ♥7, ♥4, ♣A, ♣A | pair
♣J, ♥7, ♥4, ♣A, ♦4 | pair
♣J, ♥7, ♥4, ♣A, ♠4 | pair
♣J, ♥7, ♥4, ♠K, ♦4 | pair
♣J, ♥7, ♥4, ♠K, ♠4 | pair
♣J, ♥7, ♥4, ♣A, ♦4 | pair
♣J, ♥7, ♥4, ♣A, ♠4 | pair
♣J, ♥7, ♥4, ♦4, ♠4 | three of a kind
♣J, ♥7, ♣A, ♠K, ♣A | pair
♣J, ♥7, ♣A, ♣A, ♦4 | pair
♣J, ♥7, ♣A, ♣A, ♠4 | pair
♣J, ♥7, ♣A, ♦4, ♠4 | pair
♣J, ♥7, ♠K, ♦4, ♠4 | pair
♣J, ♥7, ♣A, ♦4, ♠4 | pair
♣J, ♥4, ♣A, ♠K, ♣A | pair
♣J, ♥4, ♣A, ♠K, ♦4 | pair
♣J, ♥4, ♣A, ♠K, ♠4 | pair
♣J, ♥4, ♣A, ♣A, ♦4 | two pairs
♣J, ♥4, ♣A, ♣A, ♠4 | two pairs
♣J, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣J, ♥4, ♠K, ♣A, ♦4 | pair
♣J, ♥4, ♠K, ♣A, ♠4 | pair
♣J, ♥4, ♠K, ♦4, ♠4 | three of a kind
♣J, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣J, ♣A, ♠K, ♣A, ♦4 | pair
♣J, ♣A, ♠K, ♣A, ♠4 | pair
♣J, ♣A, ♠K, ♦4, ♠4 | pair
♣J, ♣A, ♣A, ♦4, ♠4 | two pairs
♣J, ♠K, ♣A, ♦4, ♠4 | pair
♥4, ♠2, ♠5, ♥10, ♥4 | pair
♥4, ♠2, ♠5, ♥10, ♦4 | pair
♥4, ♠2, ♠5, ♥10, ♠4 | pair
♥4, ♠2, ♠5, ♥7, ♥4 | pair
♥4, ♠2, ♠5, ♥7, ♦4 | pair
♥4, ♠2, ♠5, ♥7, ♠4 | pair
♥4, ♠2, ♠5, ♥4, ♣A | pair
♥4, ♠2, ♠5, ♥4, ♠K | pair
♥4, ♠2, ♠5, ♥4, ♣A | pair
♥4, ♠2, ♠5, ♥4, ♦4 | three of a kind
♥4, ♠2, ♠5, ♥4, ♠4 | three of a kind
♥4, ♠2, ♠5, ♣A, ♣A | pair
♥4, ♠2, ♠5, ♣A, ♦4 | pair
♥4, ♠2, ♠5, ♣A, ♠4 | pair
♥4, ♠2, ♠5, ♠K, ♦4 | pair
♥4, ♠2, ♠5, ♠K, ♠4 | pair
♥4, ♠2, ♠5, ♣A, ♦4 | pair
♥4, ♠2, ♠5, ♣A, ♠4 | pair
♥4, ♠2, ♠5, ♦4, ♠4 | three of a kind
♥4, ♠2, ♥10, ♥7, ♥4 | pair
♥4, ♠2, ♥10, ♥7, ♦4 | pair
♥4, ♠2, ♥10, ♥7, ♠4 | pair
♥4, ♠2, ♥10, ♥4, ♣A | pair
♥4, ♠2, ♥10, ♥4, ♠K | pair
♥4, ♠2, ♥10, ♥4, ♣A | pair
♥4, ♠2, ♥10, ♥4, ♦4 | three of a kind
♥4, ♠2, ♥10, ♥4, ♠4 | three of a kind
♥4, ♠2, ♥10, ♣A, ♣A | pair
♥4, ♠2, ♥10, ♣A, ♦4 | pair
♥4, ♠2, ♥10, ♣A, ♠4 | pair
♥4, ♠2, ♥10, ♠K, ♦4 | pair
♥4, ♠2, ♥10, ♠K, ♠4 | pair
♥4, ♠2, ♥10, ♣A, ♦4 | pair
♥4, ♠2, ♥10, ♣A, ♠4 | pair
♥4, ♠2, ♥10, ♦4, ♠4 | three of a kind
♥4, ♠2, ♥7, ♥4, ♣A | pair
♥4, ♠2, ♥7, ♥4, ♠K | pair
♥4, ♠2, ♥7, ♥4, ♣A | pair
♥4, ♠2, ♥7, ♥4, ♦4 | three of a kind
♥4, ♠2, ♥7, ♥4, ♠4 | three of a kind
♥4, ♠2, ♥7, ♣A, ♣A | pair
♥4, ♠2, ♥7, ♣A, ♦4 | pair
♥4, ♠2, ♥7, ♣A, ♠4 | pair
♥4, ♠2, ♥7, ♠K, ♦4 | pair
♥4, ♠2, ♥7, ♠K, ♠4 | pair
♥4, ♠2, ♥7, ♣A, ♦4 | pair
♥4, ♠2, ♥7, ♣A, ♠4 | pair
♥4, ♠2, ♥7, ♦4, ♠4 | three of a kind
♥4, ♠2, ♥4, ♣A, ♠K | pair
♥4, ♠2, ♥4, ♣A, ♣A | two pairs
♥4, ♠2, ♥4, ♣A, ♦4 | three of a kind
♥4, ♠2, ♥4, ♣A, ♠4 | three of a kind
♥4, ♠2, ♥4, ♠K, ♣A | pair
♥4, ♠2, ♥4, ♠K, ♦4 | three of a kind
♥4, ♠2, ♥4, ♠K, ♠4 | three of a kind
♥4, ♠2, ♥4, ♣A, ♦4 | three of a kind
♥4, ♠2, ♥4, ♣A, ♠4 | three of a kind
♥4, ♠2, ♥4, ♦4, ♠4 | four of a kind!
♥4, ♠2, ♣A, ♠K, ♣A | pair
♥4, ♠2, ♣A, ♠K, ♦4 | pair
♥4, ♠2, ♣A, ♠K, ♠4 | pair
♥4, ♠2, ♣A, ♣A, ♦4 | two pairs
♥4, ♠2, ♣A, ♣A, ♠4 | two pairs
♥4, ♠2, ♣A, ♦4, ♠4 | three of a kind
♥4, ♠2, ♠K, ♣A, ♦4 | pair
♥4, ♠2, ♠K, ♣A, ♠4 | pair
♥4, ♠2, ♠K, ♦4, ♠4 | three of a kind
♥4, ♠2, ♣A, ♦4, ♠4 | three of a kind
♥4, ♠5, ♥10, ♥7, ♥4 | pair
♥4, ♠5, ♥10, ♥7, ♦4 | pair
♥4, ♠5, ♥10, ♥7, ♠4 | pair
♥4, ♠5, ♥10, ♥4, ♣A | pair
♥4, ♠5, ♥10, ♥4, ♠K | pair
♥4, ♠5, ♥10, ♥4, ♣A | pair
♥4, ♠5, ♥10, ♥4, ♦4 | three of a kind
♥4, ♠5, ♥10, ♥4, ♠4 | three of a kind
♥4, ♠5, ♥10, ♣A, ♣A | pair
♥4, ♠5, ♥10, ♣A, ♦4 | pair
♥4, ♠5, ♥10, ♣A, ♠4 | pair
♥4, ♠5, ♥10, ♠K, ♦4 | pair
♥4, ♠5, ♥10, ♠K, ♠4 | pair
♥4, ♠5, ♥10, ♣A, ♦4 | pair
♥4, ♠5, ♥10, ♣A, ♠4 | pair
♥4, ♠5, ♥10, ♦4, ♠4 | three of a kind
♥4, ♠5, ♥7, ♥4, ♣A | pair
♥4, ♠5, ♥7, ♥4, ♠K | pair
♥4, ♠5, ♥7, ♥4, ♣A | pair
♥4, ♠5, ♥7, ♥4, ♦4 | three of a kind
♥4, ♠5, ♥7, ♥4, ♠4 | three of a kind
♥4, ♠5, ♥7, ♣A, ♣A | pair
♥4, ♠5, ♥7, ♣A, ♦4 | pair
♥4, ♠5, ♥7, ♣A, ♠4 | pair
♥4, ♠5, ♥7, ♠K, ♦4 | pair
♥4, ♠5, ♥7, ♠K, ♠4 | pair
♥4, ♠5, ♥7, ♣A, ♦4 | pair
♥4, ♠5, ♥7, ♣A, ♠4 | pair
♥4, ♠5, ♥7, ♦4, ♠4 | three of a kind
♥4, ♠5, ♥4, ♣A, ♠K | pair
♥4, ♠5, ♥4, ♣A, ♣A | two pairs
♥4, ♠5, ♥4, ♣A, ♦4 | three of a kind
♥4, ♠5, ♥4, ♣A, ♠4 | three of a kind
♥4, ♠5, ♥4, ♠K, ♣A | pair
♥4, ♠5, ♥4, ♠K, ♦4 | three of a kind
♥4, ♠5, ♥4, ♠K, ♠4 | three of a kind
♥4, ♠5, ♥4, ♣A, ♦4 | three of a kind
♥4, ♠5, ♥4, ♣A, ♠4 | three of a kind
♥4, ♠5, ♥4, ♦4, ♠4 | four of a kind!
♥4, ♠5, ♣A, ♠K, ♣A | pair
♥4, ♠5, ♣A, ♠K, ♦4 | pair
♥4, ♠5, ♣A, ♠K, ♠4 | pair
♥4, ♠5, ♣A, ♣A, ♦4 | two pairs
♥4, ♠5, ♣A, ♣A, ♠4 | two pairs
♥4, ♠5, ♣A, ♦4, ♠4 | three of a kind
♥4, ♠5, ♠K, ♣A, ♦4 | pair
♥4, ♠5, ♠K, ♣A, ♠4 | pair
♥4, ♠5, ♠K, ♦4, ♠4 | three of a kind
♥4, ♠5, ♣A, ♦4, ♠4 | three of a kind
♥4, ♥10, ♥7, ♥4, ♣A | pair
♥4, ♥10, ♥7, ♥4, ♠K | pair
♥4, ♥10, ♥7, ♥4, ♣A | pair
♥4, ♥10, ♥7, ♥4, ♦4 | three of a kind
♥4, ♥10, ♥7, ♥4, ♠4 | three of a kind
♥4, ♥10, ♥7, ♣A, ♣A | pair
♥4, ♥10, ♥7, ♣A, ♦4 | pair
♥4, ♥10, ♥7, ♣A, ♠4 | pair
♥4, ♥10, ♥7, ♠K, ♦4 | pair
♥4, ♥10, ♥7, ♠K, ♠4 | pair
♥4, ♥10, ♥7, ♣A, ♦4 | pair
♥4, ♥10, ♥7, ♣A, ♠4 | pair
♥4, ♥10, ♥7, ♦4, ♠4 | three of a kind
♥4, ♥10, ♥4, ♣A, ♠K | pair
♥4, ♥10, ♥4, ♣A, ♣A | two pairs
♥4, ♥10, ♥4, ♣A, ♦4 | three of a kind
♥4, ♥10, ♥4, ♣A, ♠4 | three of a kind
♥4, ♥10, ♥4, ♠K, ♣A | pair
♥4, ♥10, ♥4, ♠K, ♦4 | three of a kind
♥4, ♥10, ♥4, ♠K, ♠4 | three of a kind
♥4, ♥10, ♥4, ♣A, ♦4 | three of a kind
♥4, ♥10, ♥4, ♣A, ♠4 | three of a kind
♥4, ♥10, ♥4, ♦4, ♠4 | four of a kind!
♥4, ♥10, ♣A, ♠K, ♣A | pair
♥4, ♥10, ♣A, ♠K, ♦4 | pair
♥4, ♥10, ♣A, ♠K, ♠4 | pair
♥4, ♥10, ♣A, ♣A, ♦4 | two pairs
♥4, ♥10, ♣A, ♣A, ♠4 | two pairs
♥4, ♥10, ♣A, ♦4, ♠4 | three of a kind
♥4, ♥10, ♠K, ♣A, ♦4 | pair
♥4, ♥10, ♠K, ♣A, ♠4 | pair
♥4, ♥10, ♠K, ♦4, ♠4 | three of a kind
♥4, ♥10, ♣A, ♦4, ♠4 | three of a kind
♥4, ♥7, ♥4, ♣A, ♠K | pair
♥4, ♥7, ♥4, ♣A, ♣A | two pairs
♥4, ♥7, ♥4, ♣A, ♦4 | three of a kind
♥4, ♥7, ♥4, ♣A, ♠4 | three of a kind
♥4, ♥7, ♥4, ♠K, ♣A | pair
♥4, ♥7, ♥4, ♠K, ♦4 | three of a kind
♥4, ♥7, ♥4, ♠K, ♠4 | three of a kind
♥4, ♥7, ♥4, ♣A, ♦4 | three of a kind
♥4, ♥7, ♥4, ♣A, ♠4 | three of a kind
♥4, ♥7, ♥4, ♦4, ♠4 | four of a kind!
♥4, ♥7, ♣A, ♠K, ♣A | pair
♥4, ♥7, ♣A, ♠K, ♦4 | pair
♥4, ♥7, ♣A, ♠K, ♠4 | pair
♥4, ♥7, ♣A, ♣A, ♦4 | two pairs
♥4, ♥7, ♣A, ♣A, ♠4 | two pairs
♥4, ♥7, ♣A, ♦4, ♠4 | three of a kind
♥4, ♥7, ♠K, ♣A, ♦4 | pair
♥4, ♥7, ♠K, ♣A, ♠4 | pair
♥4, ♥7, ♠K, ♦4, ♠4 | three of a kind
♥4, ♥7, ♣A, ♦4, ♠4 | three of a kind
♥4, ♥4, ♣A, ♠K, ♣A | two pairs
♥4, ♥4, ♣A, ♠K, ♦4 | three of a kind
♥4, ♥4, ♣A, ♠K, ♠4 | three of a kind
♥4, ♥4, ♣A, ♣A, ♦4 | fullhouse
♥4, ♥4, ♣A, ♣A, ♠4 | fullhouse
♥4, ♥4, ♣A, ♦4, ♠4 | four of a kind!
♥4, ♥4, ♠K, ♣A, ♦4 | three of a kind
♥4, ♥4, ♠K, ♣A, ♠4 | three of a kind
♥4, ♥4, ♠K, ♦4, ♠4 | four of a kind!
♥4, ♥4, ♣A, ♦4, ♠4 | four of a kind!
♥4, ♣A, ♠K, ♣A, ♦4 | two pairs
♥4, ♣A, ♠K, ♣A, ♠4 | two pairs
♥4, ♣A, ♠K, ♦4, ♠4 | three of a kind
♥4, ♣A, ♣A, ♦4, ♠4 | fullhouse
♥4, ♠K, ♣A, ♦4, ♠4 | three of a kind
♠2, ♠5, ♥10, ♥4, ♦4 | pair
♠2, ♠5, ♥10, ♥4, ♠4 | pair
♠2, ♠5, ♥10, ♣A, ♣A | pair
♠2, ♠5, ♥10, ♦4, ♠4 | pair
♠2, ♠5, ♥7, ♥4, ♦4 | pair
♠2, ♠5, ♥7, ♥4, ♠4 | pair
♠2, ♠5, ♥7, ♣A, ♣A | pair
♠2, ♠5, ♥7, ♦4, ♠4 | pair
♠2, ♠5, ♥4, ♣A, ♣A | pair
♠2, ♠5, ♥4, ♣A, ♦4 | pair
♠2, ♠5, ♥4, ♣A, ♠4 | pair
♠2, ♠5, ♥4, ♠K, ♦4 | pair
♠2, ♠5, ♥4, ♠K, ♠4 | pair
♠2, ♠5, ♥4, ♣A, ♦4 | pair
♠2, ♠5, ♥4, ♣A, ♠4 | pair
♠2, ♠5, ♥4, ♦4, ♠4 | three of a kind
♠2, ♠5, ♣A, ♠K, ♣A | pair
♠2, ♠5, ♣A, ♣A, ♦4 | pair
♠2, ♠5, ♣A, ♣A, ♠4 | pair
♠2, ♠5, ♣A, ♦4, ♠4 | pair
♠2, ♠5, ♠K, ♦4, ♠4 | pair
♠2, ♠5, ♣A, ♦4, ♠4 | pair
♠2, ♥10, ♥7, ♥4, ♦4 | pair
♠2, ♥10, ♥7, ♥4, ♠4 | pair
♠2, ♥10, ♥7, ♣A, ♣A | pair
♠2, ♥10, ♥7, ♦4, ♠4 | pair
♠2, ♥10, ♥4, ♣A, ♣A | pair
♠2, ♥10, ♥4, ♣A, ♦4 | pair
♠2, ♥10, ♥4, ♣A, ♠4 | pair
♠2, ♥10, ♥4, ♠K, ♦4 | pair
♠2, ♥10, ♥4, ♠K, ♠4 | pair
♠2, ♥10, ♥4, ♣A, ♦4 | pair
♠2, ♥10, ♥4, ♣A, ♠4 | pair
♠2, ♥10, ♥4, ♦4, ♠4 | three of a kind
♠2, ♥10, ♣A, ♠K, ♣A | pair
♠2, ♥10, ♣A, ♣A, ♦4 | pair
♠2, ♥10, ♣A, ♣A, ♠4 | pair
♠2, ♥10, ♣A, ♦4, ♠4 | pair
♠2, ♥10, ♠K, ♦4, ♠4 | pair
♠2, ♥10, ♣A, ♦4, ♠4 | pair
♠2, ♥7, ♥4, ♣A, ♣A | pair
♠2, ♥7, ♥4, ♣A, ♦4 | pair
♠2, ♥7, ♥4, ♣A, ♠4 | pair
♠2, ♥7, ♥4, ♠K, ♦4 | pair
♠2, ♥7, ♥4, ♠K, ♠4 | pair
♠2, ♥7, ♥4, ♣A, ♦4 | pair
♠2, ♥7, ♥4, ♣A, ♠4 | pair
♠2, ♥7, ♥4, ♦4, ♠4 | three of a kind
♠2, ♥7, ♣A, ♠K, ♣A | pair
♠2, ♥7, ♣A, ♣A, ♦4 | pair
♠2, ♥7, ♣A, ♣A, ♠4 | pair
♠2, ♥7, ♣A, ♦4, ♠4 | pair
♠2, ♥7, ♠K, ♦4, ♠4 | pair
♠2, ♥7, ♣A, ♦4, ♠4 | pair
♠2, ♥4, ♣A, ♠K, ♣A | pair
♠2, ♥4, ♣A, ♠K, ♦4 | pair
♠2, ♥4, ♣A, ♠K, ♠4 | pair
♠2, ♥4, ♣A, ♣A, ♦4 | two pairs
♠2, ♥4, ♣A, ♣A, ♠4 | two pairs
♠2, ♥4, ♣A, ♦4, ♠4 | three of a kind
♠2, ♥4, ♠K, ♣A, ♦4 | pair
♠2, ♥4, ♠K, ♣A, ♠4 | pair
♠2, ♥4, ♠K, ♦4, ♠4 | three of a kind
♠2, ♥4, ♣A, ♦4, ♠4 | three of a kind
♠2, ♣A, ♠K, ♣A, ♦4 | pair
♠2, ♣A, ♠K, ♣A, ♠4 | pair
♠2, ♣A, ♠K, ♦4, ♠4 | pair
♠2, ♣A, ♣A, ♦4, ♠4 | two pairs
♠2, ♠K, ♣A, ♦4, ♠4 | pair
♠5, ♥10, ♥7, ♥4, ♦4 | pair
♠5, ♥10, ♥7, ♥4, ♠4 | pair
♠5, ♥10, ♥7, ♣A, ♣A | pair
♠5, ♥10, ♥7, ♦4, ♠4 | pair
♠5, ♥10, ♥4, ♣A, ♣A | pair
♠5, ♥10, ♥4, ♣A, ♦4 | pair
♠5, ♥10, ♥4, ♣A, ♠4 | pair
♠5, ♥10, ♥4, ♠K, ♦4 | pair
♠5, ♥10, ♥4, ♠K, ♠4 | pair
♠5, ♥10, ♥4, ♣A, ♦4 | pair
♠5, ♥10, ♥4, ♣A, ♠4 | pair
♠5, ♥10, ♥4, ♦4, ♠4 | three of a kind
♠5, ♥10, ♣A, ♠K, ♣A | pair
♠5, ♥10, ♣A, ♣A, ♦4 | pair
♠5, ♥10, ♣A, ♣A, ♠4 | pair
♠5, ♥10, ♣A, ♦4, ♠4 | pair
♠5, ♥10, ♠K, ♦4, ♠4 | pair
♠5, ♥10, ♣A, ♦4, ♠4 | pair
♠5, ♥7, ♥4, ♣A, ♣A | pair
♠5, ♥7, ♥4, ♣A, ♦4 | pair
♠5, ♥7, ♥4, ♣A, ♠4 | pair
♠5, ♥7, ♥4, ♠K, ♦4 | pair
♠5, ♥7, ♥4, ♠K, ♠4 | pair
♠5, ♥7, ♥4, ♣A, ♦4 | pair
♠5, ♥7, ♥4, ♣A, ♠4 | pair
♠5, ♥7, ♥4, ♦4, ♠4 | three of a kind
♠5, ♥7, ♣A, ♠K, ♣A | pair
♠5, ♥7, ♣A, ♣A, ♦4 | pair
♠5, ♥7, ♣A, ♣A, ♠4 | pair
♠5, ♥7, ♣A, ♦4, ♠4 | pair
♠5, ♥7, ♠K, ♦4, ♠4 | pair
♠5, ♥7, ♣A, ♦4, ♠4 | pair
♠5, ♥4, ♣A, ♠K, ♣A | pair
♠5, ♥4, ♣A, ♠K, ♦4 | pair
♠5, ♥4, ♣A, ♠K, ♠4 | pair
♠5, ♥4, ♣A, ♣A, ♦4 | two pairs
♠5, ♥4, ♣A, ♣A, ♠4 | two pairs
♠5, ♥4, ♣A, ♦4, ♠4 | three of a kind
♠5, ♥4, ♠K, ♣A, ♦4 | pair
♠5, ♥4, ♠K, ♣A, ♠4 | pair
♠5, ♥4, ♠K, ♦4, ♠4 | three of a kind
♠5, ♥4, ♣A, ♦4, ♠4 | three of a kind
♠5, ♣A, ♠K, ♣A, ♦4 | pair
♠5, ♣A, ♠K, ♣A, ♠4 | pair
♠5, ♣A, ♠K, ♦4, ♠4 | pair
♠5, ♣A, ♣A, ♦4, ♠4 | two pairs
♠5, ♠K, ♣A, ♦4, ♠4 | pair
♥10, ♥7, ♥4, ♣A, ♣A | pair
♥10, ♥7, ♥4, ♣A, ♦4 | pair
♥10, ♥7, ♥4, ♣A, ♠4 | pair
♥10, ♥7, ♥4, ♠K, ♦4 | pair
♥10, ♥7, ♥4, ♠K, ♠4 | pair
♥10, ♥7, ♥4, ♣A, ♦4 | pair
♥10, ♥7, ♥4, ♣A, ♠4 | pair
♥10, ♥7, ♥4, ♦4, ♠4 | three of a kind
♥10, ♥7, ♣A, ♠K, ♣A | pair
♥10, ♥7, ♣A, ♣A, ♦4 | pair
♥10, ♥7, ♣A, ♣A, ♠4 | pair
♥10, ♥7, ♣A, ♦4, ♠4 | pair
♥10, ♥7, ♠K, ♦4, ♠4 | pair
♥10, ♥7, ♣A, ♦4, ♠4 | pair
♥10, ♥4, ♣A, ♠K, ♣A | pair
♥10, ♥4, ♣A, ♠K, ♦4 | pair
♥10, ♥4, ♣A, ♠K, ♠4 | pair
♥10, ♥4, ♣A, ♣A, ♦4 | two pairs
♥10, ♥4, ♣A, ♣A, ♠4 | two pairs
♥10, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥10, ♥4, ♠K, ♣A, ♦4 | pair
♥10, ♥4, ♠K, ♣A, ♠4 | pair
♥10, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥10, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥10, ♣A, ♠K, ♣A, ♦4 | pair
♥10, ♣A, ♠K, ♣A, ♠4 | pair
♥10, ♣A, ♠K, ♦4, ♠4 | pair
♥10, ♣A, ♣A, ♦4, ♠4 | two pairs
♥10, ♠K, ♣A, ♦4, ♠4 | pair
♥7, ♥4, ♣A, ♠K, ♣A | pair
♥7, ♥4, ♣A, ♠K, ♦4 | pair
♥7, ♥4, ♣A, ♠K, ♠4 | pair
♥7, ♥4, ♣A, ♣A, ♦4 | two pairs
♥7, ♥4, ♣A, ♣A, ♠4 | two pairs
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♥4, ♠K, ♣A, ♦4 | pair
♥7, ♥4, ♠K, ♣A, ♠4 | pair
♥7, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♣A, ♠K, ♣A, ♦4 | pair
♥7, ♣A, ♠K, ♣A, ♠4 | pair
♥7, ♣A, ♠K, ♦4, ♠4 | pair
♥7, ♣A, ♣A, ♦4, ♠4 | two pairs
♥7, ♠K, ♣A, ♦4, ♠4 | pair
♥4, ♣A, ♠K, ♣A, ♦4 | two pairs
♥4, ♣A, ♠K, ♣A, ♠4 | two pairs
♥4, ♣A, ♠K, ♦4, ♠4 | three of a kind
♥4, ♣A, ♣A, ♦4, ♠4 | fullhouse
♥4, ♠K, ♣A, ♦4, ♠4 | three of a kind
♣A, ♠K, ♣A, ♦4, ♠4 | two pairs
