♦Q, ♥6, ♥3, ♦4, ♦3 | pair
♦4, ♦3, ♥6, ♦7, ♥7 | pair
♦4, ♦3, ♥6, ♦7, ♦6 | pair
♦4, ♦3, ♥6, ♦7, ♣7 | pair
♦4, ♦3, ♥6, ♥7, ♦6 | pair
♦4, ♦3, ♥6, ♥7, ♣7 | pair
♦4, ♦3, ♥6, ♣2, ♦6 | pair
♦4, ♦3, ♥6, ♦6, ♣8 | pair
♦4, ♦3, ♥6, ♦6, ♣7 | pair
♦4, ♦3, ♠3, ♠K, ♦7 | pair
♦4, ♦3, ♠3, ♠K, ♥7 | pair
♦4, ♦3, ♠3, ♠K, ♣2 | pair
♦4, ♦3, ♠3, ♠K, ♦6 | pair
♦4, ♦3, ♠3, ♠K, ♣8 | pair
♦4, ♦3, ♠3, ♠K, ♣7 | pair
♦4, ♦3, ♠3, ♦7, ♥7 | two pairs
♦4, ♦3, ♠3, ♦7, ♣2 | pair
♦4, ♦3, ♠3, ♦7, ♦6 | pair
♦4, ♦3, ♠3, ♦7, ♣8 | pair
♦4, ♦3, ♠3, ♦7, ♣7 | two pairs
♦4, ♦3, ♠3, ♥7, ♣2 | pair
♦4, ♦3, ♠3, ♥7, ♦6 | pair
♦4, ♦3, ♠3, ♥7, ♣8 | pair
♦4, ♦3, ♠3, ♥7, ♣7 | two pairs
♦4, ♦3, ♠3, ♣2, ♦6 | pair
♦4, ♦3, ♠3, ♣2, ♣8 | pair
♦4, ♦3, ♠3, ♣2, ♣7 | pair
♦4, ♦3, ♠3, ♦6, ♣8 | pair
♦4, ♦3, ♠3, ♦6, ♣7 | pair
♦4, ♦3, ♠3, ♣8, ♣7 | pair
♦4, ♦3, ♠K, ♦7, ♥7 | pair
♦4, ♦3, ♠K, ♦7, ♣7 | pair
♦4, ♦3, ♠K, ♥7, ♣7 | pair
♦4, ♦3, ♦7, ♥7, ♣2 | pair
♦4, ♦3, ♦7, ♥7, ♦6 | pair
♦4, ♦3, ♦7, ♥7, ♣8 | pair
♦4, ♦3, ♦7, ♥7, ♣7 | three of a kind
♦4, ♦3, ♦7, ♣2, ♣7 | pair
♦4, ♦3, ♦7, ♦6, ♣7 | pair
♦4, ♦3, ♦7, ♣8, ♣7 | pair
♦4, ♦3, ♥7, ♣2, ♣7 | pair
♦4, ♦3, ♥7, ♦6, ♣7 | pair
♦4, ♦3, ♥7, ♣8, ♣7 | pair
♦4, ♥6, ♠3, ♠K, ♦6 | pair
♦4, ♥6, ♠3, ♦7, ♥7 | pair
♦4, ♥6, ♠3, ♦7, ♦6 | pair
♦4, ♥6, ♠3, ♦7, ♣7 | pair
♦4, ♥6, ♠3, ♥7, ♦6 | pair
♦4, ♥6, ♠3, ♥7, ♣7 | pair
♦4, ♥6, ♠3, ♣2, ♦6 | pair
♦4, ♥6, ♠3, ♦6, ♣8 | pair
♦4, ♥6, ♠3, ♦6, ♣7 | pair
♦4, ♥6, ♠K, ♦7, ♥7 | pair
♦4, ♥6, ♠K, ♦7, ♦6 | pair
♦4, ♥6, ♠K, ♦7, ♣7 | pair
♦4, ♥6, ♠K, ♥7, ♦6 | pair
♦4, ♥6, ♠K, ♥7, ♣7 | pair
♦4, ♥6, ♠K, ♣2, ♦6 | pair
♦4, ♥6, ♠K, ♦6, ♣8 | pair
♦4, ♥6, ♠K, ♦6, ♣7 | pair
♦4, ♥6, ♦7, ♥7, ♣2 | pair
♦4, ♥6, ♦7, ♥7, ♦6 | two pairs
♦4, ♥6, ♦7, ♥7, ♣8 | pair
♦4, ♥6, ♦7, ♥7, ♣7 | three of a kind
♦4, ♥6, ♦7, ♣2, ♦6 | pair
♦4, ♥6, ♦7, ♣2, ♣7 | pair
♦4, ♥6, ♦7, ♦6, ♣8 | pair
♦4, ♥6, ♦7, ♦6, ♣7 | two pairs
♦4, ♥6, ♦7, ♣8, ♣7 | pair
♦4, ♥6, ♥7, ♣2, ♦6 | pair
♦4, ♥6, ♥7, ♣2, ♣7 | pair
♦4, ♥6, ♥7, ♦6, ♣8 | pair
♦4, ♥6, ♥7, ♦6, ♣7 | two pairs
♦4, ♥6, ♥7, ♣8, ♣7 | pair
♦4, ♥6, ♣2, ♦6, ♣8 | pair
♦4, ♥6, ♣2, ♦6, ♣7 | pair
♦4, ♥6, ♦6, ♣8, ♣7 | pair
♦4, ♠3, ♠K, ♦7, ♥7 | pair
♦4, ♠3, ♠K, ♦7, ♣7 | pair
♦4, ♠3, ♠K, ♥7, ♣7 | pair
♦4, ♠3, ♦7, ♥7, ♣2 | pair
♦4, ♠3, ♦7, ♥7, ♦6 | pair
♦4, ♠3, ♦7, ♥7, ♣8 | pair
♦4, ♠3, ♦7, ♥7, ♣7 | three of a kind
♦4, ♠3, ♦7, ♣2, ♣7 | pair
♦4, ♠3, ♦7, ♦6, ♣7 | pair
♦4, ♠3, ♦7, ♣8, ♣7 | pair
♦4, ♠3, ♥7, ♣2, ♣7 | pair
♦4, ♠3, ♥7, ♦6, ♣7 | pair
♦4, ♠3, ♥7, ♣8, ♣7 | pair
♦4, ♠K, ♦7, ♥7, ♣2 | pair
♦4, ♠K, ♦7, ♥7, ♦6 | pair
♦4, ♠K, ♦7, ♥7, ♣8 | pair
♦4, ♠K, ♦7, ♥7, ♣7 | three of a kind
♦4, ♠K, ♦7, ♣2, ♣7 | pair
♦4, ♠K, ♦7, ♦6, ♣7 | pair
♦4, ♠K, ♦7, ♣8, ♣7 | pair
♦4, ♠K, ♥7, ♣2, ♣7 | pair
♦4, ♠K, ♥7, ♦6, ♣7 | pair
♦4, ♠K, ♥7, ♣8, ♣7 | pair
♦4, ♦7, ♥7, ♣2, ♦6 | pair
♦4, ♦7, ♥7, ♣2, ♣8 | pair
♦4, ♦7, ♥7, ♣2, ♣7 | three of a kind
♦4, ♦7, ♥7, ♦6, ♣8 | pair
♦4, ♦7, ♥7, ♦6, ♣7 | three of a kind
♦4, ♦7, ♥7, ♣8, ♣7 | three of a kind
♦4, ♦7, ♣2, ♦6, ♣7 | pair
♦4, ♦7, ♣2, ♣8, ♣7 | pair
♦4, ♦7, ♦6, ♣8, ♣7 | pair
♦4, ♥7, ♣2, ♦6, ♣7 | pair
♦4, ♥7, ♣2, ♣8, ♣7 | pair
♦4, ♥7, ♦6, ♣8, ♣7 | pair
♦A, ♣9, ♦3, ♥6, ♠3 | pair
♦A, ♣9, ♦3, ♥6, ♦6 | pair
♦A, ♣9, ♦3, ♠3, ♠K | pair
♦A, ♣9, ♦3, ♠3, ♦7 | pair
♦A, ♣9, ♦3, ♠3, ♥7 | pair
♦A, ♣9, ♦3, ♠3, ♣2 | pair
♦A, ♣9, ♦3, ♠3, ♦6 | pair
♦A, ♣9, ♦3, ♠3, ♣8 | pair
♦A, ♣9, ♦3, ♠3, ♣7 | pair
♦A, ♣9, ♦3, ♦7, ♥7 | pair
♦A, ♣9, ♦3, ♦7, ♣7 | pair
♦A, ♣9, ♦3, ♥7, ♣7 | pair
♦A, ♣9, ♥6, ♠3, ♦6 | pair
♦A, ♣9, ♥6, ♠K, ♦6 | pair
♦A, ♣9, ♥6, ♦7, ♥7 | pair
♦A, ♣9, ♥6, ♦7, ♦6 | pair
♦A, ♣9, ♥6, ♦7, ♣7 | pair
♦A, ♣9, ♥6, ♥7, ♦6 | pair
♦A, ♣9, ♥6, ♥7, ♣7 | pair
♦A, ♣9, ♥6, ♣2, ♦6 | pair
♦A, ♣9, ♥6, ♦6, ♣8 | pair
♦A, ♣9, ♥6, ♦6, ♣7 | pair
♦A, ♣9, ♠3, ♦7, ♥7 | pair
♦A, ♣9, ♠3, ♦7, ♣7 | pair
♦A, ♣9, ♠3, ♥7, ♣7 | pair
♦A, ♣9, ♠K, ♦7, ♥7 | pair
♦A, ♣9, ♠K, ♦7, ♣7 | pair
♦A, ♣9, ♠K, ♥7, ♣7 | pair
♦A, ♣9, ♦7, ♥7, ♣2 | pair
♦A, ♣9, ♦7, ♥7, ♦6 | pair
♦A, ♣9, ♦7, ♥7, ♣8 | pair
♦A, ♣9, ♦7, ♥7, ♣7 | three of a kind
♦A, ♣9, ♦7, ♣2, ♣7 | pair
♦A, ♣9, ♦7, ♦6, ♣7 | pair
♦A, ♣9, ♦7, ♣8, ♣7 | pair
♦A, ♣9, ♥7, ♣2, ♣7 | pair
♦A, ♣9, ♥7, ♦6, ♣7 | pair
♦A, ♣9, ♥7, ♣8, ♣7 | pair
♦A, ♦3, ♥6, ♠3, ♠K | pair
♦A, ♦3, ♥6, ♠3, ♦7 | pair
♦A, ♦3, ♥6, ♠3, ♥7 | pair
♦A, ♦3, ♥6, ♠3, ♣2 | pair
♦A, ♦3, ♥6, ♠3, ♦6 | two pairs
♦A, ♦3, ♥6, ♠3, ♣8 | pair
♦A, ♦3, ♥6, ♠3, ♣7 | pair
♦A, ♦3, ♥6, ♠K, ♦6 | pair
♦A, ♦3, ♥6, ♦7, ♥7 | pair
♦A, ♦3, ♥6, ♦7, ♦6 | pair
♦A, ♦3, ♥6, ♦7, ♣7 | pair
♦A, ♦3, ♥6, ♥7, ♦6 | pair
♦A, ♦3, ♥6, ♥7, ♣7 | pair
♦A, ♦3, ♥6, ♣2, ♦6 | pair
♦A, ♦3, ♥6, ♦6, ♣8 | pair
♦A, ♦3, ♥6, ♦6, ♣7 | pair
♦A, ♦3, ♠3, ♠K, ♦7 | pair
♦A, ♦3, ♠3, ♠K, ♥7 | pair
♦A, ♦3, ♠3, ♠K, ♣2 | pair
♦A, ♦3, ♠3, ♠K, ♦6 | pair
♦A, ♦3, ♠3, ♠K, ♣8 | pair
♦A, ♦3, ♠3, ♠K, ♣7 | pair
♦A, ♦3, ♠3, ♦7, ♥7 | two pairs
♦A, ♦3, ♠3, ♦7, ♣2 | pair
♦A, ♦3, ♠3, ♦7, ♦6 | pair
♦A, ♦3, ♠3, ♦7, ♣8 | pair
♦A, ♦3, ♠3, ♦7, ♣7 | two pairs
♦A, ♦3, ♠3, ♥7, ♣2 | pair
♦A, ♦3, ♠3, ♥7, ♦6 | pair
♦A, ♦3, ♠3, ♥7, ♣8 | pair
♦A, ♦3, ♠3, ♥7, ♣7 | two pairs
♦A, ♦3, ♠3, ♣2, ♦6 | pair
♦A, ♦3, ♠3, ♣2, ♣8 | pair
♦A, ♦3, ♠3, ♣2, ♣7 | pair
♦A, ♦3, ♠3, ♦6, ♣8 | pair
♦A, ♦3, ♠3, ♦6, ♣7 | pair
♦A, ♦3, ♠3, ♣8, ♣7 | pair
♦A, ♦3, ♠K, ♦7, ♥7 | pair
♦A, ♦3, ♠K, ♦7, ♣7 | pair
♦A, ♦3, ♠K, ♥7, ♣7 | pair
♦A, ♦3, ♦7, ♥7, ♣2 | pair
♦A, ♦3, ♦7, ♥7, ♦6 | pair
♦A, ♦3, ♦7, ♥7, ♣8 | pair
♦A, ♦3, ♦7, ♥7, ♣7 | three of a kind
♦A, ♦3, ♦7, ♣2, ♣7 | pair
♦A, ♦3, ♦7, ♦6, ♣7 | pair
♦A, ♦3, ♦7, ♣8, ♣7 | pair
♦A, ♦3, ♥7, ♣2, ♣7 | pair
♦A, ♦3, ♥7, ♦6, ♣7 | pair
♦A, ♦3, ♥7, ♣8, ♣7 | pair
♦A, ♥6, ♠3, ♠K, ♦6 | pair
♦A, ♥6, ♠3, ♦7, ♥7 | pair
♦A, ♥6, ♠3, ♦7, ♦6 | pair
♦A, ♥6, ♠3, ♦7, ♣7 | pair
♦A, ♥6, ♠3, ♥7, ♦6 | pair
♦A, ♥6, ♠3, ♥7, ♣7 | pair
♦A, ♥6, ♠3, ♣2, ♦6 | pair
♦A, ♥6, ♠3, ♦6, ♣8 | pair
♦A, ♥6, ♠3, ♦6, ♣7 | pair
♦A, ♥6, ♠K, ♦7, ♥7 | pair
♦A, ♥6, ♠K, ♦7, ♦6 | pair
♦A, ♥6, ♠K, ♦7, ♣7 | pair
♦A, ♥6, ♠K, ♥7, ♦6 | pair
♦A, ♥6, ♠K, ♥7, ♣7 | pair
♦A, ♥6, ♠K, ♣2, ♦6 | pair
♦A, ♥6, ♠K, ♦6, ♣8 | pair
♦A, ♥6, ♠K, ♦6, ♣7 | pair
♦A, ♥6, ♦7, ♥7, ♣2 | pair
♦A, ♥6, ♦7, ♥7, ♦6 | two pairs
♦A, ♥6, ♦7, ♥7, ♣8 | pair
♦A, ♥6, ♦7, ♥7, ♣7 | three of a kind
♦A, ♥6, ♦7, ♣2, ♦6 | pair
♦A, ♥6, ♦7, ♣2, ♣7 | pair
♦A, ♥6, ♦7, ♦6, ♣8 | pair
♦A, ♥6, ♦7, ♦6, ♣7 | two pairs
♦A, ♥6, ♦7, ♣8, ♣7 | pair
♦A, ♥6, ♥7, ♣2, ♦6 | pair
♦A, ♥6, ♥7, ♣2, ♣7 | pair
♦A, ♥6, ♥7, ♦6, ♣8 | pair
♦A, ♥6, ♥7, ♦6, ♣7 | two pairs
♦A, ♥6, ♥7, ♣8, ♣7 | pair
♦A, ♥6, ♣2, ♦6, ♣8 | pair
♦A, ♥6, ♣2, ♦6, ♣7 | pair
♦A, ♥6, ♦6, ♣8, ♣7 | pair
♦A, ♠3, ♠K, ♦7, ♥7 | pair
♦A, ♠3, ♠K, ♦7, ♣7 | pair
♦A, ♠3, ♠K, ♥7, ♣7 | pair
♦A, ♠3, ♦7, ♥7, ♣2 | pair
♦A, ♠3, ♦7, ♥7, ♦6 | pair
♦A, ♠3, ♦7, ♥7, ♣8 | pair
♦A, ♠3, ♦7, ♥7, ♣7 | three of a kind
♦A, ♠3, ♦7, ♣2, ♣7 | pair
♦A, ♠3, ♦7, ♦6, ♣7 | pair
♦A, ♠3, ♦7, ♣8, ♣7 | pair
♦A, ♠3, ♥7, ♣2, ♣7 | pair
♦A, ♠3, ♥7, ♦6, ♣7 | pair
♦A, ♠3, ♥7, ♣8, ♣7 | pair
♦A, ♠K, ♦7, ♥7, ♣2 | pair
♦A, ♠K, ♦7, ♥7, ♦6 | pair
♦A, ♠K, ♦7, ♥7, ♣8 | pair
♦A, ♠K, ♦7, ♥7, ♣7 | three of a kind
♦A, ♠K, ♦7, ♣2, ♣7 | pair
♦A, ♠K, ♦7, ♦6, ♣7 | pair
♦A, ♠K, ♦7, ♣8, ♣7 | pair
♦A, ♠K, ♥7, ♣2, ♣7 | pair
♦A, ♠K, ♥7, ♦6, ♣7 | pair
♦A, ♠K, ♥7, ♣8, ♣7 | pair
♦A, ♦7, ♥7, ♣2, ♦6 | pair
♦A, ♦7, ♥7, ♣2, ♣8 | pair
♦A, ♦7, ♥7, ♣2, ♣7 | three of a kind
♦A, ♦7, ♥7, ♦6, ♣8 | pair
♦A, ♦7, ♥7, ♦6, ♣7 | three of a kind
♦A, ♦7, ♥7, ♣8, ♣7 | three of a kind
♦A, ♦7, ♣2, ♦6, ♣7 | pair
♦A, ♦7, ♣2, ♣8, ♣7 | pair
♦A, ♦7, ♦6, ♣8, ♣7 | pair
♦A, ♥7, ♣2, ♦6, ♣7 | pair
♦A, ♥7, ♣2, ♣8, ♣7 | pair
♦A, ♥7, ♦6, ♣8, ♣7 | pair
♣9, ♦3, ♥6, ♠3, ♠K | pair
♣9, ♦3, ♥6, ♠3, ♦7 | pair
♣9, ♦3, ♥6, ♠3, ♥7 | pair
♣9, ♦3, ♥6, ♠3, ♣2 | pair
♣9, ♦3, ♥6, ♠3, ♦6 | two pairs
♣9, ♦3, ♥6, ♠3, ♣8 | pair
♣9, ♦3, ♥6, ♠3, ♣7 | pair
♣9, ♦3, ♥6, ♠K, ♦6 | pair
♣9, ♦3, ♥6, ♦7, ♥7 | pair
♣9, ♦3, ♥6, ♦7, ♦6 | pair
♣9, ♦3, ♥6, ♦7, ♣7 | pair
♣9, ♦3, ♥6, ♥7, ♦6 | pair
♣9, ♦3, ♥6, ♥7, ♣7 | pair
♣9, ♦3, ♥6, ♣2, ♦6 | pair
♣9, ♦3, ♥6, ♦6, ♣8 | pair
♣9, ♦3, ♥6, ♦6, ♣7 | pair
♣9, ♦3, ♠3, ♠K, ♦7 | pair
♣9, ♦3, ♠3, ♠K, ♥7 | pair
♣9, ♦3, ♠3, ♠K, ♣2 | pair
♣9, ♦3, ♠3, ♠K, ♦6 | pair
♣9, ♦3, ♠3, ♠K, ♣8 | pair
♣9, ♦3, ♠3, ♠K, ♣7 | pair
♣9, ♦3, ♠3, ♦7, ♥7 | two pairs
♣9, ♦3, ♠3, ♦7, ♣2 | pair
♣9, ♦3, ♠3, ♦7, ♦6 | pair
♣9, ♦3, ♠3, ♦7, ♣8 | pair
♣9, ♦3, ♠3, ♦7, ♣7 | two pairs
♣9, ♦3, ♠3, ♥7, ♣2 | pair
♣9, ♦3, ♠3, ♥7, ♦6 | pair
♣9, ♦3, ♠3, ♥7, ♣8 | pair
♣9, ♦3, ♠3, ♥7, ♣7 | two pairs
♣9, ♦3, ♠3, ♣2, ♦6 | pair
♣9, ♦3, ♠3, ♣2, ♣8 | pair
♣9, ♦3, ♠3, ♣2, ♣7 | pair
♣9, ♦3, ♠3, ♦6, ♣8 | pair
♣9, ♦3, ♠3, ♦6, ♣7 | pair
♣9, ♦3, ♠3, ♣8, ♣7 | pair
♣9, ♦3, ♠K, ♦7, ♥7 | pair
♣9, ♦3, ♠K, ♦7, ♣7 | pair
♣9, ♦3, ♠K, ♥7, ♣7 | pair
♣9, ♦3, ♦7, ♥7, ♣2 | pair
♣9, ♦3, ♦7, ♥7, ♦6 | pair
♣9, ♦3, ♦7, ♥7, ♣8 | pair
♣9, ♦3, ♦7, ♥7, ♣7 | three of a kind
♣9, ♦3, ♦7, ♣2, ♣7 | pair
♣9, ♦3, ♦7, ♦6, ♣7 | pair
♣9, ♦3, ♦7, ♣8, ♣7 | pair
♣9, ♦3, ♥7, ♣2, ♣7 | pair
♣9, ♦3, ♥7, ♦6, ♣7 | pair
♣9, ♦3, ♥7, ♣8, ♣7 | pair
♣9, ♥6, ♠3, ♠K, ♦6 | pair
♣9, ♥6, ♠3, ♦7, ♥7 | pair
♣9, ♥6, ♠3, ♦7, ♦6 | pair
♣9, ♥6, ♠3, ♦7, ♣7 | pair
♣9, ♥6, ♠3, ♥7, ♦6 | pair
♣9, ♥6, ♠3, ♥7, ♣7 | pair
♣9, ♥6, ♠3, ♣2, ♦6 | pair
♣9, ♥6, ♠3, ♦6, ♣8 | pair
♣9, ♥6, ♠3, ♦6, ♣7 | pair
♣9, ♥6, ♠K, ♦7, ♥7 | pair
♣9, ♥6, ♠K, ♦7, ♦6 | pair
♣9, ♥6, ♠K, ♦7, ♣7 | pair
♣9, ♥6, ♠K, ♥7, ♦6 | pair
♣9, ♥6, ♠K, ♥7, ♣7 | pair
♣9, ♥6, ♠K, ♣2, ♦6 | pair
♣9, ♥6, ♠K, ♦6, ♣8 | pair
♣9, ♥6, ♠K, ♦6, ♣7 | pair
♣9, ♥6, ♦7, ♥7, ♣2 | pair
♣9, ♥6, ♦7, ♥7, ♦6 | two pairs
♣9, ♥6, ♦7, ♥7, ♣8 | pair
♣9, ♥6, ♦7, ♥7, ♣7 | three of a kind
♣9, ♥6, ♦7, ♣2, ♦6 | pair
♣9, ♥6, ♦7, ♣2, ♣7 | pair
♣9, ♥6, ♦7, ♦6, ♣8 | pair
♣9, ♥6, ♦7, ♦6, ♣7 | two pairs
♣9, ♥6, ♦7, ♣8, ♣7 | pair
♣9, ♥6, ♥7, ♣2, ♦6 | pair
♣9, ♥6, ♥7, ♣2, ♣7 | pair
♣9, ♥6, ♥7, ♦6, ♣8 | pair
♣9, ♥6, ♥7, ♦6, ♣7 | two pairs
♣9, ♥6, ♥7, ♣8, ♣7 | pair
♣9, ♥6, ♣2, ♦6, ♣8 | pair
♣9, ♥6, ♣2, ♦6, ♣7 | pair
♣9, ♥6, ♦6, ♣8, ♣7 | pair
♣9, ♠3, ♠K, ♦7, ♥7 | pair
♣9, ♠3, ♠K, ♦7, ♣7 | pair
♣9, ♠3, ♠K, ♥7, ♣7 | pair
♣9, ♠3, ♦7, ♥7, ♣2 | pair
♣9, ♠3, ♦7, ♥7, ♦6 | pair
♣9, ♠3, ♦7, ♥7, ♣8 | pair
♣9, ♠3, ♦7, ♥7, ♣7 | three of a kind
♣9, ♠3, ♦7, ♣2, ♣7 | pair
♣9, ♠3, ♦7, ♦6, ♣7 | pair
♣9, ♠3, ♦7, ♣8, ♣7 | pair
♣9, ♠3, ♥7, ♣2, ♣7 | pair
♣9, ♠3, ♥7, ♦6, ♣7 | pair
♣9, ♠3, ♥7, ♣8, ♣7 | pair
♣9, ♠K, ♦7, ♥7, ♣2 | pair
♣9, ♠K, ♦7, ♥7, ♦6 | pair
♣9, ♠K, ♦7, ♥7, ♣8 | pair
♣9, ♠K, ♦7, ♥7, ♣7 | three of a kind
♣9, ♠K, ♦7, ♣2, ♣7 | pair
♣9, ♠K, ♦7, ♦6, ♣7 | pair
♣9, ♠K, ♦7, ♣8, ♣7 | pair
♣9, ♠K, ♥7, ♣2, ♣7 | pair
♣9, ♠K, ♥7, ♦6, ♣7 | pair
♣9, ♠K, ♥7, ♣8, ♣7 | pair
♣9, ♦7, ♥7, ♣2, ♦6 | pair
♣9, ♦7, ♥7, ♣2, ♣8 | pair
♣9, ♦7, ♥7, ♣2, ♣7 | three of a kind
♣9, ♦7, ♥7, ♦6, ♣8 | pair
♣9, ♦7, ♥7, ♦6, ♣7 | three of a kind
♣9, ♦7, ♥7, ♣8, ♣7 | three of a kind
♣9, ♦7, ♣2, ♦6, ♣7 | pair
♣9, ♦7, ♣2, ♣8, ♣7 | pair
♣9, ♦7, ♦6, ♣8, ♣7 | pair
♣9, ♥7, ♣2, ♦6, ♣7 | pair
♣9, ♥7, ♣2, ♣8, ♣7 | pair
♣9, ♥7, ♦6, ♣8, ♣7 | pair
♦3, ♥6, ♠3, ♠K, ♦7 | pair
♦3, ♥6, ♠3, ♠K, ♥7 | pair
♦3, ♥6, ♠3, ♠K, ♣2 | pair
♦3, ♥6, ♠3, ♠K, ♦6 | two pairs
♦3, ♥6, ♠3, ♠K, ♣8 | pair
♦3, ♥6, ♠3, ♠K, ♣7 | pair
♦3, ♥6, ♠3, ♦7, ♥7 | two pairs
♦3, ♥6, ♠3, ♦7, ♣2 | pair
♦3, ♥6, ♠3, ♦7, ♦6 | two pairs
♦3, ♥6, ♠3, ♦7, ♣8 | pair
♦3, ♥6, ♠3, ♦7, ♣7 | two pairs
♦3, ♥6, ♠3, ♥7, ♣2 | pair
♦3, ♥6, ♠3, ♥7, ♦6 | two pairs
♦3, ♥6, ♠3, ♥7, ♣8 | pair
♦3, ♥6, ♠3, ♥7, ♣7 | two pairs
♦3, ♥6, ♠3, ♣2, ♦6 | two pairs
♦3, ♥6, ♠3, ♣2, ♣8 | pair
♦3, ♥6, ♠3, ♣2, ♣7 | pair
♦3, ♥6, ♠3, ♦6, ♣8 | two pairs
♦3, ♥6, ♠3, ♦6, ♣7 | two pairs
♦3, ♥6, ♠3, ♣8, ♣7 | pair
♦3, ♥6, ♠K, ♦7, ♥7 | pair
♦3, ♥6, ♠K, ♦7, ♦6 | pair
♦3, ♥6, ♠K, ♦7, ♣7 | pair
♦3, ♥6, ♠K, ♥7, ♦6 | pair
♦3, ♥6, ♠K, ♥7, ♣7 | pair
♦3, ♥6, ♠K, ♣2, ♦6 | pair
♦3, ♥6, ♠K, ♦6, ♣8 | pair
♦3, ♥6, ♠K, ♦6, ♣7 | pair
♦3, ♥6, ♦7, ♥7, ♣2 | pair
♦3, ♥6, ♦7, ♥7, ♦6 | two pairs
♦3, ♥6, ♦7, ♥7, ♣8 | pair
♦3, ♥6, ♦7, ♥7, ♣7 | three of a kind
♦3, ♥6, ♦7, ♣2, ♦6 | pair
♦3, ♥6, ♦7, ♣2, ♣7 | pair
♦3, ♥6, ♦7, ♦6, ♣8 | pair
♦3, ♥6, ♦7, ♦6, ♣7 | two pairs
♦3, ♥6, ♦7, ♣8, ♣7 | pair
♦3, ♥6, ♥7, ♣2, ♦6 | pair
♦3, ♥6, ♥7, ♣2, ♣7 | pair
♦3, ♥6, ♥7, ♦6, ♣8 | pair
♦3, ♥6, ♥7, ♦6, ♣7 | two pairs
♦3, ♥6, ♥7, ♣8, ♣7 | pair
♦3, ♥6, ♣2, ♦6, ♣8 | pair
♦3, ♥6, ♣2, ♦6, ♣7 | pair
♦3, ♥6, ♦6, ♣8, ♣7 | pair
♦3, ♠3, ♠K, ♦7, ♥7 | two pairs
♦3, ♠3, ♠K, ♦7, ♣2 | pair
♦3, ♠3, ♠K, ♦7, ♦6 | pair
♦3, ♠3, ♠K, ♦7, ♣8 | pair
♦3, ♠3, ♠K, ♦7, ♣7 | two pairs
♦3, ♠3, ♠K, ♥7, ♣2 | pair
♦3, ♠3, ♠K, ♥7, ♦6 | pair
♦3, ♠3, ♠K, ♥7, ♣8 | pair
♦3, ♠3, ♠K, ♥7, ♣7 | two pairs
♦3, ♠3, ♠K, ♣2, ♦6 | pair
♦3, ♠3, ♠K, ♣2, ♣8 | pair
♦3, ♠3, ♠K, ♣2, ♣7 | pair
♦3, ♠3, ♠K, ♦6, ♣8 | pair
♦3, ♠3, ♠K, ♦6, ♣7 | pair
♦3, ♠3, ♠K, ♣8, ♣7 | pair
♦3, ♠3, ♦7, ♥7, ♣2 | two pairs
♦3, ♠3, ♦7, ♥7, ♦6 | two pairs
♦3, ♠3, ♦7, ♥7, ♣8 | two pairs
♦3, ♠3, ♦7, ♥7, ♣7 | fullhouse
♦3, ♠3, ♦7, ♣2, ♦6 | pair
♦3, ♠3, ♦7, ♣2, ♣8 | pair
♦3, ♠3, ♦7, ♣2, ♣7 | two pairs
♦3, ♠3, ♦7, ♦6, ♣8 | pair
♦3, ♠3, ♦7, ♦6, ♣7 | two pairs
♦3, ♠3, ♦7, ♣8, ♣7 | two pairs
♦3, ♠3, ♥7, ♣2, ♦6 | pair
♦3, ♠3, ♥7, ♣2, ♣8 | pair
♦3, ♠3, ♥7, ♣2, ♣7 | two pairs
♦3, ♠3, ♥7, ♦6, ♣8 | pair
♦3, ♠3, ♥7, ♦6, ♣7 | two pairs
♦3, ♠3, ♥7, ♣8, ♣7 | two pairs
♦3, ♠3, ♣2, ♦6, ♣8 | pair
♦3, ♠3, ♣2, ♦6, ♣7 | pair
♦3, ♠3, ♣2, ♣8, ♣7 | pair
♦3, ♠3, ♦6, ♣8, ♣7 | pair
♦3, ♠K, ♦7, ♥7, ♣2 | pair
♦3, ♠K, ♦7, ♥7, ♦6 | pair
♦3, ♠K, ♦7, ♥7, ♣8 | pair
♦3, ♠K, ♦7, ♥7, ♣7 | three of a kind
♦3, ♠K, ♦7, ♣2, ♣7 | pair
♦3, ♠K, ♦7, ♦6, ♣7 | pair
♦3, ♠K, ♦7, ♣8, ♣7 | pair
♦3, ♠K, ♥7, ♣2, ♣7 | pair
♦3, ♠K, ♥7, ♦6, ♣7 | pair
♦3, ♠K, ♥7, ♣8, ♣7 | pair
♦3, ♦7, ♥7, ♣2, ♦6 | pair
♦3, ♦7, ♥7, ♣2, ♣8 | pair
♦3, ♦7, ♥7, ♣2, ♣7 | three of a kind
♦3, ♦7, ♥7, ♦6, ♣8 | pair
♦3, ♦7, ♥7, ♦6, ♣7 | three of a kind
♦3, ♦7, ♥7, ♣8, ♣7 | three of a kind
♦3, ♦7, ♣2, ♦6, ♣7 | pair
♦3, ♦7, ♣2, ♣8, ♣7 | pair
♦3, ♦7, ♦6, ♣8, ♣7 | pair
♦3, ♥7, ♣2, ♦6, ♣7 | pair
♦3, ♥7, ♣2, ♣8, ♣7 | pair
♦3, ♥7, ♦6, ♣8, ♣7 | pair
♥6, ♠3, ♠K, ♦7, ♥7 | pair
♥6, ♠3, ♠K, ♦7, ♦6 | pair
