♠J, ♥7, ♣10, ♣2, ♠J | pair
♣Q, ♠Q, ♠3, ♠6, ♣4 | pair
♣Q, ♠Q, ♠3, ♦8, ♣4 | pair
♣Q, ♠Q, ♣J, ♠10, ♥3 | pair
♣Q, ♠Q, ♣J, ♠10, ♠6 | pair
♣Q, ♠Q, ♣J, ♠10, ♦8 | pair
♣Q, ♠Q, ♣J, ♠10, ♣4 | pair
♣Q, ♠Q, ♣J, ♥3, ♠6 | pair
♣Q, ♠Q, ♣J, ♥3, ♦8 | pair
♣Q, ♠Q, ♣J, ♥3, ♣4 | pair
♣Q, ♠Q, ♣J, ♠6, ♦8 | pair
♣Q, ♠Q, ♣J, ♠6, ♣4 | pair
♣Q, ♠Q, ♣J, ♦8, ♣4 | pair
♣Q, ♠Q, ♠10, ♥3, ♠6 | pair
♣Q, ♠Q, ♠10, ♥3, ♦8 | pair
♣Q, ♠Q, ♠10, ♥3, ♣4 | pair
♣Q, ♠Q, ♠10, ♠6, ♦8 | pair
♣Q, ♠Q, ♠10, ♠6, ♣4 | pair
♣Q, ♠Q, ♠10, ♦8, ♣4 | pair
♣Q, ♠Q, ♥3, ♠6, ♦8 | pair
♣Q, ♠Q, ♥3, ♠6, ♣4 | pair
♣Q, ♠Q, ♥3, ♦8, ♣4 | pair
♣Q, ♠Q, ♠6, ♦8, ♣4 | pair
♣Q, ♠3, ♣J, ♠10, ♥3 | pair
♣Q, ♠3, ♣J, ♥3, ♠6 | pair
♣Q, ♠3, ♣J, ♥3, ♦8 | pair
♣Q, ♠3, ♣J, ♥3, ♣4 | pair
♣Q, ♠3, ♠10, ♥3, ♠6 | pair
♣Q, ♠3, ♠10, ♥3, ♦8 | pair
♣Q, ♠3, ♠10, ♥3, ♣4 | pair
♣Q, ♠3, ♥3, ♠6, ♦8 | pair
♣Q, ♠3, ♥3, ♠6, ♣4 | pair
♣Q, ♠3, ♥3, ♦8, ♣4 | pair
♠J, ♠5, ♥8, ♠Q, ♣J | pair
♠J, ♠5, ♥8, ♠Q, ♦8 | pair
♠J, ♠5, ♥8, ♠3, ♣J | pair
♠J, ♠5, ♥8, ♠3, ♥3 | pair
♠J, ♠5, ♥8, ♠3, ♦8 | pair
♠J, ♠5, ♥8, ♣J, ♠10 | pair
♠J, ♠5, ♥8, ♣J, ♥3 | pair
♠J, ♠5, ♥8, ♣J, ♠6 | pair
♠J, ♠5, ♥8, ♣J, ♦8 | two pairs
♠J, ♠5, ♥8, ♣J, ♣4 | pair
♠J, ♠5, ♥8, ♠10, ♦8 | pair
♠J, ♠5, ♥8, ♥3, ♦8 | pair
♠J, ♠5, ♥8, ♠6, ♦8 | pair
♠J, ♠5, ♥8, ♦8, ♣4 | pair
♠J, ♠5, ♠Q, ♠3, ♣J | pair
♠J, ♠5, ♠Q, ♠3, ♠10 | flush
♠J, ♠5, ♠Q, ♠3, ♥3 | pair
♠J, ♠5, ♠Q, ♠3, ♠6 | flush
♠J, ♠5, ♠Q, ♣J, ♠10 | pair
♠J, ♠5, ♠Q, ♣J, ♥3 | pair
♠J, ♠5, ♠Q, ♣J, ♠6 | pair
♠J, ♠5, ♠Q, ♣J, ♦8 | pair
♠J, ♠5, ♠Q, ♣J, ♣4 | pair
♠J, ♠5, ♠Q, ♠10, ♠6 | flush
♠J, ♠5, ♠3, ♣J, ♠10 | pair
♠J, ♠5, ♠3, ♣J, ♥3 | two pairs
♠J, ♠5, ♠3, ♣J, ♠6 | pair
♠J, ♠5, ♠3, ♣J, ♦8 | pair
♠J, ♠5, ♠3, ♣J, ♣4 | pair
♠J, ♠5, ♠3, ♠10, ♥3 | pair
♠J, ♠5, ♠3, ♠10, ♠6 | flush
♠J, ♠5, ♠3, ♥3, ♠6 | pair
♠J, ♠5, ♠3, ♥3, ♦8 | pair
♠J, ♠5, ♠3, ♥3, ♣4 | pair
♠J, ♠5, ♣J, ♠10, ♥3 | pair
♠J, ♠5, ♣J, ♠10, ♠6 | pair
♠J, ♠5, ♣J, ♠10, ♦8 | pair
♠J, ♠5, ♣J, ♠10, ♣4 | pair
♠J, ♠5, ♣J, ♥3, ♠6 | pair
♠J, ♠5, ♣J, ♥3, ♦8 | pair
♠J, ♠5, ♣J, ♥3, ♣4 | pair
♠J, ♠5, ♣J, ♠6, ♦8 | pair
♠J, ♠5, ♣J, ♠6, ♣4 | pair
♠J, ♠5, ♣J, ♦8, ♣4 | pair
♠J, ♥8, ♠Q, ♠3, ♣J | pair
♠J, ♥8, ♠Q, ♠3, ♥3 | pair
♠J, ♥8, ♠Q, ♠3, ♦8 | pair
♠J, ♥8, ♠Q, ♣J, ♠10 | pair
♠J, ♥8, ♠Q, ♣J, ♥3 | pair
♠J, ♥8, ♠Q, ♣J, ♠6 | pair
♠J, ♥8, ♠Q, ♣J, ♦8 | two pairs
♠J, ♥8, ♠Q, ♣J, ♣4 | pair
♠J, ♥8, ♠Q, ♠10, ♦8 | pair
♠J, ♥8, ♠Q, ♥3, ♦8 | pair
♠J, ♥8, ♠Q, ♠6, ♦8 | pair
♠J, ♥8, ♠Q, ♦8, ♣4 | pair
♠J, ♥8, ♠3, ♣J, ♠10 | pair
♠J, ♥8, ♠3, ♣J, ♥3 | two pairs
♠J, ♥8, ♠3, ♣J, ♠6 | pair
♠J, ♥8, ♠3, ♣J, ♦8 | two pairs
♠J, ♥8, ♠3, ♣J, ♣4 | pair
♠J, ♥8, ♠3, ♠10, ♥3 | pair
♠J, ♥8, ♠3, ♠10, ♦8 | pair
♠J, ♥8, ♠3, ♥3, ♠6 | pair
♠J, ♥8, ♠3, ♥3, ♦8 | two pairs
♠J, ♥8, ♠3, ♥3, ♣4 | pair
♠J, ♥8, ♠3, ♠6, ♦8 | pair
♠J, ♥8, ♠3, ♦8, ♣4 | pair
♠J, ♥8, ♣J, ♠10, ♥3 | pair
♠J, ♥8, ♣J, ♠10, ♠6 | pair
♠J, ♥8, ♣J, ♠10, ♦8 | two pairs
♠J, ♥8, ♣J, ♠10, ♣4 | pair
♠J, ♥8, ♣J, ♥3, ♠6 | pair
♠J, ♥8, ♣J, ♥3, ♦8 | two pairs
♠J, ♥8, ♣J, ♥3, ♣4 | pair
♠J, ♥8, ♣J, ♠6, ♦8 | two pairs
♠J, ♥8, ♣J, ♠6, ♣4 | pair
♠J, ♥8, ♣J, ♦8, ♣4 | two pairs
♠J, ♥8, ♠10, ♥3, ♦8 | pair
♠J, ♥8, ♠10, ♠6, ♦8 | pair
♠J, ♥8, ♠10, ♦8, ♣4 | pair
♠J, ♥8, ♥3, ♠6, ♦8 | pair
♠J, ♥8, ♥3, ♦8, ♣4 | pair
♠J, ♥8, ♠6, ♦8, ♣4 | pair
♠J, ♠Q, ♠3, ♣J, ♠10 | pair
♠J, ♠Q, ♠3, ♣J, ♥3 | two pairs
♠J, ♠Q, ♠3, ♣J, ♠6 | pair
♠J, ♠Q, ♠3, ♣J, ♦8 | pair
♠J, ♠Q, ♠3, ♣J, ♣4 | pair
♠J, ♠Q, ♠3, ♠10, ♥3 | pair
♠J, ♠Q, ♠3, ♠10, ♠6 | flush
♠J, ♠Q, ♠3, ♥3, ♠6 | pair
♠J, ♠Q, ♠3, ♥3, ♦8 | pair
♠J, ♠Q, ♠3, ♥3, ♣4 | pair
♠J, ♠Q, ♣J, ♠10, ♥3 | pair
♠J, ♠Q, ♣J, ♠10, ♠6 | pair
♠J, ♠Q, ♣J, ♠10, ♦8 | pair
♠J, ♠Q, ♣J, ♠10, ♣4 | pair
♠J, ♠Q, ♣J, ♥3, ♠6 | pair
♠J, ♠Q, ♣J, ♥3, ♦8 | pair
♠J, ♠Q, ♣J, ♥3, ♣4 | pair
♠J, ♠Q, ♣J, ♠6, ♦8 | pair
♠J, ♠Q, ♣J, ♠6, ♣4 | pair
♠J, ♠Q, ♣J, ♦8, ♣4 | pair
♠J, ♠3, ♣J, ♠10, ♥3 | two pairs
♠J, ♠3, ♣J, ♠10, ♠6 | pair
♠J, ♠3, ♣J, ♠10, ♦8 | pair
♠J, ♠3, ♣J, ♠10, ♣4 | pair
♠J, ♠3, ♣J, ♥3, ♠6 | two pairs
♠J, ♠3, ♣J, ♥3, ♦8 | two pairs
♠J, ♠3, ♣J, ♥3, ♣4 | two pairs
♠J, ♠3, ♣J, ♠6, ♦8 | pair
♠J, ♠3, ♣J, ♠6, ♣4 | pair
♠J, ♠3, ♣J, ♦8, ♣4 | pair
♠J, ♠3, ♠10, ♥3, ♠6 | pair
♠J, ♠3, ♠10, ♥3, ♦8 | pair
♠J, ♠3, ♠10, ♥3, ♣4 | pair
♠J, ♠3, ♥3, ♠6, ♦8 | pair
♠J, ♠3, ♥3, ♠6, ♣4 | pair
♠J, ♠3, ♥3, ♦8, ♣4 | pair
♠J, ♣J, ♠10, ♥3, ♠6 | pair
♠J, ♣J, ♠10, ♥3, ♦8 | pair
♠J, ♣J, ♠10, ♥3, ♣4 | pair
♠J, ♣J, ♠10, ♠6, ♦8 | pair
♠J, ♣J, ♠10, ♠6, ♣4 | pair
♠J, ♣J, ♠10, ♦8, ♣4 | pair
♠J, ♣J, ♥3, ♠6, ♦8 | pair
♠J, ♣J, ♥3, ♠6, ♣4 | pair
♠J, ♣J, ♥3, ♦8, ♣4 | pair
♠J, ♣J, ♠6, ♦8, ♣4 | pair
♠5, ♥8, ♠Q, ♠3, ♥3 | pair
♠5, ♥8, ♠Q, ♠3, ♦8 | pair
♠5, ♥8, ♠Q, ♣J, ♦8 | pair
♠5, ♥8, ♠Q, ♠10, ♦8 | pair
♠5, ♥8, ♠Q, ♥3, ♦8 | pair
♠5, ♥8, ♠Q, ♠6, ♦8 | pair
♠5, ♥8, ♠Q, ♦8, ♣4 | pair
♠5, ♥8, ♠3, ♣J, ♥3 | pair
♠5, ♥8, ♠3, ♣J, ♦8 | pair
♠5, ♥8, ♠3, ♠10, ♥3 | pair
♠5, ♥8, ♠3, ♠10, ♦8 | pair
♠5, ♥8, ♠3, ♥3, ♠6 | pair
♠5, ♥8, ♠3, ♥3, ♦8 | two pairs
♠5, ♥8, ♠3, ♥3, ♣4 | pair
♠5, ♥8, ♠3, ♠6, ♦8 | pair
♠5, ♥8, ♠3, ♦8, ♣4 | pair
♠5, ♥8, ♣J, ♠10, ♦8 | pair
♠5, ♥8, ♣J, ♥3, ♦8 | pair
♠5, ♥8, ♣J, ♠6, ♦8 | pair
♠5, ♥8, ♣J, ♦8, ♣4 | pair
♠5, ♥8, ♠10, ♥3, ♦8 | pair
♠5, ♥8, ♠10, ♠6, ♦8 | pair
♠5, ♥8, ♠10, ♦8, ♣4 | pair
♠5, ♥8, ♥3, ♠6, ♦8 | pair
♠5, ♥8, ♥3, ♦8, ♣4 | pair
♠5, ♥8, ♠6, ♦8, ♣4 | pair
♠5, ♠Q, ♠3, ♣J, ♥3 | pair
♠5, ♠Q, ♠3, ♠10, ♥3 | pair
♠5, ♠Q, ♠3, ♠10, ♠6 | flush
♠5, ♠Q, ♠3, ♥3, ♠6 | pair
♠5, ♠Q, ♠3, ♥3, ♦8 | pair
♠5, ♠Q, ♠3, ♥3, ♣4 | pair
♠5, ♠3, ♣J, ♠10, ♥3 | pair
♠5, ♠3, ♣J, ♥3, ♠6 | pair
♠5, ♠3, ♣J, ♥3, ♦8 | pair
♠5, ♠3, ♣J, ♥3, ♣4 | pair
♠5, ♠3, ♠10, ♥3, ♠6 | pair
♠5, ♠3, ♠10, ♥3, ♦8 | pair
♠5, ♠3, ♠10, ♥3, ♣4 | pair
♠5, ♠3, ♥3, ♠6, ♦8 | pair
♠5, ♠3, ♥3, ♠6, ♣4 | pair
♠5, ♠3, ♥3, ♦8, ♣4 | pair
♥8, ♠Q, ♠3, ♣J, ♥3 | pair
♥8, ♠Q, ♠3, ♣J, ♦8 | pair
♥8, ♠Q, ♠3, ♠10, ♥3 | pair
♥8, ♠Q, ♠3, ♠10, ♦8 | pair
♥8, ♠Q, ♠3, ♥3, ♠6 | pair
♥8, ♠Q, ♠3, ♥3, ♦8 | two pairs
♥8, ♠Q, ♠3, ♥3, ♣4 | pair
♥8, ♠Q, ♠3, ♠6, ♦8 | pair
♥8, ♠Q, ♠3, ♦8, ♣4 | pair
♥8, ♠Q, ♣J, ♠10, ♦8 | pair
♥8, ♠Q, ♣J, ♥3, ♦8 | pair
♥8, ♠Q, ♣J, ♠6, ♦8 | pair
♥8, ♠Q, ♣J, ♦8, ♣4 | pair
♥8, ♠Q, ♠10, ♥3, ♦8 | pair
♥8, ♠Q, ♠10, ♠6, ♦8 | pair
♥8, ♠Q, ♠10, ♦8, ♣4 | pair
♥8, ♠Q, ♥3, ♠6, ♦8 | pair
♥8, ♠Q, ♥3, ♦8, ♣4 | pair
♥8, ♠Q, ♠6, ♦8, ♣4 | pair
♥8, ♠3, ♣J, ♠10, ♥3 | pair
♥8, ♠3, ♣J, ♠10, ♦8 | pair
♥8, ♠3, ♣J, ♥3, ♠6 | pair
♥8, ♠3, ♣J, ♥3, ♦8 | two pairs
♥8, ♠3, ♣J, ♥3, ♣4 | pair
♥8, ♠3, ♣J, ♠6, ♦8 | pair
♥8, ♠3, ♣J, ♦8, ♣4 | pair
♥8, ♠3, ♠10, ♥3, ♠6 | pair
♥8, ♠3, ♠10, ♥3, ♦8 | two pairs
♥8, ♠3, ♠10, ♥3, ♣4 | pair
♥8, ♠3, ♠10, ♠6, ♦8 | pair
♥8, ♠3, ♠10, ♦8, ♣4 | pair
♥8, ♠3, ♥3, ♠6, ♦8 | two pairs
♥8, ♠3, ♥3, ♠6, ♣4 | pair
♥8, ♠3, ♥3, ♦8, ♣4 | two pairs
♥8, ♠3, ♠6, ♦8, ♣4 | pair
♥8, ♣J, ♠10, ♥3, ♦8 | pair
♥8, ♣J, ♠10, ♠6, ♦8 | pair
♥8, ♣J, ♠10, ♦8, ♣4 | pair
♥8, ♣J, ♥3, ♠6, ♦8 | pair
♥8, ♣J, ♥3, ♦8, ♣4 | pair
♥8, ♣J, ♠6, ♦8, ♣4 | pair
♥8, ♠10, ♥3, ♠6, ♦8 | pair
♥8, ♠10, ♥3, ♦8, ♣4 | pair
♥8, ♠10, ♠6, ♦8, ♣4 | pair
♥8, ♥3, ♠6, ♦8, ♣4 | pair
♠Q, ♠3, ♣J, ♠10, ♥3 | pair
♠Q, ♠3, ♣J, ♥3, ♠6 | pair
♠Q, ♠3, ♣J, ♥3, ♦8 | pair
♠Q, ♠3, ♣J, ♥3, ♣4 | pair
♠Q, ♠3, ♠10, ♥3, ♠6 | pair
♠Q, ♠3, ♠10, ♥3, ♦8 | pair
♠Q, ♠3, ♠10, ♥3, ♣4 | pair
♠Q, ♠3, ♥3, ♠6, ♦8 | pair
♠Q, ♠3, ♥3, ♠6, ♣4 | pair
♠Q, ♠3, ♥3, ♦8, ♣4 | pair
♠3, ♣J, ♠10, ♥3, ♠6 | pair
♠3, ♣J, ♠10, ♥3, ♦8 | pair
♠3, ♣J, ♠10, ♥3, ♣4 | pair
♠3, ♣J, ♥3, ♠6, ♦8 | pair
♠3, ♣J, ♥3, ♠6, ♣4 | pair
♠3, ♣J, ♥3, ♦8, ♣4 | pair
♠3, ♠10, ♥3, ♠6, ♦8 | pair
♠3, ♠10, ♥3, ♠6, ♣4 | pair
♠3, ♠10, ♥3, ♦8, ♣4 | pair
♠3, ♥3, ♠6, ♦8, ♣4 | pair
