♠4, ♦J, ♣7, ♥10, ♥7 | pair
♣7, ♥8, ♦2, ♣7, ♠10 | pair
♣7, ♥8, ♦2, ♣7, ♣K | pair
♣7, ♥8, ♦2, ♣7, ♥10 | pair
♣7, ♥8, ♦2, ♣7, ♥7 | three of a kind
♣7, ♥8, ♦2, ♣10, ♠10 | pair
♣7, ♥8, ♦2, ♣10, ♥10 | pair
♣7, ♥8, ♦2, ♣10, ♥7 | pair
♣7, ♥8, ♦2, ♠10, ♥10 | pair
♣7, ♥8, ♦2, ♠10, ♥7 | pair
♣7, ♥8, ♦2, ♣K, ♥7 | pair
♣7, ♥8, ♦2, ♥10, ♥7 | pair
♣7, ♥8, ♥7, ♣7, ♣10 | three of a kind
♣7, ♥8, ♥7, ♣7, ♠10 | three of a kind
♣7, ♥8, ♥7, ♣7, ♣K | three of a kind
♣7, ♥8, ♥7, ♣7, ♥10 | three of a kind
♣7, ♥8, ♥7, ♣7, ♥7 | four of a kind!
♣7, ♥8, ♥7, ♣10, ♠10 | two pairs
♣7, ♥8, ♥7, ♣10, ♣K | pair
♣7, ♥8, ♥7, ♣10, ♥10 | two pairs
♣7, ♥8, ♥7, ♣10, ♥7 | three of a kind
♣7, ♥8, ♥7, ♠10, ♣K | pair
♣7, ♥8, ♥7, ♠10, ♥10 | two pairs
♣7, ♥8, ♥7, ♠10, ♥7 | three of a kind
♣7, ♥8, ♥7, ♣K, ♥10 | pair
♣7, ♥8, ♥7, ♣K, ♥7 | three of a kind
♣7, ♥8, ♥7, ♥10, ♥7 | three of a kind
♣7, ♥8, ♣7, ♣10, ♠10 | two pairs
♣7, ♥8, ♣7, ♣10, ♣K | pair
♣7, ♥8, ♣7, ♣10, ♥10 | two pairs
♣7, ♥8, ♣7, ♣10, ♥7 | three of a kind
♣7, ♥8, ♣7, ♠10, ♣K | pair
♣7, ♥8, ♣7, ♠10, ♥10 | two pairs
♣7, ♥8, ♣7, ♠10, ♥7 | three of a kind
♣7, ♥8, ♣7, ♣K, ♥10 | pair
♣7, ♥8, ♣7, ♣K, ♥7 | three of a kind
♣7, ♥8, ♣7, ♥10, ♥7 | three of a kind
♣7, ♥8, ♣10, ♠10, ♣K | pair
♣7, ♥8, ♣10, ♠10, ♥10 | three of a kind
♣7, ♥8, ♣10, ♠10, ♥7 | two pairs
♣7, ♥8, ♣10, ♣K, ♥10 | pair
♣7, ♥8, ♣10, ♣K, ♥7 | pair
♣7, ♥8, ♣10, ♥10, ♥7 | two pairs
♣7, ♥8, ♠10, ♣K, ♥10 | pair
♣7, ♥8, ♠10, ♣K, ♥7 | pair
♣7, ♥8, ♠10, ♥10, ♥7 | two pairs
♣7, ♥8, ♣K, ♥10, ♥7 | pair
♣7, ♦2, ♥7, ♣7, ♣10 | three of a kind
♣7, ♦2, ♥7, ♣7, ♠10 | three of a kind
♣7, ♦2, ♥7, ♣7, ♣K | three of a kind
♣7, ♦2, ♥7, ♣7, ♥10 | three of a kind
♣7, ♦2, ♥7, ♣7, ♥7 | four of a kind!
♣7, ♦2, ♥7, ♣10, ♠10 | two pairs
♣7, ♦2, ♥7, ♣10, ♣K | pair
♣7, ♦2, ♥7, ♣10, ♥10 | two pairs
♣7, ♦2, ♥7, ♣10, ♥7 | three of a kind
♣7, ♦2, ♥7, ♠10, ♣K | pair
♣7, ♦2, ♥7, ♠10, ♥10 | two pairs
♣7, ♦2, ♥7, ♠10, ♥7 | three of a kind
♣7, ♦2, ♥7, ♣K, ♥10 | pair
♣7, ♦2, ♥7, ♣K, ♥7 | three of a kind
♣7, ♦2, ♥7, ♥10, ♥7 | three of a kind
♣7, ♦2, ♣7, ♣10, ♠10 | two pairs
♣7, ♦2, ♣7, ♣10, ♣K | pair
♣7, ♦2, ♣7, ♣10, ♥10 | two pairs
♣7, ♦2, ♣7, ♣10, ♥7 | three of a kind
♣7, ♦2, ♣7, ♠10, ♣K | pair
♣7, ♦2, ♣7, ♠10, ♥10 | two pairs
♣7, ♦2, ♣7, ♠10, ♥7 | three of a kind
♣7, ♦2, ♣7, ♣K, ♥10 | pair
♣7, ♦2, ♣7, ♣K, ♥7 | three of a kind
♣7, ♦2, ♣7, ♥10, ♥7 | three of a kind
♣7, ♦2, ♣10, ♠10, ♣K | pair
♣7, ♦2, ♣10, ♠10, ♥10 | three of a kind
♣7, ♦2, ♣10, ♠10, ♥7 | two pairs
♣7, ♦2, ♣10, ♣K, ♥10 | pair
♣7, ♦2, ♣10, ♣K, ♥7 | pair
♣7, ♦2, ♣10, ♥10, ♥7 | two pairs
♣7, ♦2, ♠10, ♣K, ♥10 | pair
♣7, ♦2, ♠10, ♣K, ♥7 | pair
♣7, ♦2, ♠10, ♥10, ♥7 | two pairs
♣7, ♦2, ♣K, ♥10, ♥7 | pair
♣7, ♥7, ♣7, ♣10, ♠10 | fullhouse
♣7, ♥7, ♣7, ♣10, ♣K | three of a kind
♣7, ♥7, ♣7, ♣10, ♥10 | fullhouse
♣7, ♥7, ♣7, ♣10, ♥7 | four of a kind!
♣7, ♥7, ♣7, ♠10, ♣K | three of a kind
♣7, ♥7, ♣7, ♠10, ♥10 | fullhouse
♣7, ♥7, ♣7, ♠10, ♥7 | four of a kind!
♣7, ♥7, ♣7, ♣K, ♥10 | three of a kind
♣7, ♥7, ♣7, ♣K, ♥7 | four of a kind!
♣7, ♥7, ♣7, ♥10, ♥7 | four of a kind!
♣7, ♥7, ♣10, ♠10, ♣K | two pairs
♣7, ♥7, ♣10, ♠10, ♥10 | fullhouse
♣7, ♥7, ♣10, ♠10, ♥7 | fullhouse
♣7, ♥7, ♣10, ♣K, ♥10 | two pairs
♣7, ♥7, ♣10, ♣K, ♥7 | three of a kind
♣7, ♥7, ♣10, ♥10, ♥7 | fullhouse
♣7, ♥7, ♠10, ♣K, ♥10 | two pairs
♣7, ♥7, ♠10, ♣K, ♥7 | three of a kind
♣7, ♥7, ♠10, ♥10, ♥7 | fullhouse
♣7, ♥7, ♣K, ♥10, ♥7 | three of a kind
♣7, ♣7, ♣10, ♠10, ♣K | two pairs
♣7, ♣7, ♣10, ♠10, ♥10 | fullhouse
♣7, ♣7, ♣10, ♠10, ♥7 | fullhouse
♣7, ♣7, ♣10, ♣K, ♥10 | two pairs
♣7, ♣7, ♣10, ♣K, ♥7 | three of a kind
♣7, ♣7, ♣10, ♥10, ♥7 | fullhouse
♣7, ♣7, ♠10, ♣K, ♥10 | two pairs
♣7, ♣7, ♠10, ♣K, ♥7 | three of a kind
♣7, ♣7, ♠10, ♥10, ♥7 | fullhouse
♣7, ♣7, ♣K, ♥10, ♥7 | three of a kind
♣7, ♣10, ♠10, ♣K, ♥10 | three of a kind
♣7, ♣10, ♠10, ♣K, ♥7 | two pairs
♣7, ♣10, ♠10, ♥10, ♥7 | fullhouse
♣7, ♣10, ♣K, ♥10, ♥7 | two pairs
♣7, ♠10, ♣K, ♥10, ♥7 | two pairs
♥10, ♦5, ♦6, ♦5, ♥8 | pair
♥10, ♦5, ♦6, ♦5, ♦2 | pair
♥10, ♦5, ♦6, ♦5, ♥7 | pair
♥10, ♦5, ♦6, ♦5, ♣7 | pair
♥10, ♦5, ♦6, ♦5, ♣10 | two pairs
♥10, ♦5, ♦6, ♦5, ♠10 | two pairs
♥10, ♦5, ♦6, ♦5, ♣K | pair
♥10, ♦5, ♦6, ♦5, ♥10 | two pairs
♥10, ♦5, ♦6, ♦5, ♥7 | pair
♥10, ♦5, ♦6, ♥8, ♣10 | pair
♥10, ♦5, ♦6, ♥8, ♠10 | pair
♥10, ♦5, ♦6, ♥8, ♥10 | pair
♥10, ♦5, ♦6, ♦2, ♣10 | pair
♥10, ♦5, ♦6, ♦2, ♠10 | pair
♥10, ♦5, ♦6, ♦2, ♥10 | pair
♥10, ♦5, ♦6, ♥7, ♣7 | pair
♥10, ♦5, ♦6, ♥7, ♣10 | pair
♥10, ♦5, ♦6, ♥7, ♠10 | pair
♥10, ♦5, ♦6, ♥7, ♥10 | pair
♥10, ♦5, ♦6, ♥7, ♥7 | pair
♥10, ♦5, ♦6, ♣7, ♣10 | pair
♥10, ♦5, ♦6, ♣7, ♠10 | pair
♥10, ♦5, ♦6, ♣7, ♥10 | pair
♥10, ♦5, ♦6, ♣7, ♥7 | pair
♥10, ♦5, ♦6, ♣10, ♠10 | three of a kind
♥10, ♦5, ♦6, ♣10, ♣K | pair
♥10, ♦5, ♦6, ♣10, ♥10 | three of a kind
♥10, ♦5, ♦6, ♣10, ♥7 | pair
♥10, ♦5, ♦6, ♠10, ♣K | pair
♥10, ♦5, ♦6, ♠10, ♥10 | three of a kind
♥10, ♦5, ♦6, ♠10, ♥7 | pair
♥10, ♦5, ♦6, ♣K, ♥10 | pair
♥10, ♦5, ♦6, ♥10, ♥7 | pair
♥10, ♦5, ♦5, ♥8, ♦2 | pair
♥10, ♦5, ♦5, ♥8, ♥7 | pair
♥10, ♦5, ♦5, ♥8, ♣7 | pair
♥10, ♦5, ♦5, ♥8, ♣10 | two pairs
♥10, ♦5, ♦5, ♥8, ♠10 | two pairs
♥10, ♦5, ♦5, ♥8, ♣K | pair
♥10, ♦5, ♦5, ♥8, ♥10 | two pairs
♥10, ♦5, ♦5, ♥8, ♥7 | pair
♥10, ♦5, ♦5, ♦2, ♥7 | pair
♥10, ♦5, ♦5, ♦2, ♣7 | pair
♥10, ♦5, ♦5, ♦2, ♣10 | two pairs
♥10, ♦5, ♦5, ♦2, ♠10 | two pairs
♥10, ♦5, ♦5, ♦2, ♣K | pair
♥10, ♦5, ♦5, ♦2, ♥10 | two pairs
♥10, ♦5, ♦5, ♦2, ♥7 | pair
♥10, ♦5, ♦5, ♥7, ♣7 | two pairs
♥10, ♦5, ♦5, ♥7, ♣10 | two pairs
♥10, ♦5, ♦5, ♥7, ♠10 | two pairs
♥10, ♦5, ♦5, ♥7, ♣K | pair
♥10, ♦5, ♦5, ♥7, ♥10 | two pairs
♥10, ♦5, ♦5, ♥7, ♥7 | two pairs
♥10, ♦5, ♦5, ♣7, ♣10 | two pairs
♥10, ♦5, ♦5, ♣7, ♠10 | two pairs
♥10, ♦5, ♦5, ♣7, ♣K | pair
♥10, ♦5, ♦5, ♣7, ♥10 | two pairs
♥10, ♦5, ♦5, ♣7, ♥7 | two pairs
♥10, ♦5, ♦5, ♣10, ♠10 | fullhouse
♥10, ♦5, ♦5, ♣10, ♣K | two pairs
♥10, ♦5, ♦5, ♣10, ♥10 | fullhouse
♥10, ♦5, ♦5, ♣10, ♥7 | two pairs
♥10, ♦5, ♦5, ♠10, ♣K | two pairs
♥10, ♦5, ♦5, ♠10, ♥10 | fullhouse
♥10, ♦5, ♦5, ♠10, ♥7 | two pairs
♥10, ♦5, ♦5, ♣K, ♥10 | two pairs
♥10, ♦5, ♦5, ♣K, ♥7 | pair
♥10, ♦5, ♦5, ♥10, ♥7 | two pairs
♥10, ♦5, ♥8, ♦2, ♣10 | pair
♥10, ♦5, ♥8, ♦2, ♠10 | pair
♥10, ♦5, ♥8, ♦2, ♥10 | pair
♥10, ♦5, ♥8, ♥7, ♣7 | pair
♥10, ♦5, ♥8, ♥7, ♣10 | pair
♥10, ♦5, ♥8, ♥7, ♠10 | pair
♥10, ♦5, ♥8, ♥7, ♥10 | pair
♥10, ♦5, ♥8, ♥7, ♥7 | pair
♥10, ♦5, ♥8, ♣7, ♣10 | pair
♥10, ♦5, ♥8, ♣7, ♠10 | pair
♥10, ♦5, ♥8, ♣7, ♥10 | pair
♥10, ♦5, ♥8, ♣7, ♥7 | pair
♥10, ♦5, ♥8, ♣10, ♠10 | three of a kind
♥10, ♦5, ♥8, ♣10, ♣K | pair
♥10, ♦5, ♥8, ♣10, ♥10 | three of a kind
♥10, ♦5, ♥8, ♣10, ♥7 | pair
♥10, ♦5, ♥8, ♠10, ♣K | pair
♥10, ♦5, ♥8, ♠10, ♥10 | three of a kind
♥10, ♦5, ♥8, ♠10, ♥7 | pair
♥10, ♦5, ♥8, ♣K, ♥10 | pair
♥10, ♦5, ♥8, ♥10, ♥7 | pair
♥10, ♦5, ♦2, ♥7, ♣7 | pair
♥10, ♦5, ♦2, ♥7, ♣10 | pair
♥10, ♦5, ♦2, ♥7, ♠10 | pair
♥10, ♦5, ♦2, ♥7, ♥10 | pair
♥10, ♦5, ♦2, ♥7, ♥7 | pair
♥10, ♦5, ♦2, ♣7, ♣10 | pair
♥10, ♦5, ♦2, ♣7, ♠10 | pair
♥10, ♦5, ♦2, ♣7, ♥10 | pair
♥10, ♦5, ♦2, ♣7, ♥7 | pair
♥10, ♦5, ♦2, ♣10, ♠10 | three of a kind
♥10, ♦5, ♦2, ♣10, ♣K | pair
♥10, ♦5, ♦2, ♣10, ♥10 | three of a kind
♥10, ♦5, ♦2, ♣10, ♥7 | pair
♥10, ♦5, ♦2, ♠10, ♣K | pair
♥10, ♦5, ♦2, ♠10, ♥10 | three of a kind
♥10, ♦5, ♦2, ♠10, ♥7 | pair
♥10, ♦5, ♦2, ♣K, ♥10 | pair
♥10, ♦5, ♦2, ♥10, ♥7 | pair
♥10, ♦5, ♥7, ♣7, ♣10 | two pairs
♥10, ♦5, ♥7, ♣7, ♠10 | two pairs
♥10, ♦5, ♥7, ♣7, ♣K | pair
♥10, ♦5, ♥7, ♣7, ♥10 | two pairs
♥10, ♦5, ♥7, ♣7, ♥7 | three of a kind
♥10, ♦5, ♥7, ♣10, ♠10 | three of a kind
♥10, ♦5, ♥7, ♣10, ♣K | pair
♥10, ♦5, ♥7, ♣10, ♥10 | three of a kind
♥10, ♦5, ♥7, ♣10, ♥7 | two pairs
♥10, ♦5, ♥7, ♠10, ♣K | pair
♥10, ♦5, ♥7, ♠10, ♥10 | three of a kind
♥10, ♦5, ♥7, ♠10, ♥7 | two pairs
♥10, ♦5, ♥7, ♣K, ♥10 | pair
♥10, ♦5, ♥7, ♣K, ♥7 | pair
♥10, ♦5, ♥7, ♥10, ♥7 | two pairs
♥10, ♦5, ♣7, ♣10, ♠10 | three of a kind
♥10, ♦5, ♣7, ♣10, ♣K | pair
♥10, ♦5, ♣7, ♣10, ♥10 | three of a kind
♥10, ♦5, ♣7, ♣10, ♥7 | two pairs
♥10, ♦5, ♣7, ♠10, ♣K | pair
♥10, ♦5, ♣7, ♠10, ♥10 | three of a kind
♥10, ♦5, ♣7, ♠10, ♥7 | two pairs
♥10, ♦5, ♣7, ♣K, ♥10 | pair
♥10, ♦5, ♣7, ♣K, ♥7 | pair
♥10, ♦5, ♣7, ♥10, ♥7 | two pairs
♥10, ♦5, ♣10, ♠10, ♣K | three of a kind
♥10, ♦5, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♦5, ♣10, ♠10, ♥7 | three of a kind
♥10, ♦5, ♣10, ♣K, ♥10 | three of a kind
♥10, ♦5, ♣10, ♣K, ♥7 | pair
♥10, ♦5, ♣10, ♥10, ♥7 | three of a kind
♥10, ♦5, ♠10, ♣K, ♥10 | three of a kind
♥10, ♦5, ♠10, ♣K, ♥7 | pair
♥10, ♦5, ♠10, ♥10, ♥7 | three of a kind
♥10, ♦5, ♣K, ♥10, ♥7 | pair
♥10, ♦6, ♦5, ♥8, ♣10 | pair
♥10, ♦6, ♦5, ♥8, ♠10 | pair
♥10, ♦6, ♦5, ♥8, ♥10 | pair
♥10, ♦6, ♦5, ♦2, ♣10 | pair
♥10, ♦6, ♦5, ♦2, ♠10 | pair
♥10, ♦6, ♦5, ♦2, ♥10 | pair
♥10, ♦6, ♦5, ♥7, ♣7 | pair
♥10, ♦6, ♦5, ♥7, ♣10 | pair
♥10, ♦6, ♦5, ♥7, ♠10 | pair
♥10, ♦6, ♦5, ♥7, ♥10 | pair
♥10, ♦6, ♦5, ♥7, ♥7 | pair
♥10, ♦6, ♦5, ♣7, ♣10 | pair
♥10, ♦6, ♦5, ♣7, ♠10 | pair
♥10, ♦6, ♦5, ♣7, ♥10 | pair
♥10, ♦6, ♦5, ♣7, ♥7 | pair
♥10, ♦6, ♦5, ♣10, ♠10 | three of a kind
♥10, ♦6, ♦5, ♣10, ♣K | pair
♥10, ♦6, ♦5, ♣10, ♥10 | three of a kind
♥10, ♦6, ♦5, ♣10, ♥7 | pair
♥10, ♦6, ♦5, ♠10, ♣K | pair
♥10, ♦6, ♦5, ♠10, ♥10 | three of a kind
♥10, ♦6, ♦5, ♠10, ♥7 | pair
♥10, ♦6, ♦5, ♣K, ♥10 | pair
♥10, ♦6, ♦5, ♥10, ♥7 | pair
♥10, ♦6, ♥8, ♦2, ♣10 | pair
♥10, ♦6, ♥8, ♦2, ♠10 | pair
♥10, ♦6, ♥8, ♦2, ♥10 | pair
♥10, ♦6, ♥8, ♥7, ♣7 | pair
♥10, ♦6, ♥8, ♥7, ♣10 | pair
♥10, ♦6, ♥8, ♥7, ♠10 | pair
♥10, ♦6, ♥8, ♥7, ♥10 | pair
♥10, ♦6, ♥8, ♥7, ♥7 | pair
♥10, ♦6, ♥8, ♣7, ♣10 | pair
♥10, ♦6, ♥8, ♣7, ♠10 | pair
♥10, ♦6, ♥8, ♣7, ♥10 | pair
♥10, ♦6, ♥8, ♣7, ♥7 | pair
♥10, ♦6, ♥8, ♣10, ♠10 | three of a kind
♥10, ♦6, ♥8, ♣10, ♣K | pair
♥10, ♦6, ♥8, ♣10, ♥10 | three of a kind
♥10, ♦6, ♥8, ♣10, ♥7 | pair
♥10, ♦6, ♥8, ♠10, ♣K | pair
♥10, ♦6, ♥8, ♠10, ♥10 | three of a kind
♥10, ♦6, ♥8, ♠10, ♥7 | pair
♥10, ♦6, ♥8, ♣K, ♥10 | pair
♥10, ♦6, ♥8, ♥10, ♥7 | pair
♥10, ♦6, ♦2, ♥7, ♣7 | pair
♥10, ♦6, ♦2, ♥7, ♣10 | pair
♥10, ♦6, ♦2, ♥7, ♠10 | pair
♥10, ♦6, ♦2, ♥7, ♥10 | pair
♥10, ♦6, ♦2, ♥7, ♥7 | pair
♥10, ♦6, ♦2, ♣7, ♣10 | pair
♥10, ♦6, ♦2, ♣7, ♠10 | pair
♥10, ♦6, ♦2, ♣7, ♥10 | pair
♥10, ♦6, ♦2, ♣7, ♥7 | pair
♥10, ♦6, ♦2, ♣10, ♠10 | three of a kind
♥10, ♦6, ♦2, ♣10, ♣K | pair
♥10, ♦6, ♦2, ♣10, ♥10 | three of a kind
♥10, ♦6, ♦2, ♣10, ♥7 | pair
♥10, ♦6, ♦2, ♠10, ♣K | pair
♥10, ♦6, ♦2, ♠10, ♥10 | three of a kind
♥10, ♦6, ♦2, ♠10, ♥7 | pair
♥10, ♦6, ♦2, ♣K, ♥10 | pair
♥10, ♦6, ♦2, ♥10, ♥7 | pair
♥10, ♦6, ♥7, ♣7, ♣10 | two pairs
♥10, ♦6, ♥7, ♣7, ♠10 | two pairs
♥10, ♦6, ♥7, ♣7, ♣K | pair
♥10, ♦6, ♥7, ♣7, ♥10 | two pairs
♥10, ♦6, ♥7, ♣7, ♥7 | three of a kind
♥10, ♦6, ♥7, ♣10, ♠10 | three of a kind
♥10, ♦6, ♥7, ♣10, ♣K | pair
♥10, ♦6, ♥7, ♣10, ♥10 | three of a kind
♥10, ♦6, ♥7, ♣10, ♥7 | two pairs
♥10, ♦6, ♥7, ♠10, ♣K | pair
♥10, ♦6, ♥7, ♠10, ♥10 | three of a kind
♥10, ♦6, ♥7, ♠10, ♥7 | two pairs
♥10, ♦6, ♥7, ♣K, ♥10 | pair
♥10, ♦6, ♥7, ♣K, ♥7 | pair
♥10, ♦6, ♥7, ♥10, ♥7 | two pairs
♥10, ♦6, ♣7, ♣10, ♠10 | three of a kind
♥10, ♦6, ♣7, ♣10, ♣K | pair
♥10, ♦6, ♣7, ♣10, ♥10 | three of a kind
♥10, ♦6, ♣7, ♣10, ♥7 | two pairs
♥10, ♦6, ♣7, ♠10, ♣K | pair
♥10, ♦6, ♣7, ♠10, ♥10 | three of a kind
♥10, ♦6, ♣7, ♠10, ♥7 | two pairs
♥10, ♦6, ♣7, ♣K, ♥10 | pair
♥10, ♦6, ♣7, ♣K, ♥7 | pair
♥10, ♦6, ♣7, ♥10, ♥7 | two pairs
♥10, ♦6, ♣10, ♠10, ♣K | three of a kind
♥10, ♦6, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♦6, ♣10, ♠10, ♥7 | three of a kind
♥10, ♦6, ♣10, ♣K, ♥10 | three of a kind
♥10, ♦6, ♣10, ♣K, ♥7 | pair
♥10, ♦6, ♣10, ♥10, ♥7 | three of a kind
♥10, ♦6, ♠10, ♣K, ♥10 | three of a kind
♥10, ♦6, ♠10, ♣K, ♥7 | pair
♥10, ♦6, ♠10, ♥10, ♥7 | three of a kind
♥10, ♦6, ♣K, ♥10, ♥7 | pair
♥10, ♦5, ♥8, ♦2, ♣10 | pair
♥10, ♦5, ♥8, ♦2, ♠10 | pair
♥10, ♦5, ♥8, ♦2, ♥10 | pair
♥10, ♦5, ♥8, ♥7, ♣7 | pair
♥10, ♦5, ♥8, ♥7, ♣10 | pair
♥10, ♦5, ♥8, ♥7, ♠10 | pair
♥10, ♦5, ♥8, ♥7, ♥10 | pair
♥10, ♦5, ♥8, ♥7, ♥7 | pair
♥10, ♦5, ♥8, ♣7, ♣10 | pair
♥10, ♦5, ♥8, ♣7, ♠10 | pair
♥10, ♦5, ♥8, ♣7, ♥10 | pair
♥10, ♦5, ♥8, ♣7, ♥7 | pair
♥10, ♦5, ♥8, ♣10, ♠10 | three of a kind
♥10, ♦5, ♥8, ♣10, ♣K | pair
♥10, ♦5, ♥8, ♣10, ♥10 | three of a kind
♥10, ♦5, ♥8, ♣10, ♥7 | pair
♥10, ♦5, ♥8, ♠10, ♣K | pair
♥10, ♦5, ♥8, ♠10, ♥10 | three of a kind
♥10, ♦5, ♥8, ♠10, ♥7 | pair
♥10, ♦5, ♥8, ♣K, ♥10 | pair
♥10, ♦5, ♥8, ♥10, ♥7 | pair
♥10, ♦5, ♦2, ♥7, ♣7 | pair
♥10, ♦5, ♦2, ♥7, ♣10 | pair
♥10, ♦5, ♦2, ♥7, ♠10 | pair
♥10, ♦5, ♦2, ♥7, ♥10 | pair
♥10, ♦5, ♦2, ♥7, ♥7 | pair
♥10, ♦5, ♦2, ♣7, ♣10 | pair
♥10, ♦5, ♦2, ♣7, ♠10 | pair
♥10, ♦5, ♦2, ♣7, ♥10 | pair
♥10, ♦5, ♦2, ♣7, ♥7 | pair
♥10, ♦5, ♦2, ♣10, ♠10 | three of a kind
♥10, ♦5, ♦2, ♣10, ♣K | pair
♥10, ♦5, ♦2, ♣10, ♥10 | three of a kind
♥10, ♦5, ♦2, ♣10, ♥7 | pair
♥10, ♦5, ♦2, ♠10, ♣K | pair
♥10, ♦5, ♦2, ♠10, ♥10 | three of a kind
♥10, ♦5, ♦2, ♠10, ♥7 | pair
♥10, ♦5, ♦2, ♣K, ♥10 | pair
♥10, ♦5, ♦2, ♥10, ♥7 | pair
♥10, ♦5, ♥7, ♣7, ♣10 | two pairs
♥10, ♦5, ♥7, ♣7, ♠10 | two pairs
♥10, ♦5, ♥7, ♣7, ♣K | pair
♥10, ♦5, ♥7, ♣7, ♥10 | two pairs
♥10, ♦5, ♥7, ♣7, ♥7 | three of a kind
♥10, ♦5, ♥7, ♣10, ♠10 | three of a kind
♥10, ♦5, ♥7, ♣10, ♣K | pair
♥10, ♦5, ♥7, ♣10, ♥10 | three of a kind
♥10, ♦5, ♥7, ♣10, ♥7 | two pairs
♥10, ♦5, ♥7, ♠10, ♣K | pair
♥10, ♦5, ♥7, ♠10, ♥10 | three of a kind
♥10, ♦5, ♥7, ♠10, ♥7 | two pairs
♥10, ♦5, ♥7, ♣K, ♥10 | pair
♥10, ♦5, ♥7, ♣K, ♥7 | pair
♥10, ♦5, ♥7, ♥10, ♥7 | two pairs
♥10, ♦5, ♣7, ♣10, ♠10 | three of a kind
♥10, ♦5, ♣7, ♣10, ♣K | pair
♥10, ♦5, ♣7, ♣10, ♥10 | three of a kind
♥10, ♦5, ♣7, ♣10, ♥7 | two pairs
♥10, ♦5, ♣7, ♠10, ♣K | pair
♥10, ♦5, ♣7, ♠10, ♥10 | three of a kind
♥10, ♦5, ♣7, ♠10, ♥7 | two pairs
♥10, ♦5, ♣7, ♣K, ♥10 | pair
♥10, ♦5, ♣7, ♣K, ♥7 | pair
♥10, ♦5, ♣7, ♥10, ♥7 | two pairs
♥10, ♦5, ♣10, ♠10, ♣K | three of a kind
♥10, ♦5, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♦5, ♣10, ♠10, ♥7 | three of a kind
♥10, ♦5, ♣10, ♣K, ♥10 | three of a kind
♥10, ♦5, ♣10, ♣K, ♥7 | pair
♥10, ♦5, ♣10, ♥10, ♥7 | three of a kind
♥10, ♦5, ♠10, ♣K, ♥10 | three of a kind
♥10, ♦5, ♠10, ♣K, ♥7 | pair
♥10, ♦5, ♠10, ♥10, ♥7 | three of a kind
♥10, ♦5, ♣K, ♥10, ♥7 | pair
♥10, ♥8, ♦2, ♥7, ♣7 | pair
♥10, ♥8, ♦2, ♥7, ♣10 | pair
♥10, ♥8, ♦2, ♥7, ♠10 | pair
♥10, ♥8, ♦2, ♥7, ♥10 | pair
♥10, ♥8, ♦2, ♥7, ♥7 | pair
♥10, ♥8, ♦2, ♣7, ♣10 | pair
♥10, ♥8, ♦2, ♣7, ♠10 | pair
♥10, ♥8, ♦2, ♣7, ♥10 | pair
♥10, ♥8, ♦2, ♣7, ♥7 | pair
♥10, ♥8, ♦2, ♣10, ♠10 | three of a kind
♥10, ♥8, ♦2, ♣10, ♣K | pair
♥10, ♥8, ♦2, ♣10, ♥10 | three of a kind
♥10, ♥8, ♦2, ♣10, ♥7 | pair
♥10, ♥8, ♦2, ♠10, ♣K | pair
♥10, ♥8, ♦2, ♠10, ♥10 | three of a kind
♥10, ♥8, ♦2, ♠10, ♥7 | pair
♥10, ♥8, ♦2, ♣K, ♥10 | pair
♥10, ♥8, ♦2, ♥10, ♥7 | pair
♥10, ♥8, ♥7, ♣7, ♣10 | two pairs
♥10, ♥8, ♥7, ♣7, ♠10 | two pairs
♥10, ♥8, ♥7, ♣7, ♣K | pair
♥10, ♥8, ♥7, ♣7, ♥10 | two pairs
♥10, ♥8, ♥7, ♣7, ♥7 | three of a kind
♥10, ♥8, ♥7, ♣10, ♠10 | three of a kind
♥10, ♥8, ♥7, ♣10, ♣K | pair
♥10, ♥8, ♥7, ♣10, ♥10 | three of a kind
♥10, ♥8, ♥7, ♣10, ♥7 | two pairs
♥10, ♥8, ♥7, ♠10, ♣K | pair
♥10, ♥8, ♥7, ♠10, ♥10 | three of a kind
♥10, ♥8, ♥7, ♠10, ♥7 | two pairs
♥10, ♥8, ♥7, ♣K, ♥10 | pair
♥10, ♥8, ♥7, ♣K, ♥7 | pair
♥10, ♥8, ♥7, ♥10, ♥7 | flush
♥10, ♥8, ♣7, ♣10, ♠10 | three of a kind
♥10, ♥8, ♣7, ♣10, ♣K | pair
♥10, ♥8, ♣7, ♣10, ♥10 | three of a kind
♥10, ♥8, ♣7, ♣10, ♥7 | two pairs
♥10, ♥8, ♣7, ♠10, ♣K | pair
♥10, ♥8, ♣7, ♠10, ♥10 | three of a kind
♥10, ♥8, ♣7, ♠10, ♥7 | two pairs
♥10, ♥8, ♣7, ♣K, ♥10 | pair
♥10, ♥8, ♣7, ♣K, ♥7 | pair
♥10, ♥8, ♣7, ♥10, ♥7 | two pairs
♥10, ♥8, ♣10, ♠10, ♣K | three of a kind
♥10, ♥8, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♥8, ♣10, ♠10, ♥7 | three of a kind
♥10, ♥8, ♣10, ♣K, ♥10 | three of a kind
♥10, ♥8, ♣10, ♣K, ♥7 | pair
