♠Q, ♠2, ♥2, ♣K, ♣8 | pair
♣8, ♦7, ♥5, ♦7, ♠2 | pair
♣8, ♦7, ♥5, ♦7, ♥7 | three of a kind
♣8, ♦7, ♥5, ♦7, ♠2 | pair
♣8, ♦7, ♥5, ♦7, ♥7 | three of a kind
♣8, ♦7, ♥5, ♠2, ♥7 | pair
♣8, ♦7, ♣6, ♦7, ♦7 | three of a kind
♣8, ♦7, ♣6, ♦7, ♠2 | pair
♣8, ♦7, ♣6, ♦7, ♥7 | three of a kind
♣8, ♦7, ♣6, ♦7, ♠2 | pair
♣8, ♦7, ♣6, ♦7, ♥7 | three of a kind
♣8, ♦7, ♣6, ♠2, ♥7 | pair
♣8, ♦7, ♦7, ♦7, ♠2 | three of a kind
♣8, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♣8, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣8, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣8, ♥5, ♣6, ♦7, ♦7 | pair
♣8, ♥5, ♣6, ♦7, ♥7 | pair
♣8, ♥5, ♣6, ♦7, ♥7 | pair
♣8, ♥5, ♦7, ♦7, ♠2 | pair
♣8, ♥5, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥5, ♦7, ♠2, ♥7 | pair
♣8, ♥5, ♦7, ♠2, ♥7 | pair
♣8, ♣6, ♦7, ♦7, ♠2 | pair
♣8, ♣6, ♦7, ♦7, ♥7 | three of a kind
♣8, ♣6, ♦7, ♠2, ♥7 | pair
♣8, ♣6, ♦7, ♠2, ♥7 | pair
♣8, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥A, ♥K, ♠6, ♦7, ♣6 | pair
♥A, ♥K, ♠6, ♦7, ♦7 | pair
♥A, ♥K, ♠6, ♦7, ♦7 | pair
♥A, ♥K, ♠6, ♦7, ♥7 | pair
♥A, ♥K, ♠6, ♥5, ♣6 | pair
♥A, ♥K, ♠6, ♣6, ♦7 | pair
♥A, ♥K, ♠6, ♣6, ♦7 | pair
♥A, ♥K, ♠6, ♣6, ♠2 | pair
♥A, ♥K, ♠6, ♣6, ♥7 | pair
♥A, ♥K, ♠6, ♦7, ♦7 | pair
♥A, ♥K, ♠6, ♦7, ♥7 | pair
♥A, ♥K, ♠6, ♦7, ♥7 | pair
♥A, ♥K, ♦7, ♥5, ♦7 | pair
♥A, ♥K, ♦7, ♥5, ♦7 | pair
♥A, ♥K, ♦7, ♥5, ♥7 | pair
♥A, ♥K, ♦7, ♣6, ♦7 | pair
♥A, ♥K, ♦7, ♣6, ♦7 | pair
♥A, ♥K, ♦7, ♣6, ♥7 | pair
♥A, ♥K, ♦7, ♦7, ♦7 | three of a kind
♥A, ♥K, ♦7, ♦7, ♠2 | pair
♥A, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥A, ♥K, ♦7, ♦7, ♠2 | pair
♥A, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥A, ♥K, ♦7, ♠2, ♥7 | pair
♥A, ♥K, ♥5, ♦7, ♦7 | pair
♥A, ♥K, ♥5, ♦7, ♥7 | pair
♥A, ♥K, ♥5, ♦7, ♥7 | pair
♥A, ♥K, ♣6, ♦7, ♦7 | pair
♥A, ♥K, ♣6, ♦7, ♥7 | pair
♥A, ♥K, ♣6, ♦7, ♥7 | pair
♥A, ♥K, ♦7, ♦7, ♠2 | pair
♥A, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥A, ♥K, ♦7, ♠2, ♥7 | pair
♥A, ♥K, ♦7, ♠2, ♥7 | pair
♥A, ♠6, ♦7, ♥5, ♣6 | pair
♥A, ♠6, ♦7, ♥5, ♦7 | pair
♥A, ♠6, ♦7, ♥5, ♦7 | pair
♥A, ♠6, ♦7, ♥5, ♥7 | pair
♥A, ♠6, ♦7, ♣6, ♦7 | two pairs
♥A, ♠6, ♦7, ♣6, ♦7 | two pairs
♥A, ♠6, ♦7, ♣6, ♠2 | pair
♥A, ♠6, ♦7, ♣6, ♥7 | two pairs
♥A, ♠6, ♦7, ♦7, ♦7 | three of a kind
♥A, ♠6, ♦7, ♦7, ♠2 | pair
♥A, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥A, ♠6, ♦7, ♦7, ♠2 | pair
♥A, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥A, ♠6, ♦7, ♠2, ♥7 | pair
♥A, ♠6, ♥5, ♣6, ♦7 | pair
♥A, ♠6, ♥5, ♣6, ♦7 | pair
♥A, ♠6, ♥5, ♣6, ♠2 | pair
♥A, ♠6, ♥5, ♣6, ♥7 | pair
♥A, ♠6, ♥5, ♦7, ♦7 | pair
♥A, ♠6, ♥5, ♦7, ♥7 | pair
♥A, ♠6, ♥5, ♦7, ♥7 | pair
♥A, ♠6, ♣6, ♦7, ♦7 | two pairs
♥A, ♠6, ♣6, ♦7, ♠2 | pair
♥A, ♠6, ♣6, ♦7, ♥7 | two pairs
♥A, ♠6, ♣6, ♦7, ♠2 | pair
♥A, ♠6, ♣6, ♦7, ♥7 | two pairs
♥A, ♠6, ♣6, ♠2, ♥7 | pair
♥A, ♠6, ♦7, ♦7, ♠2 | pair
♥A, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥A, ♠6, ♦7, ♠2, ♥7 | pair
♥A, ♠6, ♦7, ♠2, ♥7 | pair
♥A, ♦7, ♥5, ♣6, ♦7 | pair
♥A, ♦7, ♥5, ♣6, ♦7 | pair
♥A, ♦7, ♥5, ♣6, ♥7 | pair
♥A, ♦7, ♥5, ♦7, ♦7 | three of a kind
♥A, ♦7, ♥5, ♦7, ♠2 | pair
♥A, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥A, ♦7, ♥5, ♦7, ♠2 | pair
♥A, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥A, ♦7, ♥5, ♠2, ♥7 | pair
♥A, ♦7, ♣6, ♦7, ♦7 | three of a kind
♥A, ♦7, ♣6, ♦7, ♠2 | pair
♥A, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥A, ♦7, ♣6, ♦7, ♠2 | pair
♥A, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥A, ♦7, ♣6, ♠2, ♥7 | pair
♥A, ♦7, ♦7, ♦7, ♠2 | three of a kind
♥A, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♥A, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥A, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥A, ♥5, ♣6, ♦7, ♦7 | pair
♥A, ♥5, ♣6, ♦7, ♥7 | pair
♥A, ♥5, ♣6, ♦7, ♥7 | pair
♥A, ♥5, ♦7, ♦7, ♠2 | pair
♥A, ♥5, ♦7, ♦7, ♥7 | three of a kind
♥A, ♥5, ♦7, ♠2, ♥7 | pair
♥A, ♥5, ♦7, ♠2, ♥7 | pair
♥A, ♣6, ♦7, ♦7, ♠2 | pair
♥A, ♣6, ♦7, ♦7, ♥7 | three of a kind
♥A, ♣6, ♦7, ♠2, ♥7 | pair
♥A, ♣6, ♦7, ♠2, ♥7 | pair
♥A, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥K, ♠6, ♦7, ♥5, ♣6 | pair
♥K, ♠6, ♦7, ♥5, ♦7 | pair
♥K, ♠6, ♦7, ♥5, ♦7 | pair
♥K, ♠6, ♦7, ♥5, ♥7 | pair
♥K, ♠6, ♦7, ♣6, ♦7 | two pairs
♥K, ♠6, ♦7, ♣6, ♦7 | two pairs
♥K, ♠6, ♦7, ♣6, ♠2 | pair
♥K, ♠6, ♦7, ♣6, ♥7 | two pairs
♥K, ♠6, ♦7, ♦7, ♦7 | three of a kind
♥K, ♠6, ♦7, ♦7, ♠2 | pair
♥K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥K, ♠6, ♦7, ♦7, ♠2 | pair
♥K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥K, ♠6, ♦7, ♠2, ♥7 | pair
♥K, ♠6, ♥5, ♣6, ♦7 | pair
♥K, ♠6, ♥5, ♣6, ♦7 | pair
♥K, ♠6, ♥5, ♣6, ♠2 | pair
♥K, ♠6, ♥5, ♣6, ♥7 | pair
♥K, ♠6, ♥5, ♦7, ♦7 | pair
♥K, ♠6, ♥5, ♦7, ♥7 | pair
♥K, ♠6, ♥5, ♦7, ♥7 | pair
♥K, ♠6, ♣6, ♦7, ♦7 | two pairs
♥K, ♠6, ♣6, ♦7, ♠2 | pair
♥K, ♠6, ♣6, ♦7, ♥7 | two pairs
♥K, ♠6, ♣6, ♦7, ♠2 | pair
♥K, ♠6, ♣6, ♦7, ♥7 | two pairs
♥K, ♠6, ♣6, ♠2, ♥7 | pair
♥K, ♠6, ♦7, ♦7, ♠2 | pair
♥K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥K, ♠6, ♦7, ♠2, ♥7 | pair
♥K, ♠6, ♦7, ♠2, ♥7 | pair
♥K, ♦7, ♥5, ♣6, ♦7 | pair
♥K, ♦7, ♥5, ♣6, ♦7 | pair
♥K, ♦7, ♥5, ♣6, ♥7 | pair
♥K, ♦7, ♥5, ♦7, ♦7 | three of a kind
♥K, ♦7, ♥5, ♦7, ♠2 | pair
♥K, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥K, ♦7, ♥5, ♦7, ♠2 | pair
♥K, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥K, ♦7, ♥5, ♠2, ♥7 | pair
♥K, ♦7, ♣6, ♦7, ♦7 | three of a kind
♥K, ♦7, ♣6, ♦7, ♠2 | pair
♥K, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥K, ♦7, ♣6, ♦7, ♠2 | pair
♥K, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥K, ♦7, ♣6, ♠2, ♥7 | pair
♥K, ♦7, ♦7, ♦7, ♠2 | three of a kind
♥K, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♥K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♥K, ♥5, ♣6, ♦7, ♦7 | pair
♥K, ♥5, ♣6, ♦7, ♥7 | pair
♥K, ♥5, ♣6, ♦7, ♥7 | pair
♥K, ♥5, ♦7, ♦7, ♠2 | pair
♥K, ♥5, ♦7, ♦7, ♥7 | three of a kind
♥K, ♥5, ♦7, ♠2, ♥7 | pair
♥K, ♥5, ♦7, ♠2, ♥7 | pair
♥K, ♣6, ♦7, ♦7, ♠2 | pair
♥K, ♣6, ♦7, ♦7, ♥7 | three of a kind
♥K, ♣6, ♦7, ♠2, ♥7 | pair
♥K, ♣6, ♦7, ♠2, ♥7 | pair
♥K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♠6, ♦7, ♥5, ♣6, ♦7 | two pairs
♠6, ♦7, ♥5, ♣6, ♦7 | two pairs
♠6, ♦7, ♥5, ♣6, ♠2 | pair
♠6, ♦7, ♥5, ♣6, ♥7 | two pairs
♠6, ♦7, ♥5, ♦7, ♦7 | three of a kind
♠6, ♦7, ♥5, ♦7, ♠2 | pair
♠6, ♦7, ♥5, ♦7, ♥7 | three of a kind
♠6, ♦7, ♥5, ♦7, ♠2 | pair
♠6, ♦7, ♥5, ♦7, ♥7 | three of a kind
♠6, ♦7, ♥5, ♠2, ♥7 | pair
♠6, ♦7, ♣6, ♦7, ♦7 | fullhouse
♠6, ♦7, ♣6, ♦7, ♠2 | two pairs
♠6, ♦7, ♣6, ♦7, ♥7 | fullhouse
♠6, ♦7, ♣6, ♦7, ♠2 | two pairs
♠6, ♦7, ♣6, ♦7, ♥7 | fullhouse
♠6, ♦7, ♣6, ♠2, ♥7 | two pairs
♠6, ♦7, ♦7, ♦7, ♠2 | three of a kind
♠6, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♠6, ♦7, ♦7, ♠2, ♥7 | three of a kind
♠6, ♦7, ♦7, ♠2, ♥7 | three of a kind
♠6, ♥5, ♣6, ♦7, ♦7 | two pairs
♠6, ♥5, ♣6, ♦7, ♠2 | pair
♠6, ♥5, ♣6, ♦7, ♥7 | two pairs
♠6, ♥5, ♣6, ♦7, ♠2 | pair
♠6, ♥5, ♣6, ♦7, ♥7 | two pairs
♠6, ♥5, ♣6, ♠2, ♥7 | pair
♠6, ♥5, ♦7, ♦7, ♠2 | pair
♠6, ♥5, ♦7, ♦7, ♥7 | three of a kind
♠6, ♥5, ♦7, ♠2, ♥7 | pair
♠6, ♥5, ♦7, ♠2, ♥7 | pair
♠6, ♣6, ♦7, ♦7, ♠2 | two pairs
♠6, ♣6, ♦7, ♦7, ♥7 | fullhouse
♠6, ♣6, ♦7, ♠2, ♥7 | two pairs
♠6, ♣6, ♦7, ♠2, ♥7 | two pairs
♠6, ♦7, ♦7, ♠2, ♥7 | three of a kind
♦7, ♥5, ♣6, ♦7, ♦7 | three of a kind
♦7, ♥5, ♣6, ♦7, ♠2 | pair
♦7, ♥5, ♣6, ♦7, ♥7 | three of a kind
♦7, ♥5, ♣6, ♦7, ♠2 | pair
♦7, ♥5, ♣6, ♦7, ♥7 | three of a kind
♦7, ♥5, ♣6, ♠2, ♥7 | pair
♦7, ♥5, ♦7, ♦7, ♠2 | three of a kind
♦7, ♥5, ♦7, ♦7, ♥7 | four of a kind!
♦7, ♥5, ♦7, ♠2, ♥7 | three of a kind
♦7, ♥5, ♦7, ♠2, ♥7 | three of a kind
♦7, ♣6, ♦7, ♦7, ♠2 | three of a kind
♦7, ♣6, ♦7, ♦7, ♥7 | four of a kind!
♦7, ♣6, ♦7, ♠2, ♥7 | three of a kind
♦7, ♣6, ♦7, ♠2, ♥7 | three of a kind
♦7, ♦7, ♦7, ♠2, ♥7 | four of a kind!
♥5, ♣6, ♦7, ♦7, ♠2 | pair
♥5, ♣6, ♦7, ♦7, ♥7 | three of a kind
♥5, ♣6, ♦7, ♠2, ♥7 | pair
♥5, ♣6, ♦7, ♠2, ♥7 | pair
♥5, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣6, ♦7, ♦7, ♠2, ♥7 | three of a kind
