♥7, ♥7, ♦Q, ♥5, ♠A | pair
♥5, ♣K, ♠K, ♣10, ♠J | pair
♥5, ♣K, ♠K, ♣10, ♣3 | pair
♥5, ♣K, ♠K, ♣10, ♣10 | two pairs
♥5, ♣K, ♠K, ♣10, ♣5 | two pairs
♥5, ♣K, ♠K, ♣10, ♠8 | pair
♥5, ♣K, ♠K, ♠J, ♣3 | pair
♥5, ♣K, ♠K, ♠J, ♣10 | pair
♥5, ♣K, ♠K, ♠J, ♣5 | two pairs
♥5, ♣K, ♠K, ♠J, ♠8 | pair
♥5, ♣K, ♠K, ♣3, ♣10 | pair
♥5, ♣K, ♠K, ♣3, ♣5 | two pairs
♥5, ♣K, ♠K, ♣3, ♠8 | pair
♥5, ♣K, ♠K, ♣10, ♣5 | two pairs
♥5, ♣K, ♠K, ♣10, ♠8 | pair
♥5, ♣K, ♠K, ♣5, ♠8 | two pairs
♥5, ♣K, ♦5, ♣10, ♠J | pair
♥5, ♣K, ♦5, ♣10, ♣3 | pair
♥5, ♣K, ♦5, ♣10, ♣10 | two pairs
♥5, ♣K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♣K, ♦5, ♣10, ♠8 | pair
♥5, ♣K, ♦5, ♠J, ♣3 | pair
♥5, ♣K, ♦5, ♠J, ♣10 | pair
♥5, ♣K, ♦5, ♠J, ♣5 | three of a kind
♥5, ♣K, ♦5, ♠J, ♠8 | pair
♥5, ♣K, ♦5, ♣3, ♣10 | pair
♥5, ♣K, ♦5, ♣3, ♣5 | three of a kind
♥5, ♣K, ♦5, ♣3, ♠8 | pair
♥5, ♣K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♣K, ♦5, ♣10, ♠8 | pair
♥5, ♣K, ♦5, ♣5, ♠8 | three of a kind
♥5, ♣K, ♣10, ♠J, ♣10 | pair
♥5, ♣K, ♣10, ♠J, ♣5 | pair
♥5, ♣K, ♣10, ♣3, ♣10 | pair
♥5, ♣K, ♣10, ♣3, ♣5 | pair
♥5, ♣K, ♣10, ♣10, ♣5 | two pairs
♥5, ♣K, ♣10, ♣10, ♠8 | pair
♥5, ♣K, ♣10, ♣5, ♠8 | pair
♥5, ♣K, ♠J, ♣3, ♣5 | pair
♥5, ♣K, ♠J, ♣10, ♣5 | pair
♥5, ♣K, ♠J, ♣5, ♠8 | pair
♥5, ♣K, ♣3, ♣10, ♣5 | pair
♥5, ♣K, ♣3, ♣5, ♠8 | pair
♥5, ♣K, ♣10, ♣5, ♠8 | pair
♥5, ♣A, ♥5, ♠K, ♦5 | three of a kind
♥5, ♣A, ♥5, ♠K, ♣10 | pair
♥5, ♣A, ♥5, ♠K, ♠J | pair
♥5, ♣A, ♥5, ♠K, ♣3 | pair
♥5, ♣A, ♥5, ♠K, ♣10 | pair
♥5, ♣A, ♥5, ♠K, ♣5 | three of a kind
♥5, ♣A, ♥5, ♠K, ♠8 | pair
♥5, ♣A, ♥5, ♦5, ♣10 | three of a kind
♥5, ♣A, ♥5, ♦5, ♠J | three of a kind
♥5, ♣A, ♥5, ♦5, ♣3 | three of a kind
♥5, ♣A, ♥5, ♦5, ♣10 | three of a kind
♥5, ♣A, ♥5, ♦5, ♣5 | four of a kind!
♥5, ♣A, ♥5, ♦5, ♠8 | three of a kind
♥5, ♣A, ♥5, ♣10, ♠J | pair
♥5, ♣A, ♥5, ♣10, ♣3 | pair
♥5, ♣A, ♥5, ♣10, ♣10 | two pairs
♥5, ♣A, ♥5, ♣10, ♣5 | three of a kind
♥5, ♣A, ♥5, ♣10, ♠8 | pair
♥5, ♣A, ♥5, ♠J, ♣3 | pair
♥5, ♣A, ♥5, ♠J, ♣10 | pair
♥5, ♣A, ♥5, ♠J, ♣5 | three of a kind
♥5, ♣A, ♥5, ♠J, ♠8 | pair
♥5, ♣A, ♥5, ♣3, ♣10 | pair
♥5, ♣A, ♥5, ♣3, ♣5 | three of a kind
♥5, ♣A, ♥5, ♣3, ♠8 | pair
♥5, ♣A, ♥5, ♣10, ♣5 | three of a kind
♥5, ♣A, ♥5, ♣10, ♠8 | pair
♥5, ♣A, ♥5, ♣5, ♠8 | three of a kind
♥5, ♣A, ♠K, ♦5, ♣10 | pair
♥5, ♣A, ♠K, ♦5, ♠J | pair
♥5, ♣A, ♠K, ♦5, ♣3 | pair
♥5, ♣A, ♠K, ♦5, ♣10 | pair
♥5, ♣A, ♠K, ♦5, ♣5 | three of a kind
♥5, ♣A, ♠K, ♦5, ♠8 | pair
♥5, ♣A, ♠K, ♣10, ♣10 | pair
♥5, ♣A, ♠K, ♣10, ♣5 | pair
♥5, ♣A, ♠K, ♠J, ♣5 | pair
♥5, ♣A, ♠K, ♣3, ♣5 | pair
♥5, ♣A, ♠K, ♣10, ♣5 | pair
♥5, ♣A, ♠K, ♣5, ♠8 | pair
♥5, ♣A, ♦5, ♣10, ♠J | pair
♥5, ♣A, ♦5, ♣10, ♣3 | pair
♥5, ♣A, ♦5, ♣10, ♣10 | two pairs
♥5, ♣A, ♦5, ♣10, ♣5 | three of a kind
♥5, ♣A, ♦5, ♣10, ♠8 | pair
♥5, ♣A, ♦5, ♠J, ♣3 | pair
♥5, ♣A, ♦5, ♠J, ♣10 | pair
♥5, ♣A, ♦5, ♠J, ♣5 | three of a kind
♥5, ♣A, ♦5, ♠J, ♠8 | pair
♥5, ♣A, ♦5, ♣3, ♣10 | pair
♥5, ♣A, ♦5, ♣3, ♣5 | three of a kind
♥5, ♣A, ♦5, ♣3, ♠8 | pair
♥5, ♣A, ♦5, ♣10, ♣5 | three of a kind
♥5, ♣A, ♦5, ♣10, ♠8 | pair
♥5, ♣A, ♦5, ♣5, ♠8 | three of a kind
♥5, ♣A, ♣10, ♠J, ♣10 | pair
♥5, ♣A, ♣10, ♠J, ♣5 | pair
♥5, ♣A, ♣10, ♣3, ♣10 | pair
♥5, ♣A, ♣10, ♣3, ♣5 | pair
♥5, ♣A, ♣10, ♣10, ♣5 | two pairs
♥5, ♣A, ♣10, ♣10, ♠8 | pair
♥5, ♣A, ♣10, ♣5, ♠8 | pair
♥5, ♣A, ♠J, ♣3, ♣5 | pair
♥5, ♣A, ♠J, ♣10, ♣5 | pair
♥5, ♣A, ♠J, ♣5, ♠8 | pair
♥5, ♣A, ♣3, ♣10, ♣5 | pair
♥5, ♣A, ♣3, ♣5, ♠8 | pair
♥5, ♣A, ♣10, ♣5, ♠8 | pair
♥5, ♥5, ♠K, ♦5, ♣10 | three of a kind
♥5, ♥5, ♠K, ♦5, ♠J | three of a kind
♥5, ♥5, ♠K, ♦5, ♣3 | three of a kind
♥5, ♥5, ♠K, ♦5, ♣10 | three of a kind
♥5, ♥5, ♠K, ♦5, ♣5 | four of a kind!
♥5, ♥5, ♠K, ♦5, ♠8 | three of a kind
♥5, ♥5, ♠K, ♣10, ♠J | pair
♥5, ♥5, ♠K, ♣10, ♣3 | pair
♥5, ♥5, ♠K, ♣10, ♣10 | two pairs
♥5, ♥5, ♠K, ♣10, ♣5 | three of a kind
♥5, ♥5, ♠K, ♣10, ♠8 | pair
♥5, ♥5, ♠K, ♠J, ♣3 | pair
♥5, ♥5, ♠K, ♠J, ♣10 | pair
♥5, ♥5, ♠K, ♠J, ♣5 | three of a kind
♥5, ♥5, ♠K, ♠J, ♠8 | pair
♥5, ♥5, ♠K, ♣3, ♣10 | pair
♥5, ♥5, ♠K, ♣3, ♣5 | three of a kind
♥5, ♥5, ♠K, ♣3, ♠8 | pair
♥5, ♥5, ♠K, ♣10, ♣5 | three of a kind
♥5, ♥5, ♠K, ♣10, ♠8 | pair
♥5, ♥5, ♠K, ♣5, ♠8 | three of a kind
♥5, ♥5, ♦5, ♣10, ♠J | three of a kind
♥5, ♥5, ♦5, ♣10, ♣3 | three of a kind
♥5, ♥5, ♦5, ♣10, ♣10 | fullhouse
♥5, ♥5, ♦5, ♣10, ♣5 | four of a kind!
♥5, ♥5, ♦5, ♣10, ♠8 | three of a kind
♥5, ♥5, ♦5, ♠J, ♣3 | three of a kind
♥5, ♥5, ♦5, ♠J, ♣10 | three of a kind
♥5, ♥5, ♦5, ♠J, ♣5 | four of a kind!
♥5, ♥5, ♦5, ♠J, ♠8 | three of a kind
♥5, ♥5, ♦5, ♣3, ♣10 | three of a kind
♥5, ♥5, ♦5, ♣3, ♣5 | four of a kind!
♥5, ♥5, ♦5, ♣3, ♠8 | three of a kind
♥5, ♥5, ♦5, ♣10, ♣5 | four of a kind!
♥5, ♥5, ♦5, ♣10, ♠8 | three of a kind
♥5, ♥5, ♦5, ♣5, ♠8 | four of a kind!
♥5, ♥5, ♣10, ♠J, ♣3 | pair
♥5, ♥5, ♣10, ♠J, ♣10 | two pairs
♥5, ♥5, ♣10, ♠J, ♣5 | three of a kind
♥5, ♥5, ♣10, ♠J, ♠8 | pair
♥5, ♥5, ♣10, ♣3, ♣10 | two pairs
♥5, ♥5, ♣10, ♣3, ♣5 | three of a kind
♥5, ♥5, ♣10, ♣3, ♠8 | pair
♥5, ♥5, ♣10, ♣10, ♣5 | fullhouse
♥5, ♥5, ♣10, ♣10, ♠8 | two pairs
♥5, ♥5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♥5, ♠J, ♣3, ♣10 | pair
♥5, ♥5, ♠J, ♣3, ♣5 | three of a kind
♥5, ♥5, ♠J, ♣3, ♠8 | pair
♥5, ♥5, ♠J, ♣10, ♣5 | three of a kind
♥5, ♥5, ♠J, ♣10, ♠8 | pair
♥5, ♥5, ♠J, ♣5, ♠8 | three of a kind
♥5, ♥5, ♣3, ♣10, ♣5 | three of a kind
♥5, ♥5, ♣3, ♣10, ♠8 | pair
♥5, ♥5, ♣3, ♣5, ♠8 | three of a kind
♥5, ♥5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♠K, ♦5, ♣10, ♠J | pair
♥5, ♠K, ♦5, ♣10, ♣3 | pair
♥5, ♠K, ♦5, ♣10, ♣10 | two pairs
♥5, ♠K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣10, ♠8 | pair
♥5, ♠K, ♦5, ♠J, ♣3 | pair
♥5, ♠K, ♦5, ♠J, ♣10 | pair
♥5, ♠K, ♦5, ♠J, ♣5 | three of a kind
♥5, ♠K, ♦5, ♠J, ♠8 | pair
♥5, ♠K, ♦5, ♣3, ♣10 | pair
♥5, ♠K, ♦5, ♣3, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣3, ♠8 | pair
♥5, ♠K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣10, ♠8 | pair
♥5, ♠K, ♦5, ♣5, ♠8 | three of a kind
♥5, ♠K, ♣10, ♠J, ♣10 | pair
♥5, ♠K, ♣10, ♠J, ♣5 | pair
♥5, ♠K, ♣10, ♣3, ♣10 | pair
♥5, ♠K, ♣10, ♣3, ♣5 | pair
♥5, ♠K, ♣10, ♣10, ♣5 | two pairs
♥5, ♠K, ♣10, ♣10, ♠8 | pair
♥5, ♠K, ♣10, ♣5, ♠8 | pair
♥5, ♠K, ♠J, ♣3, ♣5 | pair
♥5, ♠K, ♠J, ♣10, ♣5 | pair
♥5, ♠K, ♠J, ♣5, ♠8 | pair
♥5, ♠K, ♣3, ♣10, ♣5 | pair
♥5, ♠K, ♣3, ♣5, ♠8 | pair
♥5, ♠K, ♣10, ♣5, ♠8 | pair
♥5, ♦5, ♣10, ♠J, ♣3 | pair
♥5, ♦5, ♣10, ♠J, ♣10 | two pairs
♥5, ♦5, ♣10, ♠J, ♣5 | three of a kind
♥5, ♦5, ♣10, ♠J, ♠8 | pair
♥5, ♦5, ♣10, ♣3, ♣10 | two pairs
♥5, ♦5, ♣10, ♣3, ♣5 | three of a kind
♥5, ♦5, ♣10, ♣3, ♠8 | pair
♥5, ♦5, ♣10, ♣10, ♣5 | fullhouse
♥5, ♦5, ♣10, ♣10, ♠8 | two pairs
♥5, ♦5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♦5, ♠J, ♣3, ♣10 | pair
♥5, ♦5, ♠J, ♣3, ♣5 | three of a kind
♥5, ♦5, ♠J, ♣3, ♠8 | pair
♥5, ♦5, ♠J, ♣10, ♣5 | three of a kind
♥5, ♦5, ♠J, ♣10, ♠8 | pair
♥5, ♦5, ♠J, ♣5, ♠8 | three of a kind
♥5, ♦5, ♣3, ♣10, ♣5 | three of a kind
♥5, ♦5, ♣3, ♣10, ♠8 | pair
♥5, ♦5, ♣3, ♣5, ♠8 | three of a kind
♥5, ♦5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♣10, ♠J, ♣3, ♣10 | pair
♥5, ♣10, ♠J, ♣3, ♣5 | pair
♥5, ♣10, ♠J, ♣10, ♣5 | two pairs
♥5, ♣10, ♠J, ♣10, ♠8 | pair
♥5, ♣10, ♠J, ♣5, ♠8 | pair
♥5, ♣10, ♣3, ♣10, ♣5 | two pairs
♥5, ♣10, ♣3, ♣10, ♠8 | pair
♥5, ♣10, ♣3, ♣5, ♠8 | pair
♥5, ♣10, ♣10, ♣5, ♠8 | two pairs
♥5, ♠J, ♣3, ♣10, ♣5 | pair
♥5, ♠J, ♣3, ♣5, ♠8 | pair
♥5, ♠J, ♣10, ♣5, ♠8 | pair
♥5, ♣3, ♣10, ♣5, ♠8 | pair
♠A, ♣K, ♣A, ♥5, ♠K | two pairs
♠A, ♣K, ♣A, ♥5, ♦5 | two pairs
♠A, ♣K, ♣A, ♥5, ♣10 | pair
♠A, ♣K, ♣A, ♥5, ♠J | pair
♠A, ♣K, ♣A, ♥5, ♣3 | pair
♠A, ♣K, ♣A, ♥5, ♣10 | pair
♠A, ♣K, ♣A, ♥5, ♣5 | two pairs
♠A, ♣K, ♣A, ♥5, ♠8 | pair
♠A, ♣K, ♣A, ♠K, ♦5 | two pairs
♠A, ♣K, ♣A, ♠K, ♣10 | two pairs
♠A, ♣K, ♣A, ♠K, ♠J | two pairs
♠A, ♣K, ♣A, ♠K, ♣3 | two pairs
♠A, ♣K, ♣A, ♠K, ♣10 | two pairs
♠A, ♣K, ♣A, ♠K, ♣5 | two pairs
♠A, ♣K, ♣A, ♠K, ♠8 | two pairs
♠A, ♣K, ♣A, ♦5, ♣10 | pair
♠A, ♣K, ♣A, ♦5, ♠J | pair
♠A, ♣K, ♣A, ♦5, ♣3 | pair
♠A, ♣K, ♣A, ♦5, ♣10 | pair
♠A, ♣K, ♣A, ♦5, ♣5 | two pairs
♠A, ♣K, ♣A, ♦5, ♠8 | pair
♠A, ♣K, ♣A, ♣10, ♠J | pair
♠A, ♣K, ♣A, ♣10, ♣3 | pair
♠A, ♣K, ♣A, ♣10, ♣10 | two pairs
♠A, ♣K, ♣A, ♣10, ♣5 | pair
♠A, ♣K, ♣A, ♣10, ♠8 | pair
♠A, ♣K, ♣A, ♠J, ♣3 | pair
♠A, ♣K, ♣A, ♠J, ♣10 | pair
♠A, ♣K, ♣A, ♠J, ♣5 | pair
♠A, ♣K, ♣A, ♠J, ♠8 | pair
♠A, ♣K, ♣A, ♣3, ♣10 | pair
♠A, ♣K, ♣A, ♣3, ♣5 | pair
♠A, ♣K, ♣A, ♣3, ♠8 | pair
♠A, ♣K, ♣A, ♣10, ♣5 | pair
♠A, ♣K, ♣A, ♣10, ♠8 | pair
♠A, ♣K, ♣A, ♣5, ♠8 | pair
♠A, ♣K, ♥5, ♠K, ♦5 | two pairs
♠A, ♣K, ♥5, ♠K, ♣10 | pair
♠A, ♣K, ♥5, ♠K, ♠J | pair
♠A, ♣K, ♥5, ♠K, ♣3 | pair
♠A, ♣K, ♥5, ♠K, ♣10 | pair
♠A, ♣K, ♥5, ♠K, ♣5 | two pairs
♠A, ♣K, ♥5, ♠K, ♠8 | pair
♠A, ♣K, ♥5, ♦5, ♣10 | pair
♠A, ♣K, ♥5, ♦5, ♠J | pair
♠A, ♣K, ♥5, ♦5, ♣3 | pair
♠A, ♣K, ♥5, ♦5, ♣10 | pair
♠A, ♣K, ♥5, ♦5, ♣5 | three of a kind
♠A, ♣K, ♥5, ♦5, ♠8 | pair
♠A, ♣K, ♥5, ♣10, ♣10 | pair
♠A, ♣K, ♥5, ♣10, ♣5 | pair
♠A, ♣K, ♥5, ♠J, ♣5 | pair
♠A, ♣K, ♥5, ♣3, ♣5 | pair
♠A, ♣K, ♥5, ♣10, ♣5 | pair
♠A, ♣K, ♥5, ♣5, ♠8 | pair
♠A, ♣K, ♠K, ♦5, ♣10 | pair
♠A, ♣K, ♠K, ♦5, ♠J | pair
♠A, ♣K, ♠K, ♦5, ♣3 | pair
♠A, ♣K, ♠K, ♦5, ♣10 | pair
♠A, ♣K, ♠K, ♦5, ♣5 | two pairs
♠A, ♣K, ♠K, ♦5, ♠8 | pair
♠A, ♣K, ♠K, ♣10, ♠J | pair
♠A, ♣K, ♠K, ♣10, ♣3 | pair
♠A, ♣K, ♠K, ♣10, ♣10 | two pairs
♠A, ♣K, ♠K, ♣10, ♣5 | pair
♠A, ♣K, ♠K, ♣10, ♠8 | pair
♠A, ♣K, ♠K, ♠J, ♣3 | pair
♠A, ♣K, ♠K, ♠J, ♣10 | pair
♠A, ♣K, ♠K, ♠J, ♣5 | pair
♠A, ♣K, ♠K, ♠J, ♠8 | pair
♠A, ♣K, ♠K, ♣3, ♣10 | pair
♠A, ♣K, ♠K, ♣3, ♣5 | pair
♠A, ♣K, ♠K, ♣3, ♠8 | pair
♠A, ♣K, ♠K, ♣10, ♣5 | pair
♠A, ♣K, ♠K, ♣10, ♠8 | pair
♠A, ♣K, ♠K, ♣5, ♠8 | pair
♠A, ♣K, ♦5, ♣10, ♣10 | pair
♠A, ♣K, ♦5, ♣10, ♣5 | pair
♠A, ♣K, ♦5, ♠J, ♣5 | pair
♠A, ♣K, ♦5, ♣3, ♣5 | pair
♠A, ♣K, ♦5, ♣10, ♣5 | pair
♠A, ♣K, ♦5, ♣5, ♠8 | pair
♠A, ♣K, ♣10, ♠J, ♣10 | pair
♠A, ♣K, ♣10, ♣3, ♣10 | pair
♠A, ♣K, ♣10, ♣10, ♣5 | pair
♠A, ♣K, ♣10, ♣10, ♠8 | pair
♠A, ♣A, ♥5, ♠K, ♦5 | two pairs
♠A, ♣A, ♥5, ♠K, ♣10 | pair
♠A, ♣A, ♥5, ♠K, ♠J | pair
♠A, ♣A, ♥5, ♠K, ♣3 | pair
♠A, ♣A, ♥5, ♠K, ♣10 | pair
♠A, ♣A, ♥5, ♠K, ♣5 | two pairs
♠A, ♣A, ♥5, ♠K, ♠8 | pair
♠A, ♣A, ♥5, ♦5, ♣10 | two pairs
♠A, ♣A, ♥5, ♦5, ♠J | two pairs
♠A, ♣A, ♥5, ♦5, ♣3 | two pairs
♠A, ♣A, ♥5, ♦5, ♣10 | two pairs
♠A, ♣A, ♥5, ♦5, ♣5 | fullhouse
♠A, ♣A, ♥5, ♦5, ♠8 | two pairs
♠A, ♣A, ♥5, ♣10, ♠J | pair
♠A, ♣A, ♥5, ♣10, ♣3 | pair
♠A, ♣A, ♥5, ♣10, ♣10 | two pairs
♠A, ♣A, ♥5, ♣10, ♣5 | two pairs
♠A, ♣A, ♥5, ♣10, ♠8 | pair
♠A, ♣A, ♥5, ♠J, ♣3 | pair
♠A, ♣A, ♥5, ♠J, ♣10 | pair
♠A, ♣A, ♥5, ♠J, ♣5 | two pairs
♠A, ♣A, ♥5, ♠J, ♠8 | pair
♠A, ♣A, ♥5, ♣3, ♣10 | pair
♠A, ♣A, ♥5, ♣3, ♣5 | two pairs
♠A, ♣A, ♥5, ♣3, ♠8 | pair
♠A, ♣A, ♥5, ♣10, ♣5 | two pairs
♠A, ♣A, ♥5, ♣10, ♠8 | pair
♠A, ♣A, ♥5, ♣5, ♠8 | two pairs
♠A, ♣A, ♠K, ♦5, ♣10 | pair
♠A, ♣A, ♠K, ♦5, ♠J | pair
♠A, ♣A, ♠K, ♦5, ♣3 | pair
♠A, ♣A, ♠K, ♦5, ♣10 | pair
♠A, ♣A, ♠K, ♦5, ♣5 | two pairs
♠A, ♣A, ♠K, ♦5, ♠8 | pair
♠A, ♣A, ♠K, ♣10, ♠J | pair
♠A, ♣A, ♠K, ♣10, ♣3 | pair
♠A, ♣A, ♠K, ♣10, ♣10 | two pairs
♠A, ♣A, ♠K, ♣10, ♣5 | pair
♠A, ♣A, ♠K, ♣10, ♠8 | pair
♠A, ♣A, ♠K, ♠J, ♣3 | pair
♠A, ♣A, ♠K, ♠J, ♣10 | pair
♠A, ♣A, ♠K, ♠J, ♣5 | pair
♠A, ♣A, ♠K, ♠J, ♠8 | pair
♠A, ♣A, ♠K, ♣3, ♣10 | pair
♠A, ♣A, ♠K, ♣3, ♣5 | pair
♠A, ♣A, ♠K, ♣3, ♠8 | pair
♠A, ♣A, ♠K, ♣10, ♣5 | pair
♠A, ♣A, ♠K, ♣10, ♠8 | pair
♠A, ♣A, ♠K, ♣5, ♠8 | pair
♠A, ♣A, ♦5, ♣10, ♠J | pair
♠A, ♣A, ♦5, ♣10, ♣3 | pair
♠A, ♣A, ♦5, ♣10, ♣10 | two pairs
♠A, ♣A, ♦5, ♣10, ♣5 | two pairs
♠A, ♣A, ♦5, ♣10, ♠8 | pair
♠A, ♣A, ♦5, ♠J, ♣3 | pair
♠A, ♣A, ♦5, ♠J, ♣10 | pair
♠A, ♣A, ♦5, ♠J, ♣5 | two pairs
♠A, ♣A, ♦5, ♠J, ♠8 | pair
♠A, ♣A, ♦5, ♣3, ♣10 | pair
♠A, ♣A, ♦5, ♣3, ♣5 | two pairs
♠A, ♣A, ♦5, ♣3, ♠8 | pair
♠A, ♣A, ♦5, ♣10, ♣5 | two pairs
♠A, ♣A, ♦5, ♣10, ♠8 | pair
♠A, ♣A, ♦5, ♣5, ♠8 | two pairs
♠A, ♣A, ♣10, ♠J, ♣3 | pair
♠A, ♣A, ♣10, ♠J, ♣10 | two pairs
♠A, ♣A, ♣10, ♠J, ♣5 | pair
♠A, ♣A, ♣10, ♠J, ♠8 | pair
♠A, ♣A, ♣10, ♣3, ♣10 | two pairs
♠A, ♣A, ♣10, ♣3, ♣5 | pair
♠A, ♣A, ♣10, ♣3, ♠8 | pair
♠A, ♣A, ♣10, ♣10, ♣5 | two pairs
♠A, ♣A, ♣10, ♣10, ♠8 | two pairs
♠A, ♣A, ♣10, ♣5, ♠8 | pair
♠A, ♣A, ♠J, ♣3, ♣10 | pair
♠A, ♣A, ♠J, ♣3, ♣5 | pair
♠A, ♣A, ♠J, ♣3, ♠8 | pair
♠A, ♣A, ♠J, ♣10, ♣5 | pair
♠A, ♣A, ♠J, ♣10, ♠8 | pair
♠A, ♣A, ♠J, ♣5, ♠8 | pair
♠A, ♣A, ♣3, ♣10, ♣5 | pair
♠A, ♣A, ♣3, ♣10, ♠8 | pair
♠A, ♣A, ♣3, ♣5, ♠8 | pair
♠A, ♣A, ♣10, ♣5, ♠8 | pair
♠A, ♥5, ♠K, ♦5, ♣10 | pair
♠A, ♥5, ♠K, ♦5, ♠J | pair
♠A, ♥5, ♠K, ♦5, ♣3 | pair
♠A, ♥5, ♠K, ♦5, ♣10 | pair
♠A, ♥5, ♠K, ♦5, ♣5 | three of a kind
♠A, ♥5, ♠K, ♦5, ♠8 | pair
♠A, ♥5, ♠K, ♣10, ♣10 | pair
♠A, ♥5, ♠K, ♣10, ♣5 | pair
♠A, ♥5, ♠K, ♠J, ♣5 | pair
♠A, ♥5, ♠K, ♣3, ♣5 | pair
♠A, ♥5, ♠K, ♣10, ♣5 | pair
♠A, ♥5, ♠K, ♣5, ♠8 | pair
♠A, ♥5, ♦5, ♣10, ♠J | pair
♠A, ♥5, ♦5, ♣10, ♣3 | pair
♠A, ♥5, ♦5, ♣10, ♣10 | two pairs
♠A, ♥5, ♦5, ♣10, ♣5 | three of a kind
♠A, ♥5, ♦5, ♣10, ♠8 | pair
♠A, ♥5, ♦5, ♠J, ♣3 | pair
♠A, ♥5, ♦5, ♠J, ♣10 | pair
♠A, ♥5, ♦5, ♠J, ♣5 | three of a kind
♠A, ♥5, ♦5, ♠J, ♠8 | pair
♠A, ♥5, ♦5, ♣3, ♣10 | pair
♠A, ♥5, ♦5, ♣3, ♣5 | three of a kind
♠A, ♥5, ♦5, ♣3, ♠8 | pair
♠A, ♥5, ♦5, ♣10, ♣5 | three of a kind
♠A, ♥5, ♦5, ♣10, ♠8 | pair
♠A, ♥5, ♦5, ♣5, ♠8 | three of a kind
♠A, ♥5, ♣10, ♠J, ♣10 | pair
♠A, ♥5, ♣10, ♠J, ♣5 | pair
♠A, ♥5, ♣10, ♣3, ♣10 | pair
♠A, ♥5, ♣10, ♣3, ♣5 | pair
♠A, ♥5, ♣10, ♣10, ♣5 | two pairs
♠A, ♥5, ♣10, ♣10, ♠8 | pair
♠A, ♥5, ♣10, ♣5, ♠8 | pair
♠A, ♥5, ♠J, ♣3, ♣5 | pair
♠A, ♥5, ♠J, ♣10, ♣5 | pair
♠A, ♥5, ♠J, ♣5, ♠8 | pair
♠A, ♥5, ♣3, ♣10, ♣5 | pair
♠A, ♥5, ♣3, ♣5, ♠8 | pair
♠A, ♥5, ♣10, ♣5, ♠8 | pair
♠A, ♠K, ♦5, ♣10, ♣10 | pair
♠A, ♠K, ♦5, ♣10, ♣5 | pair
♠A, ♠K, ♦5, ♠J, ♣5 | pair
♠A, ♠K, ♦5, ♣3, ♣5 | pair
♠A, ♠K, ♦5, ♣10, ♣5 | pair
♠A, ♠K, ♦5, ♣5, ♠8 | pair
♠A, ♠K, ♣10, ♠J, ♣10 | pair
♠A, ♠K, ♣10, ♣3, ♣10 | pair
♠A, ♠K, ♣10, ♣10, ♣5 | pair
♠A, ♠K, ♣10, ♣10, ♠8 | pair
♠A, ♦5, ♣10, ♠J, ♣10 | pair
♠A, ♦5, ♣10, ♠J, ♣5 | pair
♠A, ♦5, ♣10, ♣3, ♣10 | pair
♠A, ♦5, ♣10, ♣3, ♣5 | pair
♠A, ♦5, ♣10, ♣10, ♣5 | two pairs
♠A, ♦5, ♣10, ♣10, ♠8 | pair
♠A, ♦5, ♣10, ♣5, ♠8 | pair
♠A, ♦5, ♠J, ♣3, ♣5 | pair
♠A, ♦5, ♠J, ♣10, ♣5 | pair
♠A, ♦5, ♠J, ♣5, ♠8 | pair
♠A, ♦5, ♣3, ♣10, ♣5 | pair
♠A, ♦5, ♣3, ♣5, ♠8 | pair
♠A, ♦5, ♣10, ♣5, ♠8 | pair
♠A, ♣10, ♠J, ♣3, ♣10 | pair
♠A, ♣10, ♠J, ♣10, ♣5 | pair
♠A, ♣10, ♠J, ♣10, ♠8 | pair
♠A, ♣10, ♣3, ♣10, ♣5 | pair
♠A, ♣10, ♣3, ♣10, ♠8 | pair
♠A, ♣10, ♣10, ♣5, ♠8 | pair
♣K, ♣A, ♥5, ♠K, ♦5 | two pairs
♣K, ♣A, ♥5, ♠K, ♣10 | pair
♣K, ♣A, ♥5, ♠K, ♠J | pair
♣K, ♣A, ♥5, ♠K, ♣3 | pair
♣K, ♣A, ♥5, ♠K, ♣10 | pair
♣K, ♣A, ♥5, ♠K, ♣5 | two pairs
♣K, ♣A, ♥5, ♠K, ♠8 | pair
♣K, ♣A, ♥5, ♦5, ♣10 | pair
♣K, ♣A, ♥5, ♦5, ♠J | pair
♣K, ♣A, ♥5, ♦5, ♣3 | pair
♣K, ♣A, ♥5, ♦5, ♣10 | pair
♣K, ♣A, ♥5, ♦5, ♣5 | three of a kind
♣K, ♣A, ♥5, ♦5, ♠8 | pair
♣K, ♣A, ♥5, ♣10, ♣10 | pair
♣K, ♣A, ♥5, ♣10, ♣5 | pair
♣K, ♣A, ♥5, ♠J, ♣5 | pair
♣K, ♣A, ♥5, ♣3, ♣5 | pair
♣K, ♣A, ♥5, ♣10, ♣5 | pair
